Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Calmar Ratio,RJF,EMA,35,83,0,false,false,None,1,58,1.035273340772646,43.859649122807014,1.8278839582750874,10.307270175230999,0.8068052958762608,-0.8833754627836583,118 days 10:06:18.947368420,0.0037115367969003344,0.1148731491087428,0.22776572668112796,1.1840285837434081,0,10603,10604 days 00:00:00,1000.0,33640.42294463807,3264.0422944638067,27987.61197576217,100.0,1453.765367146041,56.33508187505101,1704 days 00:00:00,57,3720.012102836623,171.13687954670965,-28.025409692842345,35.385431797069096,-9.285043591830014,210 days 00:57:36,46 days 20:15:00,507.37562880353425,0.5398512993941341,0.2283507973466569,1.107979472615529,0.6295509907424895,15.625470620714761,1.0643067870096405,1.0410339256865913,-0.025007957973717305,,,0.00046811885472760483,0.11796595139135642,32.640422944637656,0.08713950516943503,0.26298361166367995,0,58,15357.519841269841,,,,
Most Profit Factor,RJF,EMA,58,72,0,false,false,None,1,53,1.0282411360870956,42.30769230769231,2.0788641628796647,11.048830191347804,0.8204690465023385,-0.8705303668410923,129 days 23:59:59.999999999,0.003385963393663463,0.10497029142695463,0.20796001131755162,1.1597989251127139,0,10603,10604 days 00:00:00,1000.0,37235.45855495782,3623.545855495782,27987.61197576217,100.0,1379.1642553067963,59.90763042839684,1725 days 00:00:00,52,3397.215641068222,146.02235246520115,-18.432816716216895,37.210358670300835,-8.136290693217752,231 days 02:10:54.545454544,55 days 20:48:00,631.504671420954,0.5465893228342564,0.2213290050974764,1.1101043437468918,0.8000214963972819,18.004685130545614,1.0613462810150451,1.045939825299256,-0.025152150693296328,,,0.0004823074974722159,0.1215414893629984,36.2354585549579,0.08976582581053627,0.2676144574732765,0,53,15357.519841269841,,,,
Most Total Return [%],RJF,EMA,61,69,0,false,false,None,1,53,1.0254413744295279,42.30769230769231,2.0601917467262596,11.165507417946651,0.8260323245900535,-0.8660966062780027,129 days 22:36:55.384615384,0.003385963393663463,0.10497029142695463,0.20796001131755162,1.1720465675916838,0,10603,10604 days 00:00:00,1000.0,38476.3622572897,3747.63622572897,27987.61197576217,100.0,1441.1311618426007,60.44569726225101,2285 days 00:00:00,52,3510.4307760557276,149.30777072626006,-18.4328167162169,37.54621802775136,-8.180347029243467,231 days 00:00:00,55 days 20:00:00,653.19099002373,0.5500525169112067,0.22147434400029611,1.110888143295034,0.8022054371995255,18.00058371749835,1.062065451760557,1.045969569439948,-0.025136162715081213,,,0.0004854413352708345,0.1223312164882503,37.47636225728986,0.09061515581492663,0.26765742780358337,0,53,15357.519841269841,,,,
Most Expectancy,RJF,EMA,61,69,0,false,false,None,1,53,1.0254413744295279,42.30769230769231,2.0601917467262596,11.165507417946651,0.8260323245900535,-0.8660966062780027,129 days 22:36:55.384615384,0.003385963393663463,0.10497029142695463,0.20796001131755162,1.1720465675916838,0,10603,10604 days 00:00:00,1000.0,38476.3622572897,3747.63622572897,27987.61197576217,100.0,1441.1311618426007,60.44569726225101,2285 days 00:00:00,52,3510.4307760557276,149.30777072626006,-18.4328167162169,37.54621802775136,-8.180347029243467,231 days 00:00:00,55 days 20:00:00,653.19099002373,0.5500525169112067,0.22147434400029611,1.110888143295034,0.8022054371995255,18.00058371749835,1.062065451760557,1.045969569439948,-0.025136162715081213,,,0.0004854413352708345,0.1223312164882503,37.47636225728986,0.09061515581492663,0.26765742780358337,0,53,15357.519841269841,,,,
Most Sharpe Ratio,RJF,EMA,61,69,0,false,false,None,1,53,1.0254413744295279,42.30769230769231,2.0601917467262596,11.165507417946651,0.8260323245900535,-0.8660966062780027,129 days 22:36:55.384615384,0.003385963393663463,0.10497029142695463,0.20796001131755162,1.1720465675916838,0,10603,10604 days 00:00:00,1000.0,38476.3622572897,3747.63622572897,27987.61197576217,100.0,1441.1311618426007,60.44569726225101,2285 days 00:00:00,52,3510.4307760557276,149.30777072626006,-18.4328167162169,37.54621802775136,-8.180347029243467,231 days 00:00:00,55 days 20:00:00,653.19099002373,0.5500525169112067,0.22147434400029611,1.110888143295034,0.8022054371995255,18.00058371749835,1.062065451760557,1.045969569439948,-0.025136162715081213,,,0.0004854413352708345,0.1223312164882503,37.47636225728986,0.09061515581492663,0.26765742780358337,0,53,15357.519841269841,,,,
Most Omega Ratio,RJF,EMA,61,69,0,false,false,None,1,53,1.0254413744295279,42.30769230769231,2.0601917467262596,11.165507417946651,0.8260323245900535,-0.8660966062780027,129 days 22:36:55.384615384,0.003385963393663463,0.10497029142695463,0.20796001131755162,1.1720465675916838,0,10603,10604 days 00:00:00,1000.0,38476.3622572897,3747.63622572897,27987.61197576217,100.0,1441.1311618426007,60.44569726225101,2285 days 00:00:00,52,3510.4307760557276,149.30777072626006,-18.4328167162169,37.54621802775136,-8.180347029243467,231 days 00:00:00,55 days 20:00:00,653.19099002373,0.5500525169112067,0.22147434400029611,1.110888143295034,0.8022054371995255,18.00058371749835,1.062065451760557,1.045969569439948,-0.025136162715081213,,,0.0004854413352708345,0.1223312164882503,37.47636225728986,0.09061515581492663,0.26765742780358337,0,53,15357.519841269841,,,,
Most Sortino Ratio,RJF,EMA,61,69,0,false,false,None,1,53,1.0254413744295279,42.30769230769231,2.0601917467262596,11.165507417946651,0.8260323245900535,-0.8660966062780027,129 days 22:36:55.384615384,0.003385963393663463,0.10497029142695463,0.20796001131755162,1.1720465675916838,0,10603,10604 days 00:00:00,1000.0,38476.3622572897,3747.63622572897,27987.61197576217,100.0,1441.1311618426007,60.44569726225101,2285 days 00:00:00,52,3510.4307760557276,149.30777072626006,-18.4328167162169,37.54621802775136,-8.180347029243467,231 days 00:00:00,55 days 20:00:00,653.19099002373,0.5500525169112067,0.22147434400029611,1.110888143295034,0.8022054371995255,18.00058371749835,1.062065451760557,1.045969569439948,-0.025136162715081213,,,0.0004854413352708345,0.1223312164882503,37.47636225728986,0.09061515581492663,0.26765742780358337,0,53,15357.519841269841,,,,
Median Best Trade [%],RJF,EMA,41,80,0,false,false,None,1,56,0.9567021161156615,41.81818181818181,1.688035255413392,10.40258329942893,0.7782601719407927,-0.8993535262308606,122 days 13:05:27.272727273,0.003581307435605586,0.11091200603602754,0.21984344053569743,1.1537713816965407,0,10603,10604 days 00:00:00,1000.0,29168.544545794004,2816.8544545794,27987.61197576217,100.0,1345.5959040687992,59.41700137771429,1921 days 00:00:00,55,3146.889853979832,157.3239106689512,-23.276107434412445,37.91746814820951,-9.373740185632109,223 days 07:18:15.652173916,50 days 03:00:00,454.9391762148032,0.5233220154234165,0.2072031066381062,1.1047343954151776,0.5761395913110405,15.587578990416333,1.0577754713779823,1.044394037589112,-0.025136162715081282,,,0.00045620463410513156,0.11496356779449315,28.168544545794266,0.08346063874877707,0.2643853520014805,0,56,15357.519841269841,,,,
Mean Avg Losing Trade [%],RJF,EMA,33,43,0,false,false,None,1,86,0.9485908902556239,36.470588235294116,1.4985178769600858,6.782271664750658,0.7503682744130444,-0.9184607836393373,76 days 06:12:42.352941176,0.0055347478550268146,0.17032915212675656,0.3386777327171555,1.1552185821503054,0,10603,10604 days 00:00:00,1000.0,23820.87948309948,2282.0879483099484,27987.61197576217,100.0,1732.962540506441,64.09609887692017,3943 days 00:00:00,85,1876.5654915704,188.89637220013606,-25.098935895512515,32.279603779523505,-7.8550856603967185,160 days 00:46:27.096774194,28 days 04:00:00,246.40369401798915,0.5025587919591534,0.17990427312643756,1.1028393013548594,0.6326940593931555,16.59064231759399,1.0785461129868246,1.0225240145743626,-0.024998392197245402,,,0.0004352325677516666,0.10967860707341999,22.820879483099564,0.07825846105009338,0.26265230288955876,0,86,15357.519841269841,,,,
Median Worst Trade [%],RJF,EMA,29,87,0,false,false,None,1,67,0.9399231722172757,37.878787878787875,1.5959277081097671,8.557682448667379,0.7522484165097594,-0.9167882331951431,102 days 09:05:27.272727272,0.004297568922726703,0.13269829293596153,0.2634160143355654,1.1355898524262003,0,10603,10604 days 00:00:00,1000.0,24288.986411519392,2328.898641151939,27987.61197576217,100.0,1385.428369559026,56.06197856572437,1722 days 00:00:00,66,2909.946075695887,169.25328112375874,-26.19300172808113,36.36428539874736,-8.397563252600897,207 days 16:19:12,38 days 04:05:51.219512195,308.7733384215684,0.5045894272081635,0.20701902765251162,1.1006387016783656,0.6220523595985108,15.699959357734354,1.0643839775087245,1.0340616966580976,-0.025000085949982785,,,0.0004371930098057097,0.11017263847103884,23.288986411519243,0.07875724072642876,0.26277362103711355,0,67,15357.519841269841,,,,
