Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],60,66,CDW,EMA,0,false,false,None,1,11,0.19041508950907587,60.0,3.9026337518970764,22.24478294278128,1.2837309645653086,-0.5214252320994386,230 days 00:00:00,0.0022740808923060263,0.07608695652173912,0.14525691699604742,1.6925378326029235,0,3036,3037 days 00:00:00,1000.0,5232.403577344122,423.24035773441216,884.3766661395598,100.0,71.99559412957947,31.93967840403268,890 days 00:00:00,10,-63.450727106942395,91.95159711042112,-12.375087756868336,42.48040517055973,-8.10865039888639,333 days 08:00:00,75 days 00:00:00,429.58543044510634,0.8983980956755185,0.6889465376174552,1.1644577904792075,-0.3365799267225262,9.682111761326873,0.995167139815163,1.170112781954887,-0.021006413840196986,,,0.0006371351944073775,0.16055806899065914,4.232403577344086,0.14719012616125293,0.21508467890971045,0,11,4397.380952380952,,,,
Most Sharpe Ratio,27,37,CDW,EMA,0,false,false,None,1,24,0.6534250156573719,65.21739130434783,2.9566507289577006,8.691863738547996,1.3817563147141312,-0.5231282461411704,90 days 14:36:31.304347826,0.005230386052303861,0.1660079051383399,0.32509881422924897,1.442918090984252,0,3036,3037 days 00:00:00,1000.0,5217.342518537965,421.7342518537965,884.3766661395598,100.0,180.851065880832,33.04112880136252,361 days 00:00:00,23,-235.97707019473,50.5077373264695,-15.904333658952826,16.5031503058822,-5.954298575203638,123 days 16:00:00,28 days 15:00:00,193.62259081446496,0.9496309046973856,0.6647009844196979,1.1788967565057862,-0.06957470556268645,5.81653734315466,1.0284431494692097,1.1462925851703407,-0.01971625122871618,,,0.0006225601596744058,0.15688516023795027,4.2173425185379445,0.14691576712157017,0.19882600559793642,0,24,4397.380952380952,,,,
Most Sortino Ratio,27,37,CDW,EMA,0,false,false,None,1,24,0.6534250156573719,65.21739130434783,2.9566507289577006,8.691863738547996,1.3817563147141312,-0.5231282461411704,90 days 14:36:31.304347826,0.005230386052303861,0.1660079051383399,0.32509881422924897,1.442918090984252,0,3036,3037 days 00:00:00,1000.0,5217.342518537965,421.7342518537965,884.3766661395598,100.0,180.851065880832,33.04112880136252,361 days 00:00:00,23,-235.97707019473,50.5077373264695,-15.904333658952826,16.5031503058822,-5.954298575203638,123 days 16:00:00,28 days 15:00:00,193.62259081446496,0.9496309046973856,0.6647009844196979,1.1788967565057862,-0.06957470556268645,5.81653734315466,1.0284431494692097,1.1462925851703407,-0.01971625122871618,,,0.0006225601596744058,0.15688516023795027,4.2173425185379445,0.14691576712157017,0.19882600559793642,0,24,4397.380952380952,,,,
Least Total Trades,77,86,CDW,EMA,0,false,false,None,0,10,0.14844835571370132,50.0,4.182042885608377,22.70033214743438,1.2396206333475706,-0.5355484297111949,231 days 12:00:00,0.0022740808923060263,0.06916996047430829,0.13833992094861658,1.570181077391706,0,3036,3037 days 00:00:00,1000.0,5107.5013131529695,410.7501313152969,884.3766661395598,100.0,72.31919303300538,36.63004111064049,890 days 00:00:00,10,0.0,96.39078909934229,-10.721194208477632,51.15664199661121,-5.755977701742442,412 days 04:48:00,50 days 19:12:00,410.75013131529687,0.8771578067177412,0.5910716425385419,1.161793141599526,-0.5274244600410888,10.932677610378086,0.9850591969206565,1.1794145420207742,-0.021016207343748837,,,0.0006324661972932033,0.15938148171788724,4.107501313152971,0.14489259831622192,0.2186786020377023,0,10,4397.380952380952,,,,
Most Best Trade [%],79,84,CDW,EMA,0,false,false,None,0,10,0.14835166880040312,50.0,4.145803937651415,22.634223181274606,1.2351519751761033,-0.5394537060940847,231 days 14:24:00,0.0022740808923060263,0.06916996047430829,0.13833992094861658,1.565608322815437,0,3036,3037 days 00:00:00,1000.0,5072.963960074432,407.2963960074432,884.3766661395598,100.0,71.86216002444684,36.63004111064051,890 days 00:00:00,10,0.0,96.3907890993423,-10.721194208477623,51.15664199661121,-5.888195634061997,412 days 04:48:00,51 days 00:00:00,407.29639600744315,0.8739878369394729,0.588364555020548,1.161121447659001,-0.5265000772061844,10.927030902204866,0.9854193230732928,1.1783018867924528,-0.02101620734374876,,,0.0006302519176898203,0.1588234832578347,4.07296396007442,0.14424820454522647,0.21870337733555895,0,10,4397.380952380952,,,,
Most Profit Factor,85,89,CDW,EMA,0,false,false,None,0,8,0.14002227209766901,62.5,5.146158284041363,26.73216737415349,1.1851009376440302,-0.5661817809920546,290 days 15:00:00,0.001819264713844821,0.05533596837944663,0.11067193675889327,1.4792503685302325,0,3036,3037 days 00:00:00,1000.0,4836.587102368481,383.6587102368481,884.3766661395598,100.0,54.09842509834857,36.75586107127815,890 days 00:00:00,8,0.0,90.62463984091193,-9.27553093522655,47.27097619494356,-7.499180660496625,415 days 04:48:00,83 days 00:00:00,479.57338779605993,0.8398599141710027,0.5674400698496926,1.1560186277629472,-0.5181580574489199,12.142990584856403,0.979020560354267,1.1807909604519775,-0.021180805661463232,,,0.0006187169457248987,0.15591667032267448,3.8365871023684823,0.13972673218760545,0.22342504817019446,0,8,4397.380952380952,,,,
Most Expectancy,85,89,CDW,EMA,0,false,false,None,0,8,0.14002227209766901,62.5,5.146158284041363,26.73216737415349,1.1851009376440302,-0.5661817809920546,290 days 15:00:00,0.001819264713844821,0.05533596837944663,0.11067193675889327,1.4792503685302325,0,3036,3037 days 00:00:00,1000.0,4836.587102368481,383.6587102368481,884.3766661395598,100.0,54.09842509834857,36.75586107127815,890 days 00:00:00,8,0.0,90.62463984091193,-9.27553093522655,47.27097619494356,-7.499180660496625,415 days 04:48:00,83 days 00:00:00,479.57338779605993,0.8398599141710027,0.5674400698496926,1.1560186277629472,-0.5181580574489199,12.142990584856403,0.979020560354267,1.1807909604519775,-0.021180805661463232,,,0.0006187169457248987,0.15591667032267448,3.8365871023684823,0.13972673218760545,0.22342504817019446,0,8,4397.380952380952,,,,
Most Omega Ratio,11,25,CDW,EMA,0,false,false,None,1,48,1.0434897965548362,53.191489361702125,2.038397774298711,3.76405834065371,1.3487431127086982,-0.5678150696431553,41 days 19:24:15.319148935,0.010688180193838324,0.3320158102766798,0.6571146245059288,1.2497268799008365,0,3036,3037 days 00:00:00,1000.0,4822.142678647441,382.2142678647441,884.3766661395598,100.0,331.6884438653736,31.59979051931783,500 days 00:00:00,47,54.97118589291313,25.206671932937592,-11.133851901438273,10.338141438614228,-3.706490634301422,62 days 05:45:36,18 days 14:10:54.545454545,80.15258495222398,0.9166857863007927,0.658653486919333,1.1799359774691147,0.04466386412419219,6.714013177189774,1.0919483997993338,1.0805785123966942,-0.019049871958456397,,,0.0005949919931505725,0.14993798227394428,3.8221426786474186,0.13944391023504266,0.196850864599544,0,48,4397.380952380952,,,,
Most Avg Winning Trade [%],76,88,CDW,EMA,0,false,false,None,0,9,0.128641125160714,44.44444444444444,4.204087785238552,24.072309861848435,1.156767443999177,-0.5891764554195095,257 days 10:40:00,0.0020466728030754237,0.062252964426877465,0.12450592885375493,1.4985726495024223,0,3036,3037 days 00:00:00,1000.0,4633.22756727731,363.3227567277311,884.3766661395598,100.0,59.49235730177865,42.655486378282674,890 days 00:00:00,9,0.0,96.3907890993423,-10.721194208477616,61.261804601335356,-5.679285929741101,447 days 12:00:00,105 days 09:36:00,403.6919519197012,0.8267802876942744,0.4743685668891943,1.152848069275717,-0.6762596814114855,11.738925387458089,0.9766928842903889,1.1803588290840417,-0.02112618153657205,,,0.0006025856965389542,0.15185159552781646,3.633227567277303,0.13567162291298684,0.2210423086121477,0,9,4397.380952380952,,,,
Most Avg Winning Trade Duration,8,56,CDW,EMA,0,false,false,None,1,44,0.7273125016206274,41.86046511627907,1.9885528335053795,4.1738027142709075,1.2402389030783407,-0.6188823051960634,49 days 05:01:23.720930232,0.009778547836915914,0.3043478260869565,0.6017786561264822,1.2702877826041892,0,3036,3037 days 00:00:00,1000.0,4370.515963374997,337.05159633749975,884.3766661395598,100.0,274.32593826788553,34.54015408477135,487 days 00:00:00,43,19.58104961013305,56.47122940023256,-9.251144956335182,15.222286570098486,-3.7811056619249497,99 days 06:39:59.999999999,13 days 03:50:24,77.92871892476433,0.8528144961157761,0.561487692874376,1.1595593738767593,-0.04151514277152542,5.821436730409816,1.0581491459493757,1.0958373668925458,-0.020164061700174988,,,0.0005662133225927197,0.14268575729336536,3.370515963374995,0.13018422304225097,0.2013595409861914,0,44,4397.380952380952,,,,
