Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],81,89,XOM,EMA,0,false,false,None,0,54,0.9789953933197942,38.88888888888889,2.245061773650908,8.426943607052923,0.6418011808081453,-0.6876752961677005,192 days 06:40:00.000000002,0.0023307196662179243,0.0708927231807952,0.1417854463615904,0.5974089803949747,0,15996,15997 days 00:00:00,1000.0,22613.98292295432,2161.398292295432,6920.356493657253,100.0,941.3519686307843,40.64326002697729,2706 days 00:00:00,54,0.0,119.25017734597307,-10.725838957706749,30.318470864506462,-5.504028284053878,396 days 16:00:00,62 days 05:05:27.272727273,400.2589430176725,0.4492533274792111,0.18145291054420418,1.0837205270173964,-0.37943921976931183,24.144004805005686,1.018162648621079,1.0643884142529692,-0.016806722689075654,,,0.0002531529096558081,0.06379453323326365,21.6139829229541,0.05035338427159708,0.17089852859108637,0,54,23168.809523809523,,,,
Most Sharpe Ratio,81,89,XOM,EMA,0,false,false,None,0,54,0.9789953933197942,38.88888888888889,2.245061773650908,8.426943607052923,0.6418011808081453,-0.6876752961677005,192 days 06:40:00.000000002,0.0023307196662179243,0.0708927231807952,0.1417854463615904,0.5974089803949747,0,15996,15997 days 00:00:00,1000.0,22613.98292295432,2161.398292295432,6920.356493657253,100.0,941.3519686307843,40.64326002697729,2706 days 00:00:00,54,0.0,119.25017734597307,-10.725838957706749,30.318470864506462,-5.504028284053878,396 days 16:00:00,62 days 05:05:27.272727273,400.2589430176725,0.4492533274792111,0.18145291054420418,1.0837205270173964,-0.37943921976931183,24.144004805005686,1.018162648621079,1.0643884142529692,-0.016806722689075654,,,0.0002531529096558081,0.06379453323326365,21.6139829229541,0.05035338427159708,0.17089852859108637,0,54,23168.809523809523,,,,
Most Omega Ratio,81,89,XOM,EMA,0,false,false,None,0,54,0.9789953933197942,38.88888888888889,2.245061773650908,8.426943607052923,0.6418011808081453,-0.6876752961677005,192 days 06:40:00.000000002,0.0023307196662179243,0.0708927231807952,0.1417854463615904,0.5974089803949747,0,15996,15997 days 00:00:00,1000.0,22613.98292295432,2161.398292295432,6920.356493657253,100.0,941.3519686307843,40.64326002697729,2706 days 00:00:00,54,0.0,119.25017734597307,-10.725838957706749,30.318470864506462,-5.504028284053878,396 days 16:00:00,62 days 05:05:27.272727273,400.2589430176725,0.4492533274792111,0.18145291054420418,1.0837205270173964,-0.37943921976931183,24.144004805005686,1.018162648621079,1.0643884142529692,-0.016806722689075654,,,0.0002531529096558081,0.06379453323326365,21.6139829229541,0.05035338427159708,0.17089852859108637,0,54,23168.809523809523,,,,
Most Sortino Ratio,81,89,XOM,EMA,0,false,false,None,0,54,0.9789953933197942,38.88888888888889,2.245061773650908,8.426943607052923,0.6418011808081453,-0.6876752961677005,192 days 06:40:00.000000002,0.0023307196662179243,0.0708927231807952,0.1417854463615904,0.5974089803949747,0,15996,15997 days 00:00:00,1000.0,22613.98292295432,2161.398292295432,6920.356493657253,100.0,941.3519686307843,40.64326002697729,2706 days 00:00:00,54,0.0,119.25017734597307,-10.725838957706749,30.318470864506462,-5.504028284053878,396 days 16:00:00,62 days 05:05:27.272727273,400.2589430176725,0.4492533274792111,0.18145291054420418,1.0837205270173964,-0.37943921976931183,24.144004805005686,1.018162648621079,1.0643884142529692,-0.016806722689075654,,,0.0002531529096558081,0.06379453323326365,21.6139829229541,0.05035338427159708,0.17089852859108637,0,54,23168.809523809523,,,,
Least Max Drawdown [%],85,86,XOM,EMA,0,false,false,None,0,52,0.9695854099692164,38.46153846153847,2.342146037337734,8.690729323369542,0.6414020692913042,-0.6877626256017038,199 days 23:04:36.923076925,0.0022443967156172604,0.06826706676669168,0.13653413353338337,0.5932905989697138,0,15996,15997 days 00:00:00,1000.0,22607.939414797405,2160.7939414797406,6920.356493657253,100.0,869.1155574038056,40.05673588840909,2702 days 00:00:00,52,0.0,119.25017734597303,-10.72583895770675,31.261389595549062,-5.415933346742661,414 days 15:36:00,65 days 18:45:00,415.53729643841183,0.4488049188753115,0.18409345736274624,1.083594227000194,-0.37126232140285653,24.01552469433966,1.0181336959849294,1.064294631710362,-0.016808606965876712,,,0.00025333149360706704,0.06383953638898089,21.607939414797624,0.050348961784120405,0.17118995515842056,0,52,23168.809523809523,,,,
Most Profit Factor,85,86,XOM,EMA,0,false,false,None,0,52,0.9695854099692164,38.46153846153847,2.342146037337734,8.690729323369542,0.6414020692913042,-0.6877626256017038,199 days 23:04:36.923076925,0.0022443967156172604,0.06826706676669168,0.13653413353338337,0.5932905989697138,0,15996,15997 days 00:00:00,1000.0,22607.939414797405,2160.7939414797406,6920.356493657253,100.0,869.1155574038056,40.05673588840909,2702 days 00:00:00,52,0.0,119.25017734597303,-10.72583895770675,31.261389595549062,-5.415933346742661,414 days 15:36:00,65 days 18:45:00,415.53729643841183,0.4488049188753115,0.18409345736274624,1.083594227000194,-0.37126232140285653,24.01552469433966,1.0181336959849294,1.064294631710362,-0.016808606965876712,,,0.00025333149360706704,0.06383953638898089,21.607939414797624,0.050348961784120405,0.17118995515842056,0,52,23168.809523809523,,,,
Most Expectancy,85,86,XOM,EMA,0,false,false,None,0,52,0.9695854099692164,38.46153846153847,2.342146037337734,8.690729323369542,0.6414020692913042,-0.6877626256017038,199 days 23:04:36.923076925,0.0022443967156172604,0.06826706676669168,0.13653413353338337,0.5932905989697138,0,15996,15997 days 00:00:00,1000.0,22607.939414797405,2160.7939414797406,6920.356493657253,100.0,869.1155574038056,40.05673588840909,2702 days 00:00:00,52,0.0,119.25017734597303,-10.72583895770675,31.261389595549062,-5.415933346742661,414 days 15:36:00,65 days 18:45:00,415.53729643841183,0.4488049188753115,0.18409345736274624,1.083594227000194,-0.37126232140285653,24.01552469433966,1.0181336959849294,1.064294631710362,-0.016808606965876712,,,0.00025333149360706704,0.06383953638898089,21.607939414797624,0.050348961784120405,0.17118995515842056,0,52,23168.809523809523,,,,
Most Calmar Ratio,85,86,XOM,EMA,0,false,false,None,0,52,0.9695854099692164,38.46153846153847,2.342146037337734,8.690729323369542,0.6414020692913042,-0.6877626256017038,199 days 23:04:36.923076925,0.0022443967156172604,0.06826706676669168,0.13653413353338337,0.5932905989697138,0,15996,15997 days 00:00:00,1000.0,22607.939414797405,2160.7939414797406,6920.356493657253,100.0,869.1155574038056,40.05673588840909,2702 days 00:00:00,52,0.0,119.25017734597303,-10.72583895770675,31.261389595549062,-5.415933346742661,414 days 15:36:00,65 days 18:45:00,415.53729643841183,0.4488049188753115,0.18409345736274624,1.083594227000194,-0.37126232140285653,24.01552469433966,1.0181336959849294,1.064294631710362,-0.016808606965876712,,,0.00025333149360706704,0.06383953638898089,21.607939414797624,0.050348961784120405,0.17118995515842056,0,52,23168.809523809523,,,,
Most Best Trade [%],83,86,XOM,EMA,0,false,false,None,0,54,0.9708714689909893,38.88888888888889,2.1963835749995972,8.353471164894737,0.6330320310589471,-0.7050270092492646,192 days 02:40:00.000000004,0.0023307196662179243,0.0708927231807952,0.1417854463615904,0.5922003188916374,0,15996,15997 days 00:00:00,1000.0,21413.182519953527,2041.3182519953527,6920.356493657253,100.0,919.9594968281298,44.05916327615089,2707 days 00:00:00,54,0.0,120.83589605348546,-10.468865105871899,30.216655778348887,-5.559464498212454,396 days 09:08:34.285714288,62 days 02:54:32.727272728,378.02189851765803,0.4434621706318832,0.16435281932615045,1.0826260508060297,-0.38702473277145916,24.228616549074346,1.017282365983716,1.0642335766423356,-0.016806722689075505,,,0.0002496187021389408,0.06290391293901308,20.413182519953494,0.049450985229873456,0.1707132557280643,0,54,23168.809523809523,,,,
Most Avg Winning Trade [%],87,89,XOM,EMA,0,false,false,None,0,52,0.9097979230935667,34.61538461538461,2.1802132566588734,8.397596549212077,0.617850404551455,-0.7302116618848717,200 days 22:36:55.384615383,0.0022443967156172604,0.06826706676669168,0.13653413353338337,0.5732792843048006,0,15996,15997 days 00:00:00,1000.0,19670.314775880262,1867.031477588026,6920.356493657253,100.0,799.1403753058182,42.48005009058837,2707 days 00:00:00,52,0.0,114.20428886382523,-10.54396867327167,34.6576717015182,-5.504796178479399,444 days 13:20:00,71 days 23:17:38.823529412,359.04451492077425,0.4328942508889781,0.16557693547288446,1.0802713298853117,-0.3754186704613906,23.801685960747005,1.0153163112173662,1.0639751552795031,-0.016879197883046388,,,0.0002448881902649072,0.06171182394675662,18.670314775880346,0.04804842494404116,0.1715665926817563,0,52,23168.809523809523,,,,
