Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],14,21,VTRS,SMA,0,false,false,None,1,305,0.8989027506518714,44.73684210526316,1.1308723867464425,1.4473860318290641,0.5523562228784363,0.6383105982273396,19 days 20:31:34.736842104,0.018361029788019363,0.5603184323331292,1.1187997550520514,0.8109970723353298,0,11431,11432 days 00:00:00,1000.0,9966.604056025559,896.660405602556,547.3079442767123,100.0,4555.286261121024,80.78394952134815,2405 days 00:00:00,304,267.4569840988752,77.7706974680453,-35.87856240567484,10.37861100251366,-5.782653230153704,28 days 09:00:00,12 days 23:00:00,28.615615368179903,0.39811642635424516,0.09429054318339969,1.0938940497813465,-3.2178945474254133,101.4781007456295,1.192256142069386,0.9174991943280697,-0.025629189504608105,,,0.0004195246357626558,0.10572020821218926,8.9666040560255,0.051989396717089686,0.3195906570439588,0,305,16556.805555555555,,,,
Most Calmar Ratio,14,21,VTRS,SMA,0,false,false,None,1,305,0.8989027506518714,44.73684210526316,1.1308723867464425,1.4473860318290641,0.5523562228784363,0.6383105982273396,19 days 20:31:34.736842104,0.018361029788019363,0.5603184323331292,1.1187997550520514,0.8109970723353298,0,11431,11432 days 00:00:00,1000.0,9966.604056025559,896.660405602556,547.3079442767123,100.0,4555.286261121024,80.78394952134815,2405 days 00:00:00,304,267.4569840988752,77.7706974680453,-35.87856240567484,10.37861100251366,-5.782653230153704,28 days 09:00:00,12 days 23:00:00,28.615615368179903,0.39811642635424516,0.09429054318339969,1.0938940497813465,-3.2178945474254133,101.4781007456295,1.192256142069386,0.9174991943280697,-0.025629189504608105,,,0.0004195246357626558,0.10572020821218926,8.9666040560255,0.051989396717089686,0.3195906570439588,0,305,16556.805555555555,,,,
Most Sortino Ratio,14,21,VTRS,SMA,0,false,false,None,1,305,0.8989027506518714,44.73684210526316,1.1308723867464425,1.4473860318290641,0.5523562228784363,0.6383105982273396,19 days 20:31:34.736842104,0.018361029788019363,0.5603184323331292,1.1187997550520514,0.8109970723353298,0,11431,11432 days 00:00:00,1000.0,9966.604056025559,896.660405602556,547.3079442767123,100.0,4555.286261121024,80.78394952134815,2405 days 00:00:00,304,267.4569840988752,77.7706974680453,-35.87856240567484,10.37861100251366,-5.782653230153704,28 days 09:00:00,12 days 23:00:00,28.615615368179903,0.39811642635424516,0.09429054318339969,1.0938940497813465,-3.2178945474254133,101.4781007456295,1.192256142069386,0.9174991943280697,-0.025629189504608105,,,0.0004195246357626558,0.10572020821218926,8.9666040560255,0.051989396717089686,0.3195906570439588,0,305,16556.805555555555,,,,
Most Total Fees Paid,19,21,VTRS,SMA,0,false,false,None,1,496,0.8646434211431845,45.656565656565654,1.041334821729229,0.9457014296518915,0.5514197722246572,0.5928478842241951,12 days 06:55:59.999999999,0.02989707152983416,0.9112063686466625,1.820575627679118,0.8617291655370573,0,11431,11432 days 00:00:00,1000.0,9717.783010602549,871.7783010602549,547.3079442767123,100.0,16783.915166764895,89.79594756076386,2513 days 00:00:00,495,593.6992745253192,99.70008038583268,-44.12155784148831,7.4913852415181355,-4.553646308198559,16 days 15:55:45.132743363,8 days 14:43:16.282527881,16.41229037591347,0.4007047561661428,0.08386043686937161,1.0964289887649055,-3.9297943610814503,118.24068603449375,1.2805122294303184,0.8562424969987995,-0.025974009688054987,,,0.00043601333346983287,0.10987536003439788,8.717783010602489,0.05140327607431505,0.33000610608134445,0,496,16556.805555555555,,,,
Most Sharpe Ratio,19,21,VTRS,SMA,0,false,false,None,1,496,0.8646434211431845,45.656565656565654,1.041334821729229,0.9457014296518915,0.5514197722246572,0.5928478842241951,12 days 06:55:59.999999999,0.02989707152983416,0.9112063686466625,1.820575627679118,0.8617291655370573,0,11431,11432 days 00:00:00,1000.0,9717.783010602549,871.7783010602549,547.3079442767123,100.0,16783.915166764895,89.79594756076386,2513 days 00:00:00,495,593.6992745253192,99.70008038583268,-44.12155784148831,7.4913852415181355,-4.553646308198559,16 days 15:55:45.132743363,8 days 14:43:16.282527881,16.41229037591347,0.4007047561661428,0.08386043686937161,1.0964289887649055,-3.9297943610814503,118.24068603449375,1.2805122294303184,0.8562424969987995,-0.025974009688054987,,,0.00043601333346983287,0.10987536003439788,8.717783010602489,0.05140327607431505,0.33000610608134445,0,496,16556.805555555555,,,,
Most Omega Ratio,19,21,VTRS,SMA,0,false,false,None,1,496,0.8646434211431845,45.656565656565654,1.041334821729229,0.9457014296518915,0.5514197722246572,0.5928478842241951,12 days 06:55:59.999999999,0.02989707152983416,0.9112063686466625,1.820575627679118,0.8617291655370573,0,11431,11432 days 00:00:00,1000.0,9717.783010602549,871.7783010602549,547.3079442767123,100.0,16783.915166764895,89.79594756076386,2513 days 00:00:00,495,593.6992745253192,99.70008038583268,-44.12155784148831,7.4913852415181355,-4.553646308198559,16 days 15:55:45.132743363,8 days 14:43:16.282527881,16.41229037591347,0.4007047561661428,0.08386043686937161,1.0964289887649055,-3.9297943610814503,118.24068603449375,1.2805122294303184,0.8562424969987995,-0.025974009688054987,,,0.00043601333346983287,0.10987536003439788,8.717783010602489,0.05140327607431505,0.33000610608134445,0,496,16556.805555555555,,,,
Most Expectancy,16,25,VTRS,SMA,0,false,false,None,1,256,0.8602182397475512,41.568627450980394,1.0639654987672742,1.7720161106575336,0.5474409251680136,0.5490702201601912,23 days 20:59:17.647058823,0.015401521697187294,0.4703000612369871,0.9387630128597673,0.8333792853551657,0,11431,11432 days 00:00:00,1000.0,9478.184377361486,847.8184377361484,547.3079442767123,100.0,7795.380817451123,89.7671544243346,2405 days 00:00:00,255,355.8227967653547,128.4213435490128,-29.105064509606336,12.246344597102974,-5.679519591109022,35 days 08:36:13.584905660,15 days 16:54:45.906040268,31.852398355279092,0.39897796236352584,0.08293291883367905,1.0962499639564858,-3.9434678549275324,116.60881100464127,1.1916094837955706,0.919974185221039,-0.025968853543976975,,,0.00043666518569439425,0.11003962679498736,8.478184377361503,0.05082484043665825,0.33192989047089816,0,256,16556.805555555555,,,,
Mean Best Trade [%],17,23,VTRS,SMA,0,false,false,None,1,305,0.8587685401269949,43.75,1.0583659468588635,1.417371210996727,0.5277953189362381,0.26796279962547315,19 days 23:45:47.368421051,0.018361029788019363,0.5603184323331292,1.1187997550520514,0.7941792149797948,0,11431,11432 days 00:00:00,1000.0,7939.661132823626,693.9661132823626,547.3079442767123,100.0,7584.883280683583,90.34347840650932,2693 days 00:00:00,304,298.0647260247679,99.7000803858327,-37.9399960620883,10.49581920076181,-5.643643892153893,28 days 14:04:30.676691729,13 days 07:17:53.684210526,21.84735660131213,0.3845204038761877,0.07569724134466188,1.0922626910764106,-3.9294430597604326,117.49252541324236,1.2057445291103308,0.9058823529411765,-0.02597403287911305,,,0.0004189995338625753,0.10558788253336898,6.939661132823671,0.04673002758092748,0.33047670557516007,0,305,16556.805555555555,,,,
Least Max Drawdown [%],13,34,VTRS,SMA,0,false,false,None,1,191,0.8202457834202819,37.89473684210527,1.1603328543863518,2.0169650900655824,0.5001221433286702,-0.05549809817996682,31 days 21:20:50.526315789,0.011475643617512101,0.3508879363135334,0.6999387630128597,0.7077287180695522,0,11431,11432 days 00:00:00,1000.0,6169.333942505676,516.9333942505675,547.3079442767123,100.0,1601.0875279994852,69.84933893551991,2405 days 00:00:00,190,489.1918712308461,115.93385460206483,-31.12988862872924,15.840510977457454,-6.417740875122679,52 days 18:40:00,19 days 03:27:27.457627118,24.63232669092011,0.3639722415673282,0.08563642051775161,1.087126048319159,-3.9083584081621487,118.55413838586976,1.159346372794496,0.9377059986816084,-0.02598718793844251,,,0.0003953388101804315,0.09962538016546874,5.1693339425056655,0.040925213407349226,0.32941842782451175,0,191,16556.805555555555,,,,
Mean Avg Winning Trade [%],13,34,VTRS,SMA,0,false,false,None,1,191,0.8202457834202819,37.89473684210527,1.1603328543863518,2.0169650900655824,0.5001221433286702,-0.05549809817996682,31 days 21:20:50.526315789,0.011475643617512101,0.3508879363135334,0.6999387630128597,0.7077287180695522,0,11431,11432 days 00:00:00,1000.0,6169.333942505676,516.9333942505675,547.3079442767123,100.0,1601.0875279994852,69.84933893551991,2405 days 00:00:00,190,489.1918712308461,115.93385460206483,-31.12988862872924,15.840510977457454,-6.417740875122679,52 days 18:40:00,19 days 03:27:27.457627118,24.63232669092011,0.3639722415673282,0.08563642051775161,1.087126048319159,-3.9083584081621487,118.55413838586976,1.159346372794496,0.9377059986816084,-0.02598718793844251,,,0.0003953388101804315,0.09962538016546874,5.1693339425056655,0.040925213407349226,0.32941842782451175,0,191,16556.805555555555,,,,
