Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Total Trades,BTC-USD,SMA,31,36,0,false,false,None,0,85,1.6847083918368253,57.647058823529406,2.7810106833986596,11.91881631873048,2.117136353924992,0.5204532980632196,26 days 22:18:21.176470587,0.02133534136546185,0.6400602409638554,1.2801204819277108,7.628760444970562,0,3984,3985 days 00:00:00,1000.0,393313.5406912278,39231.35406912278,25802.40650541281,100.0,16617.366065647002,72.60113380666972,1065 days 00:00:00,85,0.0,332.46540965035865,-21.017586088060096,26.197726126379866,-7.5163664750145145,32 days 17:37:57.551020408,19 days 00:40:00,4615.453419896796,1.3524968877897057,1.0033827382694596,1.3260206433819246,0.6199664221083261,11.089380149340224,1.2156974396110543,1.090748898678414,-0.03495575359295429,,,0.0018326887638281007,0.4618375684846814,392.3135406912275,0.45909599397402356,0.4109596145672538,0,85,3984,,,,
Least Max Drawdown Duration,BTC-USD,SMA,35,37,0,false,false,None,1,120,1.5636508045876136,53.78151260504202,2.414316324222871,7.797589839231803,1.9409303376232092,-0.12534958328472617,19 days 04:02:01.008403361,0.029869477911646587,0.9036144578313252,1.7996987951807228,7.046014914968496,0,3984,3985 days 00:00:00,1000.0,226680.8560221621,22568.085602216208,25802.40650541281,100.0,14585.592862644256,58.78881492716823,1024 days 00:00:00,119,-1815.2338106898242,332.46906633315695,-20.535386349280387,19.207220520853436,-5.47907131756428,24 days 21:00:00,12 days 12:39:16.363636363,1911.7318473348907,1.244580580869604,1.0944088092291613,1.294947887271916,0.6200346755148164,10.988446209978893,1.2426901032819284,1.0420521446593776,-0.035883518980083275,,,0.001699324890473272,0.4282298723992646,225.6808560221631,0.4091255727593637,0.4140951089318813,0,120,3984,,,,
Least Worst Trade [%],BTC-USD,SMA,59,60,0,false,false,None,1,117,1.5513733326821992,55.172413793103445,2.203372028826198,7.838059147327229,1.7293142762872027,-0.2568472565045005,20 days 12:49:39.310344827,0.029116465863453816,0.8810240963855421,1.7545180722891565,6.905518977690405,0,3984,3985 days 00:00:00,1000.0,192751.29183283652,19175.129183283654,25802.40650541281,100.0,11889.578495553735,63.71184747530244,827 days 00:00:00,116,1470.1770253785944,305.1420333835698,-46.57200503360256,19.477047121975723,-6.486849129163224,27 days 10:52:30,12 days 00:27:41.538461538,1640.3544379953269,1.153947598803427,0.9718192805167394,1.268488321697955,-0.04450059422334979,16.490442723501214,1.1980710825597516,1.0587755102040814,-0.039572831179640965,,,0.0017387367842553092,0.43816166963233794,191.75129183283568,0.39475103491728736,0.45697712060474704,0,117,3984,,,,
Most Total Fees Paid,BTC-USD,SMA,27,29,0,false,false,None,0,143,1.5112623832516638,52.44755244755245,1.9565710655990436,7.105709742242881,2.3054888383527334,1.5630139186695642,15 days 21:49:05.454545453,0.03589357429718876,1.0768072289156625,2.153614457831325,7.6514796170235835,0,3984,3985 days 00:00:00,1000.0,662319.2700854315,66131.92700854315,25802.40650541281,100.0,53100.91628992354,64.84165645822193,752 days 00:00:00,143,0.0,217.46231727195834,-24.03378449670691,18.087364483892664,-5.006409458106142,22 days 02:33:36,9 days 01:45:52.941176470,4624.610280317704,1.450297485004191,1.2537821712298547,1.3487916461299994,0.7148515387570924,9.89731091263991,1.2887726003879718,1.0465707027942421,-0.03556241936866801,,,0.0019617855034963173,0.49436994688107194,661.3192700854295,0.5079822565394811,0.4102429531334577,0,143,3984,,,,
Median Total Trades,BTC-USD,SMA,27,35,0,false,false,None,0,75,1.488354345076601,52.0,2.482185665141458,12.41167290261378,1.9268949810521718,-0.17009930052979194,30 days 01:55:12,0.01882530120481928,0.5647590361445782,1.1295180722891565,7.009604425421938,0,3984,3985 days 00:00:00,1000.0,215134.3520685674,21413.43520685674,25802.40650541281,100.0,8621.652740625086,69.53313584796376,847 days 00:00:00,75,0.0,252.95257535481048,-28.739436039081482,30.646828144449103,-7.343078609374485,41 days 12:55:23.076923077,17 days 16:00:00,2855.124694247564,1.2448863723823045,0.9140093159629675,1.2959127029395865,0.543620192743874,10.588082996339109,1.1913003101157988,1.0878136200716844,-0.03574385810545283,,,0.0016780352414488013,0.42286488084509793,214.13435206856855,0.404474609017228,0.4088067587252181,0,75,3984,,,,
Median Max Drawdown [%],BTC-USD,SMA,10,38,0,false,false,None,1,53,1.4763216213848809,50.0,3.4856353877723714,20.25548099679067,2.2004193525897664,1.0037147357190481,42 days 21:41:32.307692307,0.013052208835341365,0.39909638554216864,0.7906626506024096,8.08388925323724,0,3984,3985 days 00:00:00,1000.0,518006.6213190868,51700.66213190868,25802.40650541281,100.0,12315.55738657216,60.82201898570564,755 days 00:00:00,52,-8013.472152868577,246.56327527801625,-22.820015538546272,48.27511016247447,-7.764148168893128,68 days 20:18:27.692307692,16 days 23:04:36.923076923,10096.540259076068,1.4166379788153676,1.270294924109765,1.344566090200593,0.49438051016582235,11.008744560304462,1.1634612698878606,1.1556603773584906,-0.03510305506402922,,,0.0018936627331784719,0.47720300876097493,517.006621319088,0.48472766247665744,0.4054062636558341,0,53,3984,,,,
Most Total Return [%],BTC-USD,SMA,8,44,0,false,false,None,1,49,1.4730019579197946,50.0,3.214983979301585,25.12689291884101,2.3878278554481525,2.8273422262568824,45 days 16:00:00,0.012048192771084338,0.3689759036144578,0.7304216867469879,9.271218019753082,0,3984,3985 days 00:00:00,1000.0,988546.3995721174,98754.63995721174,25802.40650541281,100.0,18485.779807259263,53.60574920633759,755 days 00:00:00,48,93613.9547888065,357.662545496104,-19.792472298596227,58.01553546793732,-7.761749630255306,74 days 13:00:00,16 days 19:00:00,18623.592599652315,1.523104477374446,1.6429423240965273,1.3754764968723427,0.5404191203775826,10.816947333129962,1.179778621301073,1.1658767772511847,-0.035149129658561006,,,0.002065088320988705,0.5204022568891536,987.546399572112,0.5466606846552058,0.4112023977463502,0,49,3984,,,,
Most Sharpe Ratio,BTC-USD,SMA,8,44,0,false,false,None,1,49,1.4730019579197946,50.0,3.214983979301585,25.12689291884101,2.3878278554481525,2.8273422262568824,45 days 16:00:00,0.012048192771084338,0.3689759036144578,0.7304216867469879,9.271218019753082,0,3984,3985 days 00:00:00,1000.0,988546.3995721174,98754.63995721174,25802.40650541281,100.0,18485.779807259263,53.60574920633759,755 days 00:00:00,48,93613.9547888065,357.662545496104,-19.792472298596227,58.01553546793732,-7.761749630255306,74 days 13:00:00,16 days 19:00:00,18623.592599652315,1.523104477374446,1.6429423240965273,1.3754764968723427,0.5404191203775826,10.816947333129962,1.179778621301073,1.1658767772511847,-0.035149129658561006,,,0.002065088320988705,0.5204022568891536,987.546399572112,0.5466606846552058,0.4112023977463502,0,49,3984,,,,
Most Calmar Ratio,BTC-USD,SMA,8,44,0,false,false,None,1,49,1.4730019579197946,50.0,3.214983979301585,25.12689291884101,2.3878278554481525,2.8273422262568824,45 days 16:00:00,0.012048192771084338,0.3689759036144578,0.7304216867469879,9.271218019753082,0,3984,3985 days 00:00:00,1000.0,988546.3995721174,98754.63995721174,25802.40650541281,100.0,18485.779807259263,53.60574920633759,755 days 00:00:00,48,93613.9547888065,357.662545496104,-19.792472298596227,58.01553546793732,-7.761749630255306,74 days 13:00:00,16 days 19:00:00,18623.592599652315,1.523104477374446,1.6429423240965273,1.3754764968723427,0.5404191203775826,10.816947333129962,1.179778621301073,1.1658767772511847,-0.035149129658561006,,,0.002065088320988705,0.5204022568891536,987.546399572112,0.5466606846552058,0.4112023977463502,0,49,3984,,,,
Most Sortino Ratio,BTC-USD,SMA,8,44,0,false,false,None,1,49,1.4730019579197946,50.0,3.214983979301585,25.12689291884101,2.3878278554481525,2.8273422262568824,45 days 16:00:00,0.012048192771084338,0.3689759036144578,0.7304216867469879,9.271218019753082,0,3984,3985 days 00:00:00,1000.0,988546.3995721174,98754.63995721174,25802.40650541281,100.0,18485.779807259263,53.60574920633759,755 days 00:00:00,48,93613.9547888065,357.662545496104,-19.792472298596227,58.01553546793732,-7.761749630255306,74 days 13:00:00,16 days 19:00:00,18623.592599652315,1.523104477374446,1.6429423240965273,1.3754764968723427,0.5404191203775826,10.816947333129962,1.179778621301073,1.1658767772511847,-0.035149129658561006,,,0.002065088320988705,0.5204022568891536,987.546399572112,0.5466606846552058,0.4112023977463502,0,49,3984,,,,
