Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],33,69,HAL,EMA,0,false,false,None,0,65,1.335262665942331,47.69230769230769,2.385322873328049,9.615281667133555,0.7940903532333222,13.93002756468448,116 days 07:23:04.615384615,0.0033497583286382867,0.1018884824960812,0.2037769649921624,0.9796864578366278,0,13397,13398 days 00:00:00,1000.0,70896.72791539585,6989.672791539586,468.1620821700941,100.0,2439.2925327775915,51.59343351761905,1816 days 00:00:00,65,0.0,128.7553474934995,-19.846288234803723,29.276568241926153,-8.311185504000875,191 days 03:05:48.387096774,48 days 02:07:03.529411764,1075.3342756214747,0.5345275240577799,0.23858595603570704,1.1055395413133615,0.31394756973557,6.505827978527179,1.0926948506145093,1.0117550574084202,-0.025230458532417455,,,0.00044325546785201005,0.11170037789870653,69.89672791539617,0.08344786009094984,0.2514957968671682,0,65,19404.38492063492,,,,
Most Expectancy,33,69,HAL,EMA,0,false,false,None,0,65,1.335262665942331,47.69230769230769,2.385322873328049,9.615281667133555,0.7940903532333222,13.93002756468448,116 days 07:23:04.615384615,0.0033497583286382867,0.1018884824960812,0.2037769649921624,0.9796864578366278,0,13397,13398 days 00:00:00,1000.0,70896.72791539585,6989.672791539586,468.1620821700941,100.0,2439.2925327775915,51.59343351761905,1816 days 00:00:00,65,0.0,128.7553474934995,-19.846288234803723,29.276568241926153,-8.311185504000875,191 days 03:05:48.387096774,48 days 02:07:03.529411764,1075.3342756214747,0.5345275240577799,0.23858595603570704,1.1055395413133615,0.31394756973557,6.505827978527179,1.0926948506145093,1.0117550574084202,-0.025230458532417455,,,0.00044325546785201005,0.11170037789870653,69.89672791539617,0.08344786009094984,0.2514957968671682,0,65,19404.38492063492,,,,
Most Sharpe Ratio,33,69,HAL,EMA,0,false,false,None,0,65,1.335262665942331,47.69230769230769,2.385322873328049,9.615281667133555,0.7940903532333222,13.93002756468448,116 days 07:23:04.615384615,0.0033497583286382867,0.1018884824960812,0.2037769649921624,0.9796864578366278,0,13397,13398 days 00:00:00,1000.0,70896.72791539585,6989.672791539586,468.1620821700941,100.0,2439.2925327775915,51.59343351761905,1816 days 00:00:00,65,0.0,128.7553474934995,-19.846288234803723,29.276568241926153,-8.311185504000875,191 days 03:05:48.387096774,48 days 02:07:03.529411764,1075.3342756214747,0.5345275240577799,0.23858595603570704,1.1055395413133615,0.31394756973557,6.505827978527179,1.0926948506145093,1.0117550574084202,-0.025230458532417455,,,0.00044325546785201005,0.11170037789870653,69.89672791539617,0.08344786009094984,0.2514957968671682,0,65,19404.38492063492,,,,
Most Omega Ratio,33,69,HAL,EMA,0,false,false,None,0,65,1.335262665942331,47.69230769230769,2.385322873328049,9.615281667133555,0.7940903532333222,13.93002756468448,116 days 07:23:04.615384615,0.0033497583286382867,0.1018884824960812,0.2037769649921624,0.9796864578366278,0,13397,13398 days 00:00:00,1000.0,70896.72791539585,6989.672791539586,468.1620821700941,100.0,2439.2925327775915,51.59343351761905,1816 days 00:00:00,65,0.0,128.7553474934995,-19.846288234803723,29.276568241926153,-8.311185504000875,191 days 03:05:48.387096774,48 days 02:07:03.529411764,1075.3342756214747,0.5345275240577799,0.23858595603570704,1.1055395413133615,0.31394756973557,6.505827978527179,1.0926948506145093,1.0117550574084202,-0.025230458532417455,,,0.00044325546785201005,0.11170037789870653,69.89672791539617,0.08344786009094984,0.2514957968671682,0,65,19404.38492063492,,,,
Most Sortino Ratio,33,69,HAL,EMA,0,false,false,None,0,65,1.335262665942331,47.69230769230769,2.385322873328049,9.615281667133555,0.7940903532333222,13.93002756468448,116 days 07:23:04.615384615,0.0033497583286382867,0.1018884824960812,0.2037769649921624,0.9796864578366278,0,13397,13398 days 00:00:00,1000.0,70896.72791539585,6989.672791539586,468.1620821700941,100.0,2439.2925327775915,51.59343351761905,1816 days 00:00:00,65,0.0,128.7553474934995,-19.846288234803723,29.276568241926153,-8.311185504000875,191 days 03:05:48.387096774,48 days 02:07:03.529411764,1075.3342756214747,0.5345275240577799,0.23858595603570704,1.1055395413133615,0.31394756973557,6.505827978527179,1.0926948506145093,1.0117550574084202,-0.025230458532417455,,,0.00044325546785201005,0.11170037789870653,69.89672791539617,0.08344786009094984,0.2514957968671682,0,65,19404.38492063492,,,,
Least Max Drawdown [%],28,77,HAL,EMA,0,false,false,None,0,69,1.282115796959291,43.47826086956522,2.3296291961376934,8.951071220922806,0.7875220512374986,13.157340813392917,109 days 13:33:54.782608695,0.003555897302708335,0.10815854295737852,0.21631708591475704,0.9681348211627339,0,13397,13398 days 00:00:00,1000.0,67279.30153189682,6627.930153189682,468.1620821700941,100.0,2521.599753849175,47.24791650414467,1772 days 00:00:00,69,0.0,128.75534749349956,-17.354785585421865,30.24110364612399,-7.425876798462719,193 days 22:24:00,44 days 16:00:00,960.5695874187943,0.5300693064720529,0.2571403317020205,1.104581236563414,0.31506737507770366,6.520250724580199,1.0953191271954277,1.0084560829241678,-0.025201090256357226,,,0.00043906236204668386,0.11064371523576433,66.2793015318974,0.08238113886131826,0.2512119269551937,0,69,19404.38492063492,,,,
Mean Avg Losing Trade [%],28,77,HAL,EMA,0,false,false,None,0,69,1.282115796959291,43.47826086956522,2.3296291961376934,8.951071220922806,0.7875220512374986,13.157340813392917,109 days 13:33:54.782608695,0.003555897302708335,0.10815854295737852,0.21631708591475704,0.9681348211627339,0,13397,13398 days 00:00:00,1000.0,67279.30153189682,6627.930153189682,468.1620821700941,100.0,2521.599753849175,47.24791650414467,1772 days 00:00:00,69,0.0,128.75534749349956,-17.354785585421865,30.24110364612399,-7.425876798462719,193 days 22:24:00,44 days 16:00:00,960.5695874187943,0.5300693064720529,0.2571403317020205,1.104581236563414,0.31506737507770366,6.520250724580199,1.0953191271954277,1.0084560829241678,-0.025201090256357226,,,0.00043906236204668386,0.11064371523576433,66.2793015318974,0.08238113886131826,0.2512119269551937,0,69,19404.38492063492,,,,
Most Calmar Ratio,28,77,HAL,EMA,0,false,false,None,0,69,1.282115796959291,43.47826086956522,2.3296291961376934,8.951071220922806,0.7875220512374986,13.157340813392917,109 days 13:33:54.782608695,0.003555897302708335,0.10815854295737852,0.21631708591475704,0.9681348211627339,0,13397,13398 days 00:00:00,1000.0,67279.30153189682,6627.930153189682,468.1620821700941,100.0,2521.599753849175,47.24791650414467,1772 days 00:00:00,69,0.0,128.75534749349956,-17.354785585421865,30.24110364612399,-7.425876798462719,193 days 22:24:00,44 days 16:00:00,960.5695874187943,0.5300693064720529,0.2571403317020205,1.104581236563414,0.31506737507770366,6.520250724580199,1.0953191271954277,1.0084560829241678,-0.025201090256357226,,,0.00043906236204668386,0.11064371523576433,66.2793015318974,0.08238113886131826,0.2512119269551937,0,69,19404.38492063492,,,,
Most Profit Factor,31,72,HAL,EMA,0,false,false,None,0,65,1.3485213412837194,47.69230769230769,2.562539768522452,9.475803844147094,0.7836597114062208,12.819924720556335,116 days 08:07:23.076923076,0.0033497583286382867,0.1018884824960812,0.2037769649921624,0.9654752741106802,0,13397,13398 days 00:00:00,1000.0,65699.64732609609,6469.96473260961,468.1620821700941,100.0,2177.371197740932,52.600375756308324,1836 days 00:00:00,65,0.0,128.75534749349958,-19.846288234803726,29.04944525302242,-8.37075155806276,191 days 02:19:21.290322580,48 days 04:14:07.058823529,995.3791896322473,0.5276853772358967,0.22959489996158028,1.1041006601704844,0.3135411904428348,6.505974061809345,1.0924628424011247,1.010652827096422,-0.02523045853241729,,,0.0004375607272645647,0.1102653032706703,64.69964732609628,0.08189755332241244,0.2514837794506946,0,65,19404.38492063492,,,,
Most Total Trades,20,65,HAL,EMA,0,false,false,None,0,99,1.1562171365884473,41.41414141414141,1.8769797719778232,5.3096967602749725,0.7375517694562507,8.890720760815004,75 days 06:32:43.636363636,0.005101939608233698,0.1551839964171083,0.3103679928342166,0.8239799630224429,0,13397,13398 days 00:00:00,1000.0,47304.6042554613,4630.46042554613,468.1620821700941,100.0,2905.389858152741,55.50071425621661,1836 days 00:00:00,99,0.0,81.7538731744171,-15.072752808988751,21.384572434355384,-6.053577423126698,136 days 16:58:32.195121952,31 days 20:16:33.103448276,467.72327530768985,0.4974453552530568,0.19960623264378438,1.0989633509202432,0.289415590825857,7.388253902507362,1.103195947044839,0.996163332419841,-0.025026654009778236,,,0.00041401626460426993,0.10433209868027603,46.30460425546116,0.07523374439366037,0.25241707229209936,0,99,19404.38492063492,,,,
