Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],14,31,SOL-USD,SMA,0,false,false,None,1,30,0.9055752565527778,58.620689655172406,7.877612811618792,88.75362689294992,3.495456982762164,14.018043696005119,33 days 04:08:16.551724137,0.015018125323666495,0.4660797514241326,0.9166235111341275,41.36626836025631,0,1931,1932 days 00:00:00,1000.0,2863891.5880197384,286289.1588019738,19063.012772970444,100.0,35250.66309246302,69.96262955264362,733 days 00:00:00,29,475952.720317014,1350.1141564611235,-47.81083377148167,159.43264988070476,-11.374989006369395,49 days 18:21:10.588235294,9 days 16:00:00,82308.2368173353,2.01491450176702,5.001004215937492,1.5587112781237744,0.9893120343489241,15.087973812277497,1.5280882667657425,1.0200400801603207,-0.05734716827934791,,,0.005435275234266121,1.3696893590350625,2862.8915880197487,1.8242775846684918,0.8181098489884885,0,30,1931,,,,
Most Expectancy,14,31,SOL-USD,SMA,0,false,false,None,1,30,0.9055752565527778,58.620689655172406,7.877612811618792,88.75362689294992,3.495456982762164,14.018043696005119,33 days 04:08:16.551724137,0.015018125323666495,0.4660797514241326,0.9166235111341275,41.36626836025631,0,1931,1932 days 00:00:00,1000.0,2863891.5880197384,286289.1588019738,19063.012772970444,100.0,35250.66309246302,69.96262955264362,733 days 00:00:00,29,475952.720317014,1350.1141564611235,-47.81083377148167,159.43264988070476,-11.374989006369395,49 days 18:21:10.588235294,9 days 16:00:00,82308.2368173353,2.01491450176702,5.001004215937492,1.5587112781237744,0.9893120343489241,15.087973812277497,1.5280882667657425,1.0200400801603207,-0.05734716827934791,,,0.005435275234266121,1.3696893590350625,2862.8915880197487,1.8242775846684918,0.8181098489884885,0,30,1931,,,,
Most Omega Ratio,14,31,SOL-USD,SMA,0,false,false,None,1,30,0.9055752565527778,58.620689655172406,7.877612811618792,88.75362689294992,3.495456982762164,14.018043696005119,33 days 04:08:16.551724137,0.015018125323666495,0.4660797514241326,0.9166235111341275,41.36626836025631,0,1931,1932 days 00:00:00,1000.0,2863891.5880197384,286289.1588019738,19063.012772970444,100.0,35250.66309246302,69.96262955264362,733 days 00:00:00,29,475952.720317014,1350.1141564611235,-47.81083377148167,159.43264988070476,-11.374989006369395,49 days 18:21:10.588235294,9 days 16:00:00,82308.2368173353,2.01491450176702,5.001004215937492,1.5587112781237744,0.9893120343489241,15.087973812277497,1.5280882667657425,1.0200400801603207,-0.05734716827934791,,,0.005435275234266121,1.3696893590350625,2862.8915880197487,1.8242775846684918,0.8181098489884885,0,30,1931,,,,
Most Sharpe Ratio,26,32,SOL-USD,SMA,0,false,false,None,1,38,1.2149887097984484,59.45945945945946,3.516498459355856,45.85848296662028,3.601807917703708,12.528888013263469,25 days 23:21:04.864864864,0.019161056447436563,0.5903676851372347,1.1651993785603316,27.073366432908923,0,1931,1932 days 00:00:00,1000.0,2580013.6500092824,257901.36500092823,19063.012772970444,100.0,52537.856269125565,57.894682636047726,240 days 00:00:00,37,280482.2717833044,475.08343888985695,-28.921170908367756,83.11241385320739,-8.780615667040811,32 days 21:49:05.454545454,15 days 19:12:00,62122.4696817832,2.028517571810686,5.891700423866784,1.5570380986015144,1.268093203861096,14.081113635523703,1.553954854841905,1.0019841269841268,-0.05577577689667439,,,0.005272582441883104,1.3286907753545423,2579.0136500092826,1.7860837959739961,0.7882996025716401,0,38,1931,,,,
Most Calmar Ratio,26,32,SOL-USD,SMA,0,false,false,None,1,38,1.2149887097984484,59.45945945945946,3.516498459355856,45.85848296662028,3.601807917703708,12.528888013263469,25 days 23:21:04.864864864,0.019161056447436563,0.5903676851372347,1.1651993785603316,27.073366432908923,0,1931,1932 days 00:00:00,1000.0,2580013.6500092824,257901.36500092823,19063.012772970444,100.0,52537.856269125565,57.894682636047726,240 days 00:00:00,37,280482.2717833044,475.08343888985695,-28.921170908367756,83.11241385320739,-8.780615667040811,32 days 21:49:05.454545454,15 days 19:12:00,62122.4696817832,2.028517571810686,5.891700423866784,1.5570380986015144,1.268093203861096,14.081113635523703,1.553954854841905,1.0019841269841268,-0.05577577689667439,,,0.005272582441883104,1.3286907753545423,2579.0136500092826,1.7860837959739961,0.7882996025716401,0,38,1931,,,,
Most Sortino Ratio,26,32,SOL-USD,SMA,0,false,false,None,1,38,1.2149887097984484,59.45945945945946,3.516498459355856,45.85848296662028,3.601807917703708,12.528888013263469,25 days 23:21:04.864864864,0.019161056447436563,0.5903676851372347,1.1651993785603316,27.073366432908923,0,1931,1932 days 00:00:00,1000.0,2580013.6500092824,257901.36500092823,19063.012772970444,100.0,52537.856269125565,57.894682636047726,240 days 00:00:00,37,280482.2717833044,475.08343888985695,-28.921170908367756,83.11241385320739,-8.780615667040811,32 days 21:49:05.454545454,15 days 19:12:00,62122.4696817832,2.028517571810686,5.891700423866784,1.5570380986015144,1.268093203861096,14.081113635523703,1.553954854841905,1.0019841269841268,-0.05577577689667439,,,0.005272582441883104,1.3286907753545423,2579.0136500092826,1.7860837959739961,0.7882996025716401,0,38,1931,,,,
Median Avg Winning Trade [%],14,32,SOL-USD,SMA,0,false,false,None,1,28,0.8303672850251791,55.55555555555556,8.688267392412643,93.88350117508416,3.4593628401822643,12.362279027682385,35 days 08:00:00,0.013982392542723977,0.4350077679958571,0.8544795442775764,40.84005229780979,0,1931,1932 days 00:00:00,1000.0,2548252.957807044,254725.2957807044,19063.012772970444,100.0,30297.124258517284,70.06256125128526,453 days 00:00:00,27,346922.06830995576,1350.1141564611235,-47.81083377148168,177.67027379292264,-10.849964597213953,55 days 14:24:00,10 days 00:00:00,81493.7366480403,1.9933906448473167,4.8537635284261205,1.5538131031726492,0.9977143705766244,15.159770615966394,1.5321463865945422,1.014141414141414,-0.05823727900216433,,,0.005371725250215935,1.3536747630544155,2547.252957807057,1.781586083199175,0.817274744280725,0,28,1931,,,,
Most Profit Factor,14,32,SOL-USD,SMA,0,false,false,None,1,28,0.8303672850251791,55.55555555555556,8.688267392412643,93.88350117508416,3.4593628401822643,12.362279027682385,35 days 08:00:00,0.013982392542723977,0.4350077679958571,0.8544795442775764,40.84005229780979,0,1931,1932 days 00:00:00,1000.0,2548252.957807044,254725.2957807044,19063.012772970444,100.0,30297.124258517284,70.06256125128526,453 days 00:00:00,27,346922.06830995576,1350.1141564611235,-47.81083377148168,177.67027379292264,-10.849964597213953,55 days 14:24:00,10 days 00:00:00,81493.7366480403,1.9933906448473167,4.8537635284261205,1.5538131031726492,0.9977143705766244,15.159770615966394,1.5321463865945422,1.014141414141414,-0.05823727900216433,,,0.005371725250215935,1.3536747630544155,2547.252957807057,1.781586083199175,0.817274744280725,0,28,1931,,,,
Least Avg Losing Trade Duration,14,32,SOL-USD,SMA,0,false,false,None,1,28,0.8303672850251791,55.55555555555556,8.688267392412643,93.88350117508416,3.4593628401822643,12.362279027682385,35 days 08:00:00,0.013982392542723977,0.4350077679958571,0.8544795442775764,40.84005229780979,0,1931,1932 days 00:00:00,1000.0,2548252.957807044,254725.2957807044,19063.012772970444,100.0,30297.124258517284,70.06256125128526,453 days 00:00:00,27,346922.06830995576,1350.1141564611235,-47.81083377148168,177.67027379292264,-10.849964597213953,55 days 14:24:00,10 days 00:00:00,81493.7366480403,1.9933906448473167,4.8537635284261205,1.5538131031726492,0.9977143705766244,15.159770615966394,1.5321463865945422,1.014141414141414,-0.05823727900216433,,,0.005371725250215935,1.3536747630544155,2547.252957807057,1.781586083199175,0.817274744280725,0,28,1931,,,,
Most Avg Losing Trade [%],28,29,SOL-USD,SMA,0,false,false,None,1,80,1.6666509266437675,48.10126582278481,2.4870623372724863,21.378927344499584,3.429353776589424,8.587838922376397,12 days 09:43:17.468354429,0.04091144484722942,1.2428793371310203,2.470222682547903,26.571427046503885,0,1931,1932 days 00:00:00,1000.0,1828730.9584244448,182773.09584244445,19063.012772970444,100.0,82288.38366228696,67.20390817100854,480 days 00:00:00,79,181981.5178164579,528.0489952485999,-28.92117090836776,50.486442870961376,-5.598769972708905,18 days 13:15:47.368421052,6 days 16:58:32.195121951,20832.271400101105,1.9431739667523986,4.662370461760764,1.5214214965535344,1.252402642683156,13.621866074501483,1.6991717308043397,0.8953900709219859,-0.058572112657350524,,,0.005133117817286278,1.2935456899561422,1827.7309584244445,1.6637766165430383,0.8011544542486143,0,80,1931,,,,
