Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],ETH-USD,EMA,14,15,0,false,false,None,1,45,1.0365695680615252,43.18181818181818,1.891707119119959,18.29986078058529,2.2631414643200096,15.417767016736647,31 days 10:54:32.727272727,0.015536723163841809,0.47669491525423724,0.9427966101694915,8.723450583965445,0,2832,2833 days 00:00:00,1000.0,218274.70213353587,21727.470213353587,1323.4120201123642,100.0,5190.526845748486,55.22488311203975,570 days 00:00:00,44,94330.15441329918,284.97749845741225,-24.907029978295395,53.24170524244912,-8.255941010431224,59 days 01:15:47.368421053,10 days 11:31:12,2794.1942663690147,1.4314462652569593,1.8134818616526547,1.3608993605108826,0.47595333942749224,11.483520726945079,1.2887031079638849,1.0560224089635852,-0.04142943115106516,,,0.002422667945815563,0.6105123223455219,217.27470213353578,0.6145748824123549,0.5132932416058741,0,45,2832,,,,
Most Sharpe Ratio,ETH-USD,EMA,14,15,0,false,false,None,1,45,1.0365695680615252,43.18181818181818,1.891707119119959,18.29986078058529,2.2631414643200096,15.417767016736647,31 days 10:54:32.727272727,0.015536723163841809,0.47669491525423724,0.9427966101694915,8.723450583965445,0,2832,2833 days 00:00:00,1000.0,218274.70213353587,21727.470213353587,1323.4120201123642,100.0,5190.526845748486,55.22488311203975,570 days 00:00:00,44,94330.15441329918,284.97749845741225,-24.907029978295395,53.24170524244912,-8.255941010431224,59 days 01:15:47.368421053,10 days 11:31:12,2794.1942663690147,1.4314462652569593,1.8134818616526547,1.3608993605108826,0.47595333942749224,11.483520726945079,1.2887031079638849,1.0560224089635852,-0.04142943115106516,,,0.002422667945815563,0.6105123223455219,217.27470213353578,0.6145748824123549,0.5132932416058741,0,45,2832,,,,
Most Sortino Ratio,ETH-USD,EMA,14,15,0,false,false,None,1,45,1.0365695680615252,43.18181818181818,1.891707119119959,18.29986078058529,2.2631414643200096,15.417767016736647,31 days 10:54:32.727272727,0.015536723163841809,0.47669491525423724,0.9427966101694915,8.723450583965445,0,2832,2833 days 00:00:00,1000.0,218274.70213353587,21727.470213353587,1323.4120201123642,100.0,5190.526845748486,55.22488311203975,570 days 00:00:00,44,94330.15441329918,284.97749845741225,-24.907029978295395,53.24170524244912,-8.255941010431224,59 days 01:15:47.368421053,10 days 11:31:12,2794.1942663690147,1.4314462652569593,1.8134818616526547,1.3608993605108826,0.47595333942749224,11.483520726945079,1.2887031079638849,1.0560224089635852,-0.04142943115106516,,,0.002422667945815563,0.6105123223455219,217.27470213353578,0.6145748824123549,0.5132932416058741,0,45,2832,,,,
Most Calmar Ratio,ETH-USD,EMA,16,17,0,false,false,None,1,41,0.9773429969021584,47.5,1.9544708469090406,19.088281789748955,2.144903341382625,11.440709714274469,35 days 02:59:59.999999998,0.014124293785310734,0.43432203389830504,0.858050847457627,8.290461370547744,0,2832,2833 days 00:00:00,1000.0,165641.84774599492,16464.18477459949,1323.4120201123642,100.0,3795.6116222419914,50.55068082900034,839 days 00:00:00,40,74578.68621815552,276.06599783175017,-20.25656081758516,50.54209186332116,-9.369927324435427,60 days 22:44:12.631578947,11 days 18:17:08.571428571,2251.5790381959846,1.3635115262016597,1.842883270508679,1.3386500064082743,0.47407056091913546,11.186370386762482,1.2615549798612002,1.0611111111111111,-0.04223105438133913,,,0.0023395441893589537,0.5895651357184564,164.64184774599443,0.5754289431399031,0.5203782564617756,0,41,2832,,,,
Mean Sharpe Ratio,ETH-USD,EMA,10,17,0,false,false,None,1,110,0.7131539150859177,29.357798165137616,1.1064489160200348,0.5100435392773166,0.48625409500977046,-0.57621767050328,21 days 05:43:29.174311926,0.024897213339424396,0.7537688442211055,1.5006852444038374,0.3844549291035049,0,4378,4379 days 00:00:00,1000.0,1642.7627079912318,64.2762707991232,151.67284316799407,100.0,291.2139879301991,59.932815403098225,1498 days 00:00:00,109,339.96859077266345,40.295497971699525,-15.254857115255959,8.29598069704807,-2.7256706042118277,47 days 15:45:00,10 days 06:14:01.558441558,2.777927680904309,0.32315725385178035,0.07048266294859536,1.0697278839161575,0.5097449118854276,17.72055481844669,1.1569241904202452,0.9246309246309246,-0.013309645362162809,,,0.00015551265435706935,0.03918918889798148,0.6427627079912295,0.02897723862440138,0.145948127660206,0,110,4378,,,,
Mean Sortino Ratio,ETH-USD,EMA,6,21,0,false,false,None,1,122,0.6989797943112548,27.27272727272727,1.1019256815899106,0.49206817006484704,0.4972164722555631,-0.5531150592525186,18 days 23:00:29.752066115,0.02763819095477387,0.8359981726815897,1.6651439013248057,0.41136809100898586,0,4378,4379 days 00:00:00,1000.0,1677.8030953213108,67.78030953213107,151.67284316799407,100.0,337.1814014410768,65.63759842566613,1498 days 00:00:00,121,354.3937039942093,42.191604800964875,-15.254857115255959,8.651931203449745,-2.5678804674544895,46 days 23:16:21.818181818,8 days 10:54:32.727272727,2.67280488700084,0.3318958696077687,0.06715266157047754,1.0721742868466373,0.4161185149968203,17.940549682348504,1.1750229238701262,0.9124709527498063,-0.013317972776816971,,,0.00016107910844744442,0.04059193532875599,0.6778030953213021,0.030227779980083858,0.14719195447649058,0,122,4378,,,,
Least Win Rate [%],ETH-USD,EMA,7,42,0,false,false,None,1,88,0.6652971418649812,16.091954022988507,1.137913957624855,0.7644316921733245,0.49385148853741057,-0.5596039184029168,26 days 03:35:10.344827586,0.019872087711283692,0.6030150753768844,1.199177706715395,0.46096383447637657,0,4378,4379 days 00:00:00,1000.0,1667.9612581587353,66.79612581587352,151.67284316799407,100.0,204.35127876147473,51.36732757111269,3114 days 00:00:00,87,345.8004469343073,62.04616384440742,-7.568234840913668,18.69089232240519,-2.673519661569773,95 days 20:34:17.142857143,12 days 18:44:23.013698630,3.7029978301658453,0.32992076540791054,0.08481174802051265,1.0721043024209747,0.4435258731167278,17.761546304788826,1.1497394415618032,0.932475884244373,-0.013328094836141769,,,0.00015927778925171846,0.04013800289143305,0.6679612581587382,0.029879043475673495,0.1464172583912211,0,88,4378,,,,
Mean Omega Ratio,ETH-USD,EMA,20,26,0,false,false,None,1,66,0.6141006248242631,21.53846153846154,1.1322110371728848,0.9797357364425316,0.47278517303216544,-0.5866155689023596,34 days 15:30:27.692307691,0.014846962083142987,0.45226130653266333,0.897670169026953,0.44309656422024046,0,4378,4379 days 00:00:00,1000.0,1626.9919198596285,62.69919198596286,151.67284316799407,100.0,149.7725283758701,57.59352235296775,3117 days 00:00:00,65,332.96125934212273,59.0146743423558,-8.966570159539632,17.97466713061841,-3.6855395482332,99 days 17:08:34.285714285,16 days 18:49:24.705882353,4.523548623346251,0.3192937534119846,0.0718909906255908,1.0703722905725916,0.32299916030469855,18.228904621351116,1.1205459916931826,0.9552238805970148,-0.013246777504877056,,,0.00015300168640508416,0.03855642497408121,0.6269919198596425,0.028406177729840554,0.14532907124967015,0,66,4378,,,,
Most Avg Winning Trade Duration,ETH-USD,EMA,22,30,0,false,false,None,1,56,0.5977266442185823,27.27272727272727,1.213074343255484,1.3954407610514887,0.5579297246753551,-0.438620928720459,41 days 05:14:10.909090908,0.01256281407035176,0.38373686614892644,0.7606212882594792,0.5354820645423711,0,4378,4379 days 00:00:00,1000.0,1851.4595983597599,85.14595983597599,151.67284316799407,100.0,138.36509754615793,54.07805314148567,1617 days 00:00:00,55,377.2421944356272,62.732461905677305,-10.39962176618212,16.540103793967756,-4.28380787629211,99 days 22:24:00,19 days 04:48:00,8.622134616802406,0.3767907849109906,0.09742179709673535,1.0837643003855808,0.33426604572328317,18.01915928534235,1.1097672141908892,0.9765690376569036,-0.013354672782896426,,,0.0001842406833716551,0.046428652209657084,0.8514595983597495,0.036083470270281026,0.1482968634622005,0,56,4378,,,,
Median Calmar Ratio,ETH-USD,EMA,20,30,0,false,false,None,1,59,0.5837306454320086,25.862068965517242,1.1390383901163441,1.1111966819973054,0.47489770869180004,-0.5736390250501124,39 days 01:39:18.620689655,0.013248058474189127,0.4042941982640475,0.8017359524897213,0.44925037166177034,0,4378,4379 days 00:00:00,1000.0,1646.6738128652735,64.66738128652734,151.67284316799407,100.0,137.03517376201552,56.497843485536215,3117 days 00:00:00,58,335.5162830640779,59.014674342355825,-8.721931799020737,16.549314278270618,-4.274193177167804,96 days 22:24:00,18 days 21:12:33.488372093,5.364784996572325,0.3229691777538943,0.07513357184952336,1.0711487425663455,0.23130641299782947,17.661438193062263,1.1117785224567922,0.9634551495016612,-0.013354672782896461,,,0.0001569767588967237,0.039558143241974375,0.6466738128652725,0.029118060210585606,0.14740797587033902,0,59,4378,,,,
