Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Least Max Drawdown Duration,MA,SMA,82,84,0,false,false,None,1,85,1.7123985818164473,70.23809523809523,2.9621686818129764,4.967186796685902,1.490562990872659,-0.7517411797089568,42 days 02:51:25.714285713,0.012019589750869473,0.3699481865284974,0.7355440414507772,1.8376017475822457,0,4825,4826 days 00:00:00,1000.0,31323.734565063667,3032.373456506367,12214.564835808853,100.0,2441.3853320784015,40.997212534172405,1003 days 00:00:00,84,43.399667184916325,78.50500316400918,-17.124542245357002,8.69616453432602,-3.833200664144766,51 days 13:01:01.016949152,19 days 21:07:12,360.4801773556993,0.9903561420834943,0.7258670115648873,1.1980327849366765,0.5238455874513829,12.597109353604852,1.058365750423335,1.131964809384164,-0.02346164035632269,,,0.000846732437824,0.213376574331648,30.323734565063628,0.1970444111859726,0.2592993934676232,0,85,6988.591269841269,,,,
Median Profit Factor,MA,SMA,62,66,0,false,false,None,1,73,1.5809124273181356,69.44444444444444,2.1318833285028544,5.280034445639821,1.26664202393405,-0.8646484827731813,48 days 04:59:59.999999999,0.010302505500745263,0.317720207253886,0.6310880829015544,1.6775736383763409,0,4825,4826 days 00:00:00,1000.0,17532.598827920763,1653.259882792076,12214.564835808853,100.0,1440.1770666025764,40.99721253417241,1369 days 00:00:00,72,-570.8649510895557,96.17754823188048,-16.09986364629994,10.209592645304067,-5.923506917233465,59 days 08:09:36,22 days 21:49:05.454545454,237.54810804180985,0.8501646869497922,0.5899560506766326,1.1701101032418906,0.48271021470803016,13.011200945896787,1.0413360812978107,1.123662306777646,-0.023668913229089903,,,0.0007262692088010806,0.1830198406178723,16.53259882792094,0.16131521871174037,0.2590844052457613,0,73,6988.591269841269,,,,
Most Max Drawdown Duration,MA,SMA,87,88,0,false,false,None,1,120,1.5548640634791622,60.50420168067227,2.2757422884357363,3.6135772949860585,1.534038943404855,-0.7226158206117842,29 days 22:23:11.596638655,0.017027752147065086,0.522279792746114,1.0402072538860103,1.887298400697382,0,4825,4826 days 00:00:00,1000.0,34881.270435649945,3388.1270435649944,12214.564835808853,100.0,3810.351394559196,40.99721253417241,998 days 00:00:00,119,969.202570735215,78.59106104775782,-19.145115286767357,8.067950409880225,-3.210143221447559,43 days 00:40:00,9 days 20:56:10.212765957,276.57199886482965,1.0075199906449428,0.7517230519448796,1.2026296563638845,0.6517963868735562,12.867379706925092,1.08895133657329,1.1043924700513408,-0.023704987633818626,,,0.0008721880106618792,0.21979137868679358,33.881270435649924,0.2037873746443668,0.26254463201898587,0,120,6988.591269841269,,,,
Median Total Return [%],MA,SMA,63,66,0,false,false,None,1,82,1.4750882476366207,64.19753086419753,1.9790010377929683,4.51213900310926,1.222936877053035,-0.8815505746090281,42 days 18:57:46.666666666,0.011590318688338421,0.35689119170984457,0.7094300518134715,1.6103426659801339,0,4825,4826 days 00:00:00,1000.0,15468.081862023297,1446.8081862023296,12214.564835808853,100.0,1523.9337267463047,40.9972125341724,1069 days 00:00:00,81,-503.6438626286872,98.42901314118869,-14.135310832082121,9.695182092551786,-4.7815934331325085,54 days 22:36:55.384615385,21 days 00:00:00,184.83612005743177,0.822804166726917,0.5613891619736925,1.1637982522694532,0.47147673451762223,13.114593814114228,1.0393476186228532,1.119739181979846,-0.023458396275344223,,,0.0006987601723065925,0.1760875634212613,14.46808186202332,0.15374276478766036,0.25755996864330155,0,82,6988.591269841269,,,,
Most Total Trades,MA,SMA,37,42,0,false,false,None,0,99,1.3951850853431205,60.60606060606061,1.892137814293312,3.571256413579243,1.3078222829691435,-0.8711065754860742,33 days 04:07:16.363636363,0.014165945063524737,0.43088082901554403,0.8617616580310881,1.5387859241101027,0,4825,4826 days 00:00:00,1000.0,16743.770906347825,1574.3770906347822,12214.564835808853,100.0,1890.5592010290661,46.670344900132264,1369 days 00:00:00,99,0.0,105.91405110402728,-19.25629689834635,8.572972162588863,-4.123690892589404,40 days 09:12:00,22 days 01:50:46.153846153,159.02798895300842,0.8665715381913034,0.5089938136088108,1.1802178206774379,0.8064627586192051,17.945675863625873,1.070259638626745,1.1027397260273972,-0.021161088402082154,,,0.0007035611230385407,0.17729740300571226,15.743770906347862,0.15852694376201493,0.24623178600164466,0,99,6988.591269841269,,,,
Most Profit Factor,MA,SMA,73,85,0,false,false,None,1,42,1.387147223846058,73.17073170731707,8.681047958726717,14.216013739879124,1.8914478768532823,-0.2918416560116579,87 days 00:35:07.317073170,0.005866704521257719,0.1827979274611399,0.3612435233160622,2.598657848408992,0,4825,4826 days 00:00:00,1000.0,87498.46006664634,8649.846006664633,12214.564835808853,100.0,2884.080029985571,40.997212534172405,849 days 00:00:00,41,2409.562453783874,137.2090403659681,-12.257596698767658,20.538680486936517,-3.0276228430046794,106 days 12:00:00,33 days 21:49:05.454545454,2050.9487222649386,1.2296146954200318,0.9815731441673814,1.2524631257786012,0.662829569192839,12.969301332502189,1.0645936569118104,1.1764705882352942,-0.023089111783583607,,,0.0010623328141607946,0.26770786916852024,86.49846006664598,0.2630069501267218,0.26202229984487996,0,42,6988.591269841269,,,,
Most Total Return [%],MA,SMA,72,85,0,false,false,None,1,43,1.3588001811377304,66.66666666666666,6.538313366528165,14.147468147803037,1.9128636897451519,-0.2537127192983977,84 days 22:17:08.571428570,0.006009794875434737,0.18715025906735752,0.3699481865284974,2.6477023290085273,0,4825,4826 days 00:00:00,1000.0,92155.74376269203,9115.574376269202,12214.564835808853,100.0,2855.4459134376384,40.997212534172405,853 days 00:00:00,42,3272.257596766518,137.8140179683198,-11.791339716848215,22.957633075696744,-3.472861707984365,113 days 19:42:51.428571428,27 days 03:25:42.857142857,2092.4639563315595,1.2427439978029773,0.9950163599648492,1.2560080040999075,0.6643020776290176,13.022160791920312,1.062874390434849,1.1817087845968712,-0.02288860974456156,,,0.001072887526173062,0.2703676565956116,91.15574376269174,0.2664317069061666,0.2618298906744021,0,43,6988.591269841269,,,,
Most Sharpe Ratio,MA,SMA,72,85,0,false,false,None,1,43,1.3588001811377304,66.66666666666666,6.538313366528165,14.147468147803037,1.9128636897451519,-0.2537127192983977,84 days 22:17:08.571428570,0.006009794875434737,0.18715025906735752,0.3699481865284974,2.6477023290085273,0,4825,4826 days 00:00:00,1000.0,92155.74376269203,9115.574376269202,12214.564835808853,100.0,2855.4459134376384,40.997212534172405,853 days 00:00:00,42,3272.257596766518,137.8140179683198,-11.791339716848215,22.957633075696744,-3.472861707984365,113 days 19:42:51.428571428,27 days 03:25:42.857142857,2092.4639563315595,1.2427439978029773,0.9950163599648492,1.2560080040999075,0.6643020776290176,13.022160791920312,1.062874390434849,1.1817087845968712,-0.02288860974456156,,,0.001072887526173062,0.2703676565956116,91.15574376269174,0.2664317069061666,0.2618298906744021,0,43,6988.591269841269,,,,
Most Calmar Ratio,MA,SMA,72,85,0,false,false,None,1,43,1.3588001811377304,66.66666666666666,6.538313366528165,14.147468147803037,1.9128636897451519,-0.2537127192983977,84 days 22:17:08.571428570,0.006009794875434737,0.18715025906735752,0.3699481865284974,2.6477023290085273,0,4825,4826 days 00:00:00,1000.0,92155.74376269203,9115.574376269202,12214.564835808853,100.0,2855.4459134376384,40.997212534172405,853 days 00:00:00,42,3272.257596766518,137.8140179683198,-11.791339716848215,22.957633075696744,-3.472861707984365,113 days 19:42:51.428571428,27 days 03:25:42.857142857,2092.4639563315595,1.2427439978029773,0.9950163599648492,1.2560080040999075,0.6643020776290176,13.022160791920312,1.062874390434849,1.1817087845968712,-0.02288860974456156,,,0.001072887526173062,0.2703676565956116,91.15574376269174,0.2664317069061666,0.2618298906744021,0,43,6988.591269841269,,,,
Most Omega Ratio,MA,SMA,72,85,0,false,false,None,1,43,1.3588001811377304,66.66666666666666,6.538313366528165,14.147468147803037,1.9128636897451519,-0.2537127192983977,84 days 22:17:08.571428570,0.006009794875434737,0.18715025906735752,0.3699481865284974,2.6477023290085273,0,4825,4826 days 00:00:00,1000.0,92155.74376269203,9115.574376269202,12214.564835808853,100.0,2855.4459134376384,40.997212534172405,853 days 00:00:00,42,3272.257596766518,137.8140179683198,-11.791339716848215,22.957633075696744,-3.472861707984365,113 days 19:42:51.428571428,27 days 03:25:42.857142857,2092.4639563315595,1.2427439978029773,0.9950163599648492,1.2560080040999075,0.6643020776290176,13.022160791920312,1.062874390434849,1.1817087845968712,-0.02288860974456156,,,0.001072887526173062,0.2703676565956116,91.15574376269174,0.2664317069061666,0.2618298906744021,0,43,6988.591269841269,,,,
Most Sortino Ratio,MA,SMA,72,85,0,false,false,None,1,43,1.3588001811377304,66.66666666666666,6.538313366528165,14.147468147803037,1.9128636897451519,-0.2537127192983977,84 days 22:17:08.571428570,0.006009794875434737,0.18715025906735752,0.3699481865284974,2.6477023290085273,0,4825,4826 days 00:00:00,1000.0,92155.74376269203,9115.574376269202,12214.564835808853,100.0,2855.4459134376384,40.997212534172405,853 days 00:00:00,42,3272.257596766518,137.8140179683198,-11.791339716848215,22.957633075696744,-3.472861707984365,113 days 19:42:51.428571428,27 days 03:25:42.857142857,2092.4639563315595,1.2427439978029773,0.9950163599648492,1.2560080040999075,0.6643020776290176,13.022160791920312,1.062874390434849,1.1817087845968712,-0.02288860974456156,,,0.001072887526173062,0.2703676565956116,91.15574376269174,0.2664317069061666,0.2618298906744021,0,43,6988.591269841269,,,,
Least Max Drawdown [%],MA,SMA,36,38,0,false,false,None,0,150,1.3140751948599898,56.00000000000001,1.743958466141099,2.5730266824463905,1.4404742502886494,-0.8274109038284807,21 days 15:59:59.999999999,0.02146355312655263,0.6528497409326425,1.305699481865285,1.6797998030479027,0,4825,4826 days 00:00:00,1000.0,22081.00705140673,2108.1007051406727,12214.564835808853,100.0,3675.871703092209,31.30104692100863,1069 days 00:00:00,150,0.0,104.47043680188138,-18.5518553562072,7.223077369734446,-3.3452196468293174,27 days 16:51:25.714285714,13 days 23:38:10.909090909,140.54004700937827,0.9400476718914074,0.8425274316313265,1.1988290582079213,0.9683166386871483,18.295426089434567,1.1169511487116461,1.0733048259010385,-0.02104310009822556,,,0.0007596020358311857,0.19141971302945882,21.081007051406704,0.17538689646164962,0.24506593354783274,0,150,6988.591269841269,,,,
Most Total Fees Paid,MA,SMA,37,38,0,false,false,None,0,208,1.275399799691873,57.21153846153846,1.672396463455885,1.8911711640118944,1.4898712962241258,-0.8044864186584831,15 days 16:09:13.846153845,0.029762793668819648,0.9052849740932642,1.8105699481865285,1.7120488382184362,0,4825,4826 days 00:00:00,1000.0,24881.133155771462,2388.1133155771463,12214.564835808853,100.0,5665.453471926879,32.53409552198953,1369 days 00:00:00,208,0.0,104.47043680188138,-18.76625779184168,5.424811785269023,-2.8335842733993215,19 days 22:47:23.697478991,9 days 22:55:16.853932584,114.81314017197809,0.9710663083325388,0.845828919517767,1.204934655785559,0.9811065292638748,18.35169763354676,1.1412316987305253,1.0558194774346792,-0.021118691028118062,,,0.000784199424182289,0.19761825489393683,23.881133155771387,0.18273751180419118,0.24492004772422787,0,208,6988.591269841269,,,,
Mean Profit Factor,MA,SMA,31,44,0,false,false,None,0,60,1.2671637899902743,53.333333333333336,2.2607552541359217,6.136805901092222,1.3294571743601236,-0.8687407653440193,54 days 18:24:00,0.008585421250621053,0.261139896373057,0.522279792746114,1.6025648570727875,0,4825,4826 days 00:00:00,1000.0,17032.74432004124,1603.2744320041243,12214.564835808853,100.0,1190.9724895251695,35.93045689425367,1149 days 00:00:00,60,0.0,107.20496388899423,-19.830914932671504,15.318488944538785,-4.356546148560993,75 days 03:00:00,31 days 12:00:00,267.2124053340206,0.8803620283527708,0.6655963127676061,1.1826605327753668,0.8470597350190517,18.28398412711404,1.0514769083135835,1.1247612985359645,-0.021190652711182777,,,0.0007032579584129163,0.1772210055200549,16.03274432004121,0.15956255567625566,0.24227023234735978,0,60,6988.591269841269,,,,
