Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Metric Type
GS,MACD,2,4,2,true,false,1,1261,0.5948521346973019,43.96825396825397,0.790055934070842,-0.20455629638808592,-0.983202062904484,-1.1180702621361096,0 days 23:59:59.999999999,0.13236728670407458,4.0293670115642115,8.055538648813146,-0.8242323926739049,0,6572,6573 days 00:00:00,1000.0,52.30895249046853,-94.76910475095315,802.6500749333883,100.0,898.8488925545801,97.30268987747108,6352 days 00:00:00,1260,-0.05230895249046341,26.2413551598985,-19.140659423006827,1.5486725135267383,-1.5803194135167156,1 days 00:00:00,1 days 00:00:00,-0.7520942369500223,-0.7022415597616516,-0.15531726609491894,0.7802950502434981,1.2691036386726533,103.94774715770532,2.52579540633436,0.3089304257528557,-0.010872051577584007,,,-0.000392081179709439,-0.09880445728677864,-0.9476910475095327,-0.10695791803809607,0.16933088208535602,1261,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,3,true,false,1,1122,0.6032017269771465,43.978590544157,0.8281843333044622,-0.18479133012485705,-0.8286218414856877,-1.1134844297329243,0 days 23:59:59.999999999,0.11776486380576792,3.585209981740718,7.1672245891661595,-0.6625157213027817,0,6572,6573 days 00:00:00,1000.0,89.11713971095503,-91.08828602890449,802.6500749333883,100.0,1111.970658722866,95.0799758509754,6352 days 00:00:00,1121,-0.08911713971095025,26.24135515989851,-19.140659423006802,1.5803761302926982,-1.570504002076855,1 days 00:00:00,1 days 00:00:00,-0.8124832677514173,-0.5856056889684138,-0.132139573692824,0.8002759741357663,1.499278828624136,119.65452474456433,2.6058322042067603,0.3071095571095571,-0.009199488786003629,,,-0.00031513615268199496,-0.07941431047586273,-0.9108828602890431,-0.08852885831818591,0.16320732406232802,1122,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,4,true,false,1,1058,0.5918480579214503,43.80321665089877,0.7864462139171787,-0.19585660893102208,-0.8378557797136087,-1.1133772734640675,0 days 23:59:59.999999999,0.1110414460684181,3.3807060255629944,6.7582166768107115,-0.6621336179594414,0,6572,6573 days 00:00:00,1000.0,89.97722958322925,-91.00227704167708,802.6500749333883,100.0,877.1654224849931,93.95382060836525,6357 days 00:00:00,1057,-0.0899772295832264,26.241355159898504,-19.140659423006827,1.599619406218403,-1.5953606409414325,1 days 00:00:00,1 days 00:00:00,-0.8608635697135263,-0.5921768025824095,-0.13322693602269622,0.7920009280510697,1.6981764859676696,128.78745253448574,2.6195712976678878,0.3023399014778325,-0.008502595205818754,,,-0.00031494711902387874,-0.07936667399401745,-0.9100227704167706,-0.08819315546473161,0.1612994742801348,1058,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,5,true,false,1,988,0.6205146507692749,44.984802431610944,0.8356933420894189,-0.1453652445795096,-0.622663278111704,-1.1028453490181365,0 days 23:59:59.999999999,0.10368770791819175,3.157029823493609,6.3108642726719415,-0.45892241243695453,0,6572,6573 days 00:00:00,1000.0,174.51172904042232,-82.54882709595776,802.6500749333883,100.0,1088.7691851365212,86.27498149785814,6357 days 00:00:00,987,-0.1745117290404039,26.24135515989853,-12.892603005439742,1.6502157695384794,-1.6135751345765392,1 days 00:00:00,1 days 00:00:00,-0.8361841532224208,-0.4260251272317831,-0.10709000888320033,0.8443325540308493,2.8739351532713817,126.30886438204656,2.7188229891548894,0.3105507631055076,-0.007562200856018091,,,-0.00021828205553213855,-0.055007077994098916,-0.8254882709595779,-0.06473954155364015,0.1553923099410062,988,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,6,true,false,1,952,0.6335833056745731,45.2155625657203,0.8674710930574406,-0.11881161475428414,-0.5078281136738562,-1.0946702648600415,0 days 23:59:59.999999999,0.09990578544093247,3.0419963481436394,6.080797321972002,-0.36142449819958133,0,6572,6573 days 00:00:00,1000.0,240.1290481612399,-75.98709518387601,802.6500749333883,100.0,1323.2979111623997,84.15551172074458,5608 days 00:00:00,951,-0.24012904816120795,26.241355159898504,-12.892603005439746,1.637561838129165,-1.5684096660784363,1 days 00:00:00,1 days 00:00:00,-0.798770581272982,-0.3432281680751246,-0.0905011236708954,0.868842742835965,3.209741802323139,137.03487961723303,2.7333527683118573,0.31786703601108035,-0.006342303556878148,,,-0.00017190741021789067,-0.04332066737490845,-0.7598709518387596,-0.05322434718916136,0.1519002113041192,952,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,7,true,false,1,913,0.6641908984625459,46.60087719298245,0.9020609692354197,-0.08400853719169488,-0.3511371852001512,-1.0813931477323797,0 days 23:59:59.999999999,0.09580870275723492,2.9173767498478393,5.831558125380401,-0.24508455319177813,0,6572,6573 days 00:00:00,1000.0,346.6978387354105,-65.33021612645895,802.6500749333883,100.0,1559.4502138337562,77.32699954870732,3944 days 00:00:00,912,-0.3466978387353947,26.241355159898504,-12.892603005439748,1.6455766241110108,-1.5934001050636657,1 days 00:00:00,1 days 00:00:00,-0.7159599379669412,-0.23401669587070623,-0.07387662310106764,0.9065259082872081,3.395192427911736,140.5348905727464,2.7617884656023017,0.32823871906841334,-0.005408598870158536,,,-0.00011657474079966269,-0.029376834681514998,-0.6533021612645917,-0.03979858018661597,0.15107907527890216,913,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,8,true,false,1,865,0.6646127393502153,46.75925925925926,0.8968750074659055,-0.09302503610581181,-0.3784063558165198,-1.0823031586914456,1 days 00:00:00,0.09076613945422256,2.7639987827145465,5.524802191113816,-0.25712108655844057,0,6572,6573 days 00:00:00,1000.0,339.39363509056693,-66.06063649094331,802.6500749333883,100.0,1472.045372420807,77.81792329470395,4054 days 00:00:00,864,-0.33939363509051645,26.24135515989851,-12.89260300543974,1.6331054405747436,-1.6090178895382996,1 days 00:00:00,1 days 00:00:00,-0.7641978834193832,-0.25257992831450204,-0.0748423673338792,0.8971778685903518,3.618102642968171,154.32209194980535,2.7103117472067,0.33102386451116245,-0.0045154184919832755,,,-0.00012229912917846998,-0.030819380552974434,-0.6606063649094354,-0.04058211672200995,0.1468490805446041,865,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,9,true,false,1,846,0.6836094980171942,47.57396449704142,0.9226211850843534,-0.0699169183691134,-0.2858378109786081,-1.0715721573726928,0 days 23:59:59.999999999,0.08877012481344683,2.703286670724285,5.403377967133292,-0.18900547348534216,0,6572,6573 days 00:00:00,1000.0,425.5260252166388,-57.447397478336114,802.6500749333883,100.0,1757.4603956237183,75.7683940158417,4054 days 00:00:00,845,-0.425526025216584,26.2413551598985,-12.89260300543974,1.6268622454319555,-1.609657829989948,1 days 00:00:00,1 days 00:00:00,-0.6793472766368591,-0.190309270669371,-0.0611582498626051,0.9216712200068145,3.6367056892423006,160.32289457089666,2.736887542978007,0.3367588932806324,-0.004163697805526892,,,-0.0000899061015326113,-0.02265633758621805,-0.5744739747833616,-0.032226946271780466,0.1432768167829014,846,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,10,true,false,1,836,0.6514040306858601,46.10778443113773,0.8844219391295621,-0.11341332249163061,-0.4556667278609202,-1.0873970567084132,1 days 00:00:00,0.08771959079198592,2.6713329275715156,5.339470480827754,-0.30296474279718,0,6572,6573 days 00:00:00,1000.0,298.5074588403454,-70.14925411596546,802.6500749333883,100.0,1372.7156227013227,78.27995377025474,4411 days 00:00:00,835,-0.2985074588403336,26.241355159898504,-12.892603005439735,1.6398272880629512,-1.613408067077218,1 days 00:00:00,1 days 00:00:00,-0.8397533337734391,-0.3060718389276312,-0.0829457930432422,0.8762754375954547,3.6236327019981585,162.41725462438805,2.703813208424148,0.32408874801901744,-0.004391136758312795,,,-0.00014409950980829862,-0.036313076471691255,-0.7014925411596571,-0.04529216563103011,0.1427860676492031,836,0,9518.968253968254,,,Standard MACD
GS,MACD,2,4,11,true,false,1,824,0.6462629449670112,46.05103280680438,0.8705266409932726,-0.12723668238767671,-0.504053274668289,-1.090830378649666,0 days 23:59:59.999999999,0.08645894996623284,2.6329884357881923,5.262781497261107,-0.3350127133348079,0,6572,6573 days 00:00:00,1000.0,270.94989770617553,-72.90501022938246,802.6500749333883,100.0,1257.6457210916751,78.90288110108304,4411 days 00:00:00,823,-0.27094989770614575,26.241355159898504,-12.892603005439748,1.6280965204844855,-1.6255954298844102,1 days 00:00:00,1 days 00:00:00,-0.8855153735068289,-0.34065018677757686,-0.08864809088778897,0.8623011640868775,3.624074212517154,166.4467591178272,2.6793697018759604,0.3218298555377207,-0.004369744926605609,,,-0.00015933891970597696,-0.040153407765906195,-0.7290501022938252,-0.0488309181640062,0.1418599948052036,824,0,9518.968253968254,,,Standard MACD
