Short Window,Long Window
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,50
5,51
5,52
5,53
6,37
6,38
6,39
6,40
6,53
6,54
7,36
7,37
7,38
7,54
7,55
7,56
8,27
8,28
8,29
8,34
8,35
8,36
8,37
8,56
8,57
8,58
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,32
9,33
9,34
9,35
9,36
9,58
9,59
9,60
9,61
10,18
10,19
10,20
10,32
10,61
10,62
11,12
11,13
11,16
11,17
11,18
11,19
11,63
11,64
12,16
13,16
14,15
14,16
14,17
14,64
21,33
22,33
23,24
23,33
25,34
26,27
26,34
27,34
28,35
29,34
29,35
30,33
30,34
30,59
31,32
31,33
