Short Window,Long Window
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
9,38
11,39
12,40
14,41
15,40
15,41
16,40
17,40
18,39
18,40
19,39
20,38
20,39
21,38
22,37
22,38
23,37
24,33
24,34
24,35
24,36
24,37
25,28
25,29
25,30
25,31
25,32
25,33
26,28
27,28
31,32
34,36
34,37
35,36
35,37
49,87
51,88
52,53
52,54
52,88
53,88
54,88
55,87
55,88
56,87
57,87
58,87
59,87
60,86
60,87
61,86
62,85
62,86
63,84
63,85
64,83
64,84
65,82
65,83
66,82
67,81
67,82
68,80
68,81
69,79
69,80
70,79
71,77
71,78
71,79
72,76
72,77
73,75
73,76
74,75
