Short Window,Long Window
9,89
10,88
10,89
11,87
11,88
11,89
12,85
12,86
12,87
12,88
12,89
13,84
13,85
13,86
13,87
13,88
13,89
14,82
14,83
14,84
14,85
14,86
14,87
14,88
14,89
15,81
15,82
15,83
15,84
15,85
15,86
15,87
15,88
15,89
16,79
16,80
16,81
16,82
16,83
16,84
16,85
16,86
16,87
16,88
16,89
17,78
17,79
17,80
17,81
17,82
17,83
17,84
17,85
17,86
18,76
18,77
18,78
18,79
18,80
18,81
18,82
18,83
18,84
19,75
19,76
19,77
19,78
19,79
19,80
19,81
19,82
20,74
20,75
20,76
20,77
20,78
20,79
20,80
20,81
21,72
21,73
21,74
21,75
21,76
21,77
21,78
21,79
22,71
22,72
22,73
22,74
22,75
22,76
22,77
23,69
23,70
23,71
23,72
23,73
23,74
23,75
24,68
24,69
24,70
24,71
24,72
24,73
24,74
25,67
25,68
25,69
25,70
25,71
25,72
26,65
26,66
26,67
26,68
26,69
26,70
27,64
27,65
27,66
27,67
27,68
27,69
28,63
28,64
28,65
28,66
28,67
29,61
29,62
29,63
29,64
29,65
29,66
30,60
30,61
30,62
30,63
30,64
31,59
31,60
31,61
31,62
31,63
32,58
32,59
32,60
32,61
32,62
33,56
33,57
33,58
33,59
33,60
34,55
34,56
34,57
34,58
34,59
35,54
35,55
35,56
35,57
35,58
36,53
36,54
36,55
36,56
37,52
37,53
37,54
37,55
38,51
38,52
38,53
38,54
39,49
39,50
39,51
39,52
39,53
40,48
40,49
40,50
40,51
40,52
41,47
41,48
41,49
41,50
41,51
42,46
42,47
42,48
42,49
42,50
43,45
43,46
43,47
43,48
44,45
44,46
44,47
45,46
