Short Window,Long Window
11,13
11,14
12,13
24,45
24,46
24,47
24,48
25,43
25,44
25,45
25,46
26,43
26,44
27,42
27,43
28,42
29,42
30,42
31,33
31,38
31,41
31,42
32,33
32,34
32,38
32,40
32,41
33,38
33,41
34,38
34,40
34,41
35,38
35,40
35,41
36,38
36,40
36,41
37,38
37,40
39,40
39,41
58,87
58,88
58,89
59,86
59,87
59,88
60,85
60,86
61,83
61,84
61,85
62,82
62,83
63,81
63,82
64,80
64,81
65,79
65,80
66,78
66,79
67,78
67,79
68,77
68,78
69,77
69,78
70,76
70,77
71,75
71,76
71,77
72,75
72,76
73,74
73,75
