Short Window,Long Window
5,64
5,65
5,66
5,67
5,68
5,78
5,79
5,80
5,81
6,79
8,21
9,84
10,22
11,12
11,13
11,14
11,22
11,52
11,53
11,84
11,85
11,86
12,13
12,22
12,84
13,22
13,84
14,22
14,84
14,85
15,21
15,22
15,54
15,55
15,83
15,84
16,17
16,21
16,83
17,21
17,83
18,21
18,82
18,83
19,20
19,21
19,58
19,82
20,82
41,47
41,48
41,49
41,88
41,89
42,46
42,47
42,87
42,88
43,45
43,46
43,87
44,45
44,87
45,87
49,88
49,89
50,87
50,88
51,86
51,87
52,85
52,86
53,84
53,85
54,84
55,83
55,84
56,82
56,83
57,82
58,82
59,82
60,81
60,82
61,81
62,81
63,80
63,81
64,80
65,80
66,79
66,80
67,78
67,79
68,78
69,77
69,78
70,77
71,76
71,77
72,75
72,76
73,74
73,75
