Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
6,8
6,9
6,10
6,11
7,8
7,9
20,84
20,85
20,86
20,87
20,88
20,89
21,79
21,80
21,81
21,82
21,83
21,84
21,85
21,86
21,87
21,88
21,89
22,74
22,75
22,76
22,77
22,78
22,79
22,80
22,81
22,82
22,83
22,84
22,85
22,86
22,87
23,70
23,71
23,72
23,73
23,74
23,75
23,76
23,77
23,78
23,79
23,80
23,81
24,67
24,68
24,69
24,70
24,71
24,72
24,73
24,74
24,75
24,76
25,64
25,65
25,66
25,67
25,68
25,69
25,70
25,71
25,72
26,61
26,62
26,63
26,64
26,65
26,66
26,67
26,68
27,58
27,59
27,60
27,61
27,62
27,63
27,64
27,65
28,56
28,57
28,58
28,59
28,60
28,61
28,62
29,54
29,55
29,56
29,57
29,58
29,59
30,52
30,53
30,54
30,55
30,56
30,57
31,50
31,51
31,52
31,53
31,54
31,55
32,48
32,49
32,50
32,51
32,52
32,53
33,47
33,48
33,49
33,50
33,51
34,45
34,46
34,47
34,48
34,49
35,44
35,45
35,46
35,47
35,48
36,43
36,44
36,45
36,46
37,42
37,43
37,44
37,45
38,40
38,41
38,42
38,43
38,44
39,40
39,41
39,42
39,43
40,41
40,42
