Short Window,Long Window
5,28
6,28
7,28
8,17
8,18
8,19
8,27
8,28
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,27
9,28
10,13
10,14
10,15
10,16
10,17
10,20
10,21
10,22
10,23
10,24
10,27
11,12
11,13
11,14
11,15
11,26
11,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,27
23,27
24,27
25,27
26,27
51,53
51,54
52,53
65,66
79,80
79,81
79,82
79,83
