Short Window,Long Window
5,8
5,13
5,14
23,24
26,27
29,89
30,88
30,89
31,87
31,88
32,86
32,87
33,85
33,86
34,84
34,85
34,86
35,83
35,84
36,83
36,84
37,82
37,83
38,82
38,83
39,81
39,82
40,80
40,81
40,82
41,80
41,81
42,80
43,44
43,48
43,80
44,48
44,80
45,47
45,48
45,79
45,80
46,47
46,79
46,80
47,79
47,80
48,80
49,79
49,80
50,79
50,80
51,78
51,79
52,78
52,79
53,77
53,78
54,77
54,78
55,77
55,78
56,77
57,77
58,59
58,60
58,77
59,77
60,77
61,77
62,77
63,76
63,77
64,76
64,77
65,76
66,76
67,75
67,76
68,75
68,76
69,70
69,75
70,75
71,74
71,75
72,74
73,74
