Short Window,Long Window
5,85
5,86
5,87
5,88
5,89
6,83
6,84
6,85
6,86
6,87
7,8
7,9
7,10
7,12
7,13
7,14
7,15
7,16
7,82
7,83
7,84
7,85
8,12
8,13
8,14
8,16
8,82
8,83
9,12
9,13
9,14
9,16
9,82
9,83
10,12
10,13
10,82
10,83
11,12
11,13
11,82
11,83
12,82
12,83
13,82
13,83
14,83
15,82
15,83
15,84
16,82
16,83
17,81
17,82
17,83
18,81
18,82
19,80
19,81
20,79
20,80
20,81
21,79
21,80
22,78
22,79
23,77
23,78
23,79
24,77
24,78
25,28
25,29
25,76
25,77
26,27
26,28
26,76
27,76
28,76
29,76
30,76
31,75
31,76
32,75
32,76
33,75
34,49
34,50
34,51
34,52
34,53
34,54
34,74
34,75
35,48
35,49
35,50
35,51
35,52
35,53
35,54
35,55
35,56
35,57
35,74
36,47
36,48
36,57
36,58
36,73
36,74
37,46
37,47
37,59
37,70
37,71
37,72
37,73
37,74
38,45
38,46
38,70
38,71
38,72
39,44
39,45
39,69
39,70
40,43
40,44
40,68
40,69
40,70
41,42
41,43
41,68
41,69
42,68
45,70
47,73
48,74
49,74
50,74
51,52
51,74
52,74
53,74
54,74
55,74
56,74
57,74
58,73
58,74
59,70
59,71
59,72
59,73
60,70
60,71
61,69
61,70
62,67
62,68
62,69
63,66
63,67
63,68
64,65
64,66
