Short Window,Long Window
5,25
5,26
5,27
5,28
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,47
5,48
5,49
5,50
5,51
5,52
5,53
5,54
5,55
5,56
6,26
6,27
6,42
6,43
6,44
6,45
6,55
6,56
7,25
7,26
7,27
7,42
7,43
7,44
7,55
7,56
8,25
8,26
8,27
8,56
9,24
9,25
9,26
9,56
9,57
9,58
10,23
10,24
10,25
10,58
10,59
10,60
11,22
11,23
11,24
11,60
11,61
12,22
12,23
12,62
13,22
14,22
15,22
16,22
17,21
17,22
17,63
18,19
18,20
18,21
18,64
18,65
39,48
39,49
39,50
39,51
39,52
40,45
40,46
40,47
40,48
40,53
41,42
41,43
41,44
41,45
50,51
73,82
73,83
73,84
73,85
73,86
73,87
73,88
73,89
74,75
74,76
74,77
74,80
74,81
74,82
74,83
76,81
77,80
77,81
78,79
78,80
