Short Window,Long Window
15,87
15,88
15,89
16,85
16,86
16,87
16,88
16,89
17,82
17,83
17,84
17,85
17,86
17,87
17,88
18,80
18,81
18,82
18,83
18,84
18,85
19,78
19,79
19,80
19,81
19,82
19,83
20,76
20,77
20,78
20,79
20,80
21,74
21,75
21,76
21,77
21,78
22,72
22,73
22,74
22,75
22,76
23,70
23,71
23,72
23,73
23,74
24,68
24,69
24,70
24,71
24,72
25,66
25,67
25,68
25,69
25,70
26,65
26,66
26,67
26,68
27,63
27,64
27,65
27,66
27,67
28,61
28,62
28,63
28,64
28,65
29,60
29,61
29,62
29,63
30,58
30,59
30,60
30,61
30,62
31,57
31,58
31,59
31,60
32,56
32,57
32,58
32,59
33,54
33,55
33,56
33,57
34,53
34,54
34,55
34,56
35,52
35,53
35,54
36,51
36,52
36,53
37,49
37,50
37,51
37,52
38,48
38,49
38,50
38,51
39,47
39,48
39,49
39,50
40,46
40,47
40,48
41,45
41,46
41,47
42,44
42,45
42,46
43,44
43,45
