Short Window,Long Window
5,17
5,18
6,15
6,16
7,14
8,13
30,89
31,88
32,86
32,87
33,84
33,85
34,83
35,81
35,82
36,79
36,80
37,78
38,76
38,77
39,75
40,73
40,74
41,72
41,73
42,71
43,69
43,70
44,68
44,69
45,67
46,66
47,64
47,65
48,63
48,64
49,62
50,61
51,60
52,59
53,58
54,57
55,56
