Short Window,Long Window
5,16
5,17
8,10
8,13
9,10
9,12
9,13
11,12
11,13
20,23
20,24
20,25
21,23
22,23
27,28
32,89
33,88
33,89
34,87
34,88
35,86
35,87
36,85
36,86
36,87
37,85
37,86
38,84
38,85
39,84
40,83
40,84
41,82
41,83
42,82
43,82
44,81
44,82
45,81
45,82
46,81
47,81
48,81
49,80
49,81
50,80
50,81
51,79
51,80
52,79
53,78
53,79
54,78
55,77
55,78
56,77
56,78
57,76
57,77
58,76
59,76
60,75
60,76
61,62
61,63
61,64
61,65
61,66
61,67
61,68
61,69
61,70
61,75
62,75
63,64
63,70
63,75
64,75
65,75
66,75
67,75
68,75
69,70
69,75
70,75
71,75
72,74
72,75
73,74
