Short Window,Long Window
5,22
5,23
5,24
5,69
5,70
5,71
5,72
5,73
5,74
5,75
5,76
5,77
5,78
6,74
6,75
6,76
7,75
7,76
7,77
7,78
8,76
8,77
8,78
9,10
9,76
9,77
9,78
9,79
10,78
10,79
11,78
11,79
11,80
12,79
12,80
12,81
13,79
13,80
13,81
15,82
15,83
15,84
16,81
16,82
16,83
16,84
17,81
17,82
17,83
18,80
18,81
18,82
19,79
19,80
19,81
20,77
20,78
20,79
20,80
21,75
21,76
21,77
21,78
22,74
22,75
22,76
23,71
23,72
23,73
23,74
24,70
24,71
24,72
24,73
25,69
25,70
25,71
26,68
26,69
26,70
27,68
27,69
28,67
28,68
29,52
29,53
29,54
29,55
29,56
29,57
29,58
29,59
29,60
29,61
29,67
29,68
30,51
30,52
30,53
30,54
30,55
30,56
30,57
30,59
30,60
30,61
30,62
30,66
30,67
30,68
31,49
31,50
31,51
31,52
31,63
31,64
31,65
31,66
31,67
32,48
32,49
32,50
32,64
32,65
32,66
33,45
33,46
33,47
33,48
33,49
34,44
34,45
34,46
34,47
35,43
35,44
36,42
36,43
37,38
37,42
38,42
39,41
39,42
40,41
40,42
46,47
50,66
52,67
53,67
54,67
55,56
55,67
56,67
57,67
58,67
58,68
59,67
59,68
60,67
61,67
62,67
63,65
63,66
63,67
64,65
