Short Window,Long Window
15,27
15,28
16,26
16,27
17,20
17,26
18,19
18,20
18,24
18,25
21,25
21,26
22,24
22,25
23,24
46,64
47,64
49,65
50,65
51,65
52,65
53,64
54,64
55,63
55,64
56,63
57,63
58,62
58,63
59,62
60,61
60,62
71,72
71,73
