Short Window,Long Window
5,80
5,81
5,82
7,84
11,88
11,89
12,87
12,88
12,89
13,85
13,86
13,87
14,84
14,85
14,86
15,81
15,82
15,83
15,84
16,78
16,79
16,80
16,81
16,82
17,75
17,76
17,77
17,78
17,79
18,72
18,73
18,74
18,75
18,76
19,69
19,70
19,71
19,72
19,73
19,74
20,67
20,68
20,69
20,70
20,71
21,66
21,67
21,68
22,65
22,66
23,63
23,64
23,65
23,66
24,26
24,63
24,64
25,26
25,62
25,63
25,64
26,63
27,62
27,63
27,64
28,62
28,63
29,61
29,62
30,61
30,62
31,60
31,61
32,60
32,61
33,60
34,59
34,60
35,59
36,58
36,59
37,58
37,59
38,58
39,57
39,58
40,57
41,56
41,57
42,56
43,56
44,56
45,55
45,56
46,54
46,55
47,54
48,54
49,53
49,54
50,53
51,52
51,53
