Short Window,Long Window
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
6,83
6,84
6,85
6,86
6,87
6,88
6,89
7,82
7,83
7,84
7,85
7,86
7,87
8,81
8,82
8,83
8,84
8,85
8,86
9,81
9,82
9,83
9,84
10,79
10,80
10,81
10,82
11,78
11,79
11,80
12,77
12,78
13,76
13,77
14,74
14,75
15,72
15,73
16,71
17,69
18,67
19,65
