Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,72
5,73
5,74
5,75
5,76
5,77
5,78
5,79
5,80
5,81
5,82
6,8
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
7,24
7,25
7,26
9,28
10,28
10,75
10,76
10,77
10,78
11,12
11,28
11,29
11,72
11,74
11,75
11,76
11,77
11,78
11,79
11,80
12,28
12,76
12,77
12,78
13,29
13,80
14,29
14,30
14,79
14,80
14,81
14,82
14,83
15,28
15,29
15,72
15,73
15,74
15,75
15,76
15,77
15,78
15,79
15,80
15,81
15,82
16,27
16,28
16,73
16,74
16,75
16,76
17,27
17,28
18,26
18,27
19,26
20,25
20,26
21,24
21,25
22,24
23,24
31,83
31,84
33,85
34,35
34,85
35,85
36,38
36,86
37,38
37,40
37,41
37,85
37,86
38,86
39,41
39,52
39,86
40,41
40,86
41,86
42,52
43,53
43,87
45,54
45,88
46,47
46,48
46,53
46,54
46,88
47,53
47,88
48,54
48,88
49,53
49,54
49,87
49,88
50,52
50,53
50,87
51,52
51,67
51,86
51,87
64,89
65,87
65,88
65,89
66,86
66,87
67,86
67,87
68,85
68,86
69,84
69,85
70,83
70,84
71,77
71,78
71,79
71,80
71,81
71,82
71,83
72,75
72,76
72,77
73,74
73,75
