Short Window,Long Window
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,57
5,58
5,59
5,60
5,61
5,62
5,63
5,64
5,65
5,66
5,67
5,68
5,69
5,70
5,71
5,72
5,73
5,74
5,75
5,76
5,77
5,78
5,79
5,80
5,81
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
6,8
6,9
6,10
6,11
6,23
6,42
6,43
6,44
6,45
6,46
6,47
6,48
6,49
6,50
6,56
6,57
6,58
6,59
6,60
6,73
6,74
6,75
7,8
7,9
7,10
7,11
7,41
7,42
7,43
7,44
7,45
7,48
7,49
7,50
7,51
7,52
7,55
7,56
7,57
8,42
8,43
8,44
8,50
8,56
8,57
9,43
9,44
9,49
9,56
9,57
10,11
10,43
10,44
10,45
10,48
10,56
10,57
13,77
15,81
16,81
16,82
17,79
17,80
17,81
18,79
18,80
19,79
19,80
20,68
20,77
20,78
20,79
21,60
21,61
21,62
21,63
21,64
21,65
21,66
21,67
21,68
21,69
21,70
21,71
21,75
21,76
21,77
22,45
22,57
22,58
22,59
22,60
22,73
22,74
22,75
23,43
23,44
23,45
23,46
23,47
23,48
23,49
23,56
23,57
24,41
24,42
24,43
24,50
24,51
24,52
24,53
24,55
24,56
25,37
25,38
25,39
25,40
25,41
25,54
25,55
26,36
26,37
26,38
27,33
27,34
27,35
27,36
27,37
28,32
28,33
29,30
29,31
29,32
35,36
39,55
40,55
41,55
42,56
43,56
45,57
46,57
47,57
48,57
49,56
49,57
50,56
51,56
52,55
52,56
53,55
54,55
61,75
62,75
63,64
63,65
63,66
63,75
63,76
64,75
65,75
68,77
69,77
70,77
71,75
71,76
71,77
72,74
72,75
73,74
