Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
10,11
10,12
10,13
10,14
10,15
10,16
11,12
11,13
11,14
11,15
12,13
41,89
42,87
42,88
42,89
43,86
43,87
43,88
44,84
44,85
44,86
44,87
45,83
45,84
45,85
46,82
46,83
46,84
47,80
47,81
47,82
48,79
48,80
48,81
49,78
49,79
49,80
50,76
50,77
50,78
51,75
51,76
51,77
52,74
52,75
52,76
53,73
53,74
53,75
54,71
54,72
54,73
55,70
55,71
55,72
56,69
56,70
56,71
57,68
57,69
57,70
58,67
58,68
58,69
59,66
59,67
59,68
60,65
60,66
60,67
61,64
61,65
61,66
62,63
62,64
