Short Window,Long Window
5,8
5,9
5,10
5,12
5,13
5,14
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
8,12
9,12
10,12
11,12
27,87
27,88
27,89
28,86
28,87
28,88
28,89
29,85
29,86
29,87
29,88
30,85
30,86
30,87
31,83
31,84
31,85
31,86
32,48
32,60
32,61
32,83
32,84
32,85
33,48
33,59
33,60
33,61
33,83
33,84
34,47
34,48
34,49
34,58
34,59
34,60
34,61
34,62
34,82
34,83
34,84
35,47
35,48
35,57
35,58
35,59
35,60
35,81
35,82
35,83
36,46
36,47
36,56
36,57
36,58
36,64
36,81
36,82
37,45
37,46
37,55
37,56
37,57
37,80
37,81
37,82
38,45
38,46
38,52
38,55
38,56
38,66
38,67
38,80
38,81
39,43
39,44
39,45
39,53
39,54
39,55
39,66
39,67
39,68
39,79
39,80
39,81
40,42
40,43
40,79
41,42
41,78
41,79
42,79
43,79
44,80
46,81
47,82
48,83
49,58
49,59
49,60
49,61
49,62
49,82
49,83
50,57
50,58
50,59
50,81
50,82
50,83
51,56
51,57
51,64
51,81
51,82
52,55
52,56
52,80
52,81
53,54
53,55
53,66
53,67
53,80
53,81
54,80
56,81
58,82
60,83
61,83
62,82
62,83
63,81
63,82
63,83
64,81
64,82
65,80
65,81
66,80
67,80
68,80
69,79
69,80
70,78
70,79
71,76
71,77
71,78
71,79
72,75
72,76
73,74
73,75
