Short Window,Long Window
5,8
5,51
5,52
5,53
5,54
5,55
5,56
5,57
5,58
5,59
5,60
5,61
5,62
6,54
6,56
6,57
6,58
6,59
10,30
10,66
12,67
13,68
14,35
14,36
14,68
15,33
15,34
15,35
15,36
15,40
15,41
15,67
15,68
16,30
16,31
16,32
16,33
16,42
16,43
16,44
16,45
16,66
16,67
17,28
17,29
17,30
17,31
17,46
17,47
17,64
17,65
17,66
18,27
18,28
18,48
18,64
18,65
19,26
19,27
19,63
19,64
20,26
20,63
21,26
21,63
22,24
22,25
22,26
22,62
22,63
23,24
23,62
23,63
24,62
25,62
25,63
26,63
27,64
29,65
31,66
33,67
35,68
36,68
37,68
38,68
39,68
40,67
40,68
41,67
42,67
43,67
44,66
44,67
45,66
46,65
46,66
47,64
47,65
48,64
49,63
49,64
50,62
50,63
51,61
51,62
52,60
52,61
53,59
53,60
54,57
54,58
54,59
55,56
55,57
