Short Window,Long Window
5,8
5,9
5,10
5,11
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
6,25
6,26
6,27
6,28
7,25
10,11
18,19
41,62
41,64
41,65
41,66
41,67
42,62
42,64
42,65
42,66
42,67
43,61
43,62
43,63
43,64
43,65
43,66
43,67
43,68
44,59
44,60
44,61
44,62
44,64
45,57
45,58
45,59
45,60
46,54
46,55
46,56
46,57
46,71
46,75
46,76
46,77
46,78
46,79
46,80
46,81
46,82
46,83
46,84
46,85
46,86
46,87
46,88
46,89
47,52
47,53
47,54
47,73
47,74
47,75
48,51
48,52
49,51
50,51
55,76
63,64
63,66
63,67
65,66
65,67
71,76
71,77
71,78
71,79
71,80
71,81
71,82
71,83
71,84
71,85
71,86
71,87
71,88
71,89
72,74
72,75
72,76
73,74
81,82
81,84
81,85
81,86
81,87
81,88
82,84
83,84
86,87
86,88
