Short Window,Long Window
5,8
5,9
5,10
5,11
5,16
5,17
5,18
5,19
5,20
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,39
5,40
5,41
5,42
5,43
5,70
5,71
5,72
5,73
5,74
5,75
5,76
6,19
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
7,19
7,29
7,30
7,31
7,32
7,33
7,34
7,35
9,37
9,38
9,39
9,40
9,41
9,42
9,72
9,73
9,75
9,76
10,38
10,39
10,40
10,41
10,42
10,72
10,75
10,76
11,38
11,42
11,70
11,75
11,76
12,42
12,43
12,69
12,70
12,76
13,42
13,43
13,68
13,70
13,76
14,42
14,43
14,68
14,69
14,70
14,76
14,77
15,38
15,39
15,40
15,42
15,43
15,69
15,70
15,71
15,75
15,76
16,37
16,38
16,39
16,40
16,41
16,42
16,72
16,73
16,74
16,75
16,76
17,35
17,36
17,37
17,38
17,73
17,74
17,75
18,30
18,31
18,32
18,33
18,34
18,35
18,36
19,29
19,30
19,31
20,28
20,29
21,27
21,28
22,24
22,26
22,27
23,24
23,26
23,27
24,26
25,26
25,27
34,35
38,75
39,42
39,75
40,42
40,75
41,42
41,75
49,82
51,83
52,54
52,82
52,83
53,54
53,82
54,82
55,82
56,82
57,82
58,81
58,82
59,81
60,81
61,80
61,81
62,80
63,79
63,80
64,78
64,79
65,77
65,78
66,77
67,76
67,77
68,76
69,70
69,76
70,76
71,75
71,76
72,75
73,75
74,75
