Short Window,Long Window
5,23
5,24
5,25
5,26
5,59
5,60
5,61
5,62
7,20
7,28
8,9
8,10
8,20
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,41
8,42
8,43
8,48
8,49
8,50
8,51
8,52
8,53
8,54
8,55
8,56
9,10
9,20
9,28
9,29
9,30
9,31
9,32
9,33
9,41
9,42
9,43
9,48
9,49
9,50
9,51
9,52
9,53
9,54
9,55
9,56
10,29
10,30
10,31
10,32
10,42
10,51
10,52
10,53
10,54
10,55
11,12
11,30
11,31
11,32
11,33
11,34
11,41
11,42
11,43
11,47
11,48
11,49
11,50
11,51
11,52
11,53
11,54
11,55
16,35
16,36
16,37
16,38
17,32
17,33
17,34
17,35
17,36
17,37
17,38
17,39
17,40
17,42
17,43
17,44
17,45
17,46
17,47
17,48
17,49
18,20
18,28
18,29
18,30
18,31
18,32
18,33
18,34
18,41
18,42
18,43
18,47
18,48
18,49
18,50
18,51
18,52
18,53
18,54
18,55
18,56
19,20
19,28
20,28
21,26
21,27
21,28
22,25
22,26
22,27
23,24
23,25
30,42
31,42
32,42
33,43
39,44
39,45
40,43
40,44
40,47
40,48
40,49
41,42
41,43
41,50
41,51
41,53
41,54
41,55
52,53
52,54
52,55
73,76
73,77
73,78
73,79
73,80
74,75
74,76
74,82
74,86
74,87
83,85
83,86
83,87
83,88
84,85
