Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
5,17
5,18
5,19
5,20
6,8
6,9
6,10
6,19
6,20
7,8
7,9
7,20
24,48
24,49
24,50
24,51
24,52
24,53
24,54
24,55
25,36
25,37
25,38
25,45
25,48
25,49
25,50
25,52
25,53
25,54
25,55
25,56
25,57
26,34
26,35
26,36
26,37
26,38
26,44
26,45
26,46
26,47
26,48
26,58
26,59
27,30
27,32
27,33
27,34
27,35
27,43
27,44
27,45
27,59
28,30
28,32
28,33
28,34
28,43
28,44
29,30
29,32
29,33
29,43
29,44
29,60
30,43
31,32
31,33
31,43
31,44
32,43
32,44
33,44
34,44
35,45
36,48
37,48
38,48
39,44
39,45
39,46
39,47
39,48
39,58
39,59
40,43
40,44
40,60
41,42
41,43
46,48
47,48
53,54
68,87
68,88
68,89
69,84
69,85
69,86
69,87
70,82
70,83
70,84
71,79
71,80
71,81
71,82
72,76
72,77
72,78
72,79
73,75
73,76
73,77
74,75
