Short Window,Long Window
5,86
11,12
11,13
16,25
16,26
16,27
16,28
17,25
18,23
18,24
18,25
19,21
19,22
19,23
20,21
33,88
33,89
34,86
34,87
34,88
35,84
35,85
35,86
36,83
36,84
37,81
37,82
37,83
38,80
38,81
38,82
39,79
39,80
40,47
40,48
40,49
40,78
40,79
41,44
41,45
41,46
41,47
41,51
41,78
41,79
42,44
42,45
42,60
42,78
43,44
43,60
43,78
44,78
45,78
46,78
48,79
49,79
50,78
50,79
51,78
52,60
52,78
53,54
53,55
53,57
53,58
53,59
53,60
53,62
53,77
53,78
54,58
54,77
55,58
55,77
56,57
56,58
56,77
57,77
58,77
60,78
61,78
62,77
62,78
63,77
64,77
65,77
66,76
66,77
67,76
68,76
69,70
69,75
69,76
70,75
71,75
72,74
72,75
73,74
