Short Window,Long Window
5,8
15,29
15,30
16,29
16,30
17,20
17,21
17,28
17,29
18,19
18,20
18,22
18,24
18,25
18,26
18,27
18,28
20,28
21,28
22,26
22,27
22,28
23,24
23,25
23,26
58,67
59,67
60,67
61,67
62,66
62,67
63,64
63,65
63,66
65,66
