Short Window,Long Window
5,63
5,64
5,65
5,66
5,67
5,68
5,69
5,70
5,71
5,72
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
7,61
7,62
7,63
7,64
7,65
7,66
7,67
8,60
8,61
8,62
8,63
8,64
8,65
8,66
9,58
9,59
9,60
9,61
9,62
9,63
9,64
10,57
10,58
10,59
10,60
10,61
10,62
10,63
11,56
11,57
11,58
11,59
11,60
11,61
12,55
12,56
12,57
12,58
12,59
12,60
13,54
13,55
13,56
13,57
13,58
14,53
14,54
14,55
14,56
14,57
15,52
15,53
15,54
15,55
15,56
16,51
16,52
16,53
16,54
17,50
17,51
17,52
17,53
18,49
18,50
18,51
18,52
19,47
19,48
19,49
19,50
19,51
20,46
20,47
20,48
20,49
21,45
21,46
21,47
21,48
22,44
22,45
22,46
22,47
23,43
23,44
23,45
23,46
24,42
24,43
24,44
24,45
25,41
25,42
25,43
26,40
26,41
26,42
27,39
27,40
27,41
28,38
28,39
28,40
29,37
29,38
29,39
30,36
30,37
30,38
31,34
31,35
31,36
31,37
32,33
32,34
32,35
32,36
33,34
33,35
