Short Window,Long Window
5,8
5,9
5,10
5,11
5,12
5,13
6,8
6,9
6,10
6,11
7,8
7,9
7,10
37,88
37,89
38,86
38,87
38,88
38,89
39,84
39,85
39,86
39,87
39,88
40,82
40,83
40,84
40,85
40,86
41,80
41,81
41,82
41,83
41,84
42,79
42,80
42,81
42,82
43,77
43,78
43,79
43,80
43,81
44,75
44,76
44,77
44,78
44,79
45,74
45,75
45,76
45,77
46,72
46,73
46,74
46,75
46,76
47,71
47,72
47,73
47,74
48,70
48,71
48,72
48,73
49,68
49,69
49,70
49,71
50,67
50,68
50,69
50,70
51,66
51,67
51,68
51,69
52,65
52,66
52,67
53,63
53,64
53,65
53,66
54,62
54,63
54,64
54,65
55,61
55,62
55,63
55,64
56,60
56,61
56,62
56,63
57,59
57,60
57,61
58,59
58,60
