Short Window,Long Window
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,39
5,87
5,88
5,89
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
12,21
12,22
12,23
12,24
12,25
12,26
13,20
13,21
13,22
13,23
13,24
13,25
14,19
14,20
14,21
14,22
14,23
14,24
15,18
15,19
15,20
15,21
15,22
15,23
16,17
16,18
16,19
16,20
16,21
16,22
17,18
17,19
17,20
17,21
18,19
38,89
39,88
40,87
41,85
41,86
42,84
43,83
44,82
45,81
46,79
47,78
48,77
49,76
50,75
51,74
53,71
54,70
55,69
56,68
57,67
58,66
59,65
60,64
61,63
