Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Total Fees Paid,77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Least Avg Winning Trade [%],77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Avg Losing Trade [%],77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Sharpe Ratio,77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Calmar Ratio,77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Omega Ratio,77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Sortino Ratio,77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Least Avg Losing Trade Duration,77,78,MRVL,SMA,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
Most Total Trades,73,80,MRVL,SMA,0,true,false,None,1,76,1.2050642734160946,52.0,1.507105183200698,5.817742053951554,0.770980749270526,1.0123659862730006,48 days 00:38:24,0.008220482920750631,0.2533735513573583,0.5034132401968566,1.4740619650907572,0,6299,6300 days 00:00:00,1000.0,9305.06938524299,830.5069385242991,412.70173725329073,100.0,771.9897744025437,60.17833862298232,906 days 00:00:00,75,-9.30506938524195,199.8660259821004,-53.34052356020942,20.261437878822626,-9.829595089658774,63 days 03:04:36.923076923,31 days 16:00:00,110.85832606170982,0.5141377558535947,0.22923988676063134,1.108401000405695,0.6439721153166195,13.974469444739523,1.1120490563587595,0.9967195188627666,-0.03286969601725516,,,0.000606241861131922,0.15277294900524435,8.305069385243007,0.09332375593436826,0.3576128586071829,0,76,9123.551587301587,,,,
