Short Window,Long Window
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,39
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
9,21
9,22
9,23
9,24
9,25
9,26
10,20
10,21
10,22
10,23
10,24
11,18
11,19
11,20
11,21
11,22
12,17
12,18
12,19
12,20
12,21
13,16
13,17
13,18
13,19
14,15
14,16
14,17
14,18
15,16
15,17
55,88
55,89
56,87
56,88
56,89
57,86
57,87
57,88
58,84
58,85
58,86
59,83
59,84
59,85
60,82
60,83
60,84
61,80
61,81
61,82
61,83
62,79
62,80
62,81
63,78
63,79
63,80
64,77
64,78
64,79
65,76
65,77
65,78
66,75
66,76
66,77
67,74
67,75
67,76
68,73
68,74
68,75
69,72
69,73
70,71
70,72
