Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
SPG,SMA,69,81,0,true,false,None,1,74,1.683192261158942,64.38356164383562,3.7532656314251334,5.094705994645052,1.0225787240357764,1.6164204172710637,66 days 17:25:28.767123288,0.006338028169014085,0.1954225352112676,0.38820422535211263,0.9956203616295788,0,7952,7953 days 00:00:00,1000.0,18900.77082494639,1790.0770824946392,684.1702773293965,100.0,588.5483397790055,53.27116807627321,1457 days 00:00:00,73,-18.90077082494463,99.6548322815271,-13.91806691370617,11.276977113825323,-6.080937951565439,83 days 04:35:44.680851064,36 days 23:04:36.923076923,245.47495336673063,0.6742890219596869,0.27109418509882643,1.1447152081429148,1.9669312880838936,52.07446612591818,1.0310619904956806,1.1102292768959436,-0.018352297658228354,,,0.0004497394398281793,0.11333433883670119,17.90077082494646,0.09760664922470652,0.20228402578349444,0,74,11517.777777777777,,,,
AMZN,SMA,77,81,0,true,false,None,1,103,1.5975461728044387,59.80392156862745,2.150330578450865,8.432202861138098,1.3756797512500627,-0.8356454420803171,44 days 21:10:35.294117646,0.009935372151272458,0.30516365688487584,0.6073645598194131,2.573201860700015,0,7088,7089 days 00:00:00,1000.0,385717.7539032386,38471.77539032386,234077.9341764548,100.0,28025.926154351302,61.842006707904154,1026 days 00:00:00,102,-385.7177539031836,206.21403300407945,-21.874271282371414,18.969768078804215,-7.2456380724627065,57 days 08:39:20.655737705,26 days 07:36:35.121951219,3775.5242319327635,0.86557300956103,0.5802229895590906,1.1966220410065558,1.14229267419032,17.37204963535144,1.1813069124953848,1.012964563526361,-0.032461452406484494,,,0.0011676912735634542,0.2942582009379905,384.7177539032359,0.235767575781773,0.4091391433605143,0,103,10266.349206349207,,,,
AZO,SMA,46,52,0,true,false,None,1,134,1.4810195386603755,61.65413533834586,2.2182941914771614,2.9893374504253654,0.9122199957557584,-0.9618199376756351,41 days 14:04:30.676691728,0.010631545390094544,0.3258075720736367,0.649183744355679,0.9739487768318836,0,8637,8638 days 00:00:00,1000.0,20352.482281426925,1935.2482281426924,50687.403590425805,100.0,1874.2665746751586,62.656548411456114,2066 days 00:00:00,133,-20.352482281425182,81.65684479637981,-27.564932613929514,8.3720997246329,-5.665299931633807,48 days 22:32:11.707317073,29 days 18:21:10.588235294,145.6604117572057,0.6118343251869556,0.21671191887320582,1.1234885331124846,0.6165925538627168,17.39033568195492,1.1033831549250788,1.0182215743440235,-0.020037424099679062,,,0.00044500826614870815,0.11214208306947446,19.352482281426784,0.09188486042564992,0.22058752232380544,0,134,12509.940476190475,,,,
KEY,SMA,73,80,0,true,false,None,1,115,1.4715180968804336,62.28070175438597,1.6433546081987132,2.883201592481384,0.6540069054329619,3.111354678019803,48 days 07:22:06.315789473,0.008288421368478148,0.25431760741364784,0.5064237573715248,0.7332489306910849,0,9496,9497 days 00:00:00,1000.0,9168.300940748664,816.8300940748666,198.6766304648485,100.0,858.3503530999012,62.64710561186364,3958 days 00:00:00,114,-9.16830094074794,101.42237488846047,-35.58892755423098,8.954022505115129,-7.140712007448753,57 days 12:30:25.352112676,33 days 02:13:57.209302325,71.73218633060884,0.42389423386825187,0.14188931702592103,1.0986188582334164,4.076750018615722,161.7101104739394,1.0665097610079435,1.0301067073170733,-0.02079536843652787,,,0.00036455530613258296,0.0918679371454109,8.168300940748638,0.06055706539981354,0.26082704277459634,0,115,13754.126984126984,,,,
INTC,SMA,63,82,0,true,false,None,1,80,1.3292585139387236,56.9620253164557,1.3978335375574762,9.080527191881353,0.8638216323387827,0.34341677020695854,80 days 16:24:18.227848101,0.004772704388644089,0.14700735036751839,0.2921771088554428,1.3349042424186799,0,11428,11429 days 00:00:00,1000.0,95650.00646103594,9465.000646103594,7045.468581314102,100.0,9011.501279309541,58.16245564790835,2400 days 00:00:00,79,-95.65000646102999,133.3566421634613,-40.00637720488466,23.837622409060184,-10.450922360267104,108 days 10:40:00,43 days 22:35:17.647058823,1199.3121071835071,0.5899530937087165,0.2695781553757781,1.1250577248261302,0.09535335293414332,16.898817229893,1.0746557026926271,1.0469006231551328,-0.02677459500651382,,,0.0005693572212101313,0.14347801974495308,94.65000646103522,0.1057895122866308,0.29269415710123015,0,80,16552.460317460318,,,,
UAA,SMA,73,78,0,true,false,None,1,69,1.289678688237021,57.35294117647059,1.3684431870511222,4.761364272321214,0.8417146009989473,4.0491131618316665,40 days 05:38:49.411764705,0.009494023297366927,0.2930232558139535,0.5817997977755308,1.3951904611917976,0,4945,4946 days 00:00:00,1000.0,7094.858704938604,609.4858704938604,120.7114697094167,100.0,668.3867374426635,62.90689319699607,1379 days 00:00:00,68,-7.094858704937906,88.81346402554982,-44.922671556034274,15.807653592368698,-10.093990330501263,47 days 19:41:32.307692307,30 days 00:49:39.310344827,89.734611230052,0.5553822741523529,0.24730556198653753,1.1208864849936089,1.1318335519045635,21.705952313916043,1.0946529715150368,1.0239651416122006,-0.030687071683402057,,,0.0006235014515750401,0.1571223657969101,6.094858704938604,0.10498353748818068,0.34048043178249193,0,69,7162.400793650793,,,,
MRVL,SMA,77,78,0,true,false,None,1,180,1.274722905728495,54.18994413407822,1.4693014863473535,2.7283940804202693,0.8829318141673927,2.8339692763785576,20 days 02:00:40.223463686,0.01961955257085817,0.600095253214796,1.196856643911732,1.6372963365595519,0,6299,6300 days 00:00:00,1000.0,16822.857809371726,1582.2857809371726,412.70173725329073,100.0,2475.431242732712,60.030469773470685,902 days 00:00:00,179,-16.822857809369452,183.76731982878803,-48.4720930232558,10.320239442369951,-6.252203481886062,25 days 15:20:24.742268041,13 days 12:17:33.658536585,88.48983612950332,0.5918915698736691,0.2959697090584463,1.1272727597010188,0.2666051145012775,18.754210538378043,1.1714074191346637,0.9623233908948193,-0.03294169082000986,,,0.0007140369424792239,0.17993730950476444,15.822857809371623,0.11953065766432713,0.36586867685354946,0,180,9123.551587301587,,,,
NUE,SMA,71,85,0,true,false,None,1,96,1.262327732954813,58.94736842105262,1.481873198091797,4.181531116504422,0.5948722501075108,-0.9399421127765261,70 days 03:01:53.684210525,0.0057393280622935255,0.17640882044102207,0.35098004900245017,0.7376589718999751,0,11428,11429 days 00:00:00,1000.0,11653.326648936452,1065.3326648936452,17738.430606617403,100.0,1062.4044130866803,61.64049496871633,3266 days 00:00:00,95,-11.653326648935035,131.94682118370926,-24.63533689334367,13.52557008552778,-9.235550480041939,83 days 10:42:51.428571428,51 days 00:00:00,112.26294711142509,0.41019166895937725,0.1323473307208085,1.0803330898439198,-0.00999067903207594,7.796773410526125,1.0977362251202196,0.9841463414634147,-0.0248757215385703,,,0.00034150002960203773,0.08605800745971351,10.653326648936398,0.05563635622211183,0.2524937385313527,0,96,16552.460317460318,,,,
HPQ,SMA,53,87,0,true,false,None,1,98,1.2512006223801628,53.608247422680414,1.690687670948209,7.100600301063603,0.7127576903582499,-0.5572872617605481,95 days 23:45:09.278350515,0.00418744844705175,0.1286812980679047,0.25604952166572875,0.9137144638022194,0,15993,15994 days 00:00:00,1000.0,89080.58168262776,8808.058168262774,19895.651079049647,100.0,4786.05203143665,58.23798156220571,2746 days 00:00:00,97,-89.08058168261778,136.84339746873667,-30.18121041305098,21.80948962897919,-9.896338477861075,130 days 03:41:32.307692308,56 days 12:16:00,908.9655903537152,0.4896319700879221,0.1852547829627431,1.0997035125400338,0.06910569124891185,13.980616184625292,1.0648074654131425,1.0327721661054992,-0.023925563480537516,,,0.0004068809504121249,0.10253399950385547,88.08058168262711,0.07329869959997093,0.2520253885429873,0,98,23164.464285714286,,,,
VFC,SMA,37,74,0,true,false,None,1,79,1.2118592226338643,50.0,1.5585722546558098,7.585346419244364,0.9019777025452123,0.3089802088029012,88 days 19:41:32.307692308,0.004712290409041,0.1451697584879244,0.28850192509625483,1.1011629077289464,0,11428,11429 days 00:00:00,1000.0,53723.18414416933,5272.318414416933,4027.8060576932744,100.0,4534.508223200969,51.00219438161561,1612 days 00:00:00,78,-53.72318414416077,114.81642767917293,-29.043540706662686,22.33885525342921,-7.168162414940481,131 days 23:23:04.615384616,45 days 16:00:00,676.6270170296602,0.605520242612186,0.2660225959531909,1.1260457993327093,0.7657086771169086,22.372682385527604,1.0872965762380296,1.0356381358513553,-0.020361910716105658,,,0.000447976099170544,0.1128899769909771,52.72318414416946,0.09181394236607643,0.2243741807101278,0,79,16552.460317460318,,,,
