Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Expectancy,60,66,TJX,SMA,0,true,false,None,1,130,1.2987305070530557,55.81395348837209,1.633369366851404,3.950577374735134,0.9159596758848778,-0.7805536593301029,47 days 03:09:46.046511627,0.009289008520925129,0.28473091364205255,0.5672715894868586,1.124851505321956,0,9588,9589 days 00:00:00,1000.0,37722.173834713736,3672.2173834713735,16734.01056614254,100.0,4641.0775605369745,58.025756852988984,1697 days 00:00:00,129,-37.722173834707064,88.31876458758423,-29.74299553713287,11.843371965226522,-6.019268423780304,61 days 15:20:00,28 days 19:22:06.315789474,284.96043417479444,0.6189138943072099,0.2553798655087967,1.1219682306921221,0.024035002565674653,9.837103370623556,1.1100442906781267,1.0107418596844577,-0.023192694165064715,,,0.0004958975581343644,0.12496618464985983,36.722173834713686,0.10010246844308224,0.24300121210731948,0,130,13887.380952380952,,,,
Median Max Drawdown [%],61,65,TJX,SMA,0,true,false,None,1,165,1.2924704283753883,57.92682926829268,1.5555557850953161,3.19073145172371,0.9367908806656737,-0.7541384052302904,36 days 22:49:45.365853657,0.011809282150633498,0.3613892365456821,0.7205882352941176,1.1530960033607276,0,9588,9589 days 00:00:00,1000.0,42142.50524684975,4114.250524684975,16734.01056614254,100.0,6373.478317054256,59.32099582877394,1697 days 00:00:00,164,-42.14250524684758,87.0542857849231,-32.075831946790984,9.634220946926462,-5.6807395923960184,47 days 13:53:41.052631579,22 days 07:39:07.826086956,251.12590092741794,0.633066979752051,0.25798493536749456,1.12512638960499,0.012365085582162798,9.827594961436688,1.1210118981536437,1.0036703370036706,-0.023074215951318623,,,0.0005076710874214858,0.1279331140302144,41.14250524684997,0.10331070953587318,0.24320890441798376,0,165,13887.380952380952,,,,
Most Win Rate [%],61,65,TJX,SMA,0,true,false,None,1,165,1.2924704283753883,57.92682926829268,1.5555557850953161,3.19073145172371,0.9367908806656737,-0.7541384052302904,36 days 22:49:45.365853657,0.011809282150633498,0.3613892365456821,0.7205882352941176,1.1530960033607276,0,9588,9589 days 00:00:00,1000.0,42142.50524684975,4114.250524684975,16734.01056614254,100.0,6373.478317054256,59.32099582877394,1697 days 00:00:00,164,-42.14250524684758,87.0542857849231,-32.075831946790984,9.634220946926462,-5.6807395923960184,47 days 13:53:41.052631579,22 days 07:39:07.826086956,251.12590092741794,0.633066979752051,0.25798493536749456,1.12512638960499,0.012365085582162798,9.827594961436688,1.1210118981536437,1.0036703370036706,-0.023074215951318623,,,0.0005076710874214858,0.1279331140302144,41.14250524684997,0.10331070953587318,0.24320890441798376,0,165,13887.380952380952,,,,
Mean Best Trade [%],61,65,TJX,SMA,0,true,false,None,1,165,1.2924704283753883,57.92682926829268,1.5555557850953161,3.19073145172371,0.9367908806656737,-0.7541384052302904,36 days 22:49:45.365853657,0.011809282150633498,0.3613892365456821,0.7205882352941176,1.1530960033607276,0,9588,9589 days 00:00:00,1000.0,42142.50524684975,4114.250524684975,16734.01056614254,100.0,6373.478317054256,59.32099582877394,1697 days 00:00:00,164,-42.14250524684758,87.0542857849231,-32.075831946790984,9.634220946926462,-5.6807395923960184,47 days 13:53:41.052631579,22 days 07:39:07.826086956,251.12590092741794,0.633066979752051,0.25798493536749456,1.12512638960499,0.012365085582162798,9.827594961436688,1.1210118981536437,1.0036703370036706,-0.023074215951318623,,,0.0005076710874214858,0.1279331140302144,41.14250524684997,0.10331070953587318,0.24320890441798376,0,165,13887.380952380952,,,,
Mean Profit Factor,61,65,TJX,SMA,0,true,false,None,1,165,1.2924704283753883,57.92682926829268,1.5555557850953161,3.19073145172371,0.9367908806656737,-0.7541384052302904,36 days 22:49:45.365853657,0.011809282150633498,0.3613892365456821,0.7205882352941176,1.1530960033607276,0,9588,9589 days 00:00:00,1000.0,42142.50524684975,4114.250524684975,16734.01056614254,100.0,6373.478317054256,59.32099582877394,1697 days 00:00:00,164,-42.14250524684758,87.0542857849231,-32.075831946790984,9.634220946926462,-5.6807395923960184,47 days 13:53:41.052631579,22 days 07:39:07.826086956,251.12590092741794,0.633066979752051,0.25798493536749456,1.12512638960499,0.012365085582162798,9.827594961436688,1.1210118981536437,1.0036703370036706,-0.023074215951318623,,,0.0005076710874214858,0.1279331140302144,41.14250524684997,0.10331070953587318,0.24320890441798376,0,165,13887.380952380952,,,,
Mean Avg Losing Trade [%],61,66,TJX,SMA,0,true,false,None,1,152,1.2753733545684869,56.29139072847682,1.6153001481334783,3.266198702988022,0.9026685835665165,-0.7943886481966865,40 days 07:09:08.344370860,0.010873180516741817,0.33291614518147683,0.6636420525657072,1.0873702815955117,0,9588,9589 days 00:00:00,1000.0,35407.02533595498,3440.7025335954986,16734.01056614254,100.0,4933.017471045106,55.57915500936047,1697 days 00:00:00,151,-35.40702533595322,91.19804163638356,-28.242995905816322,9.96427067838576,-5.360106113812096,52 days 12:59:17.647058823,24 days 12:43:38.181818182,228.09557855159557,0.611188739525856,0.26164710430013155,1.1202154731631522,-0.009294676352052654,9.712805213176242,1.1164987662183543,1.0033288948069243,-0.023062491005950855,,,0.0004889802818557772,0.12322303102765585,34.407025335955,0.09827284317718066,0.24264017186032358,0,152,13887.380952380952,,,,
Median Total Return [%],58,66,TJX,SMA,0,true,false,None,1,119,1.2623289973583562,54.23728813559322,1.714999183795032,3.8151573907697474,0.7618965282501128,-0.8834834748384044,51 days 10:58:58.983050847,0.008496922523016785,0.26063829787234044,0.5190863579474343,0.9943761284453065,0,9588,9589 days 00:00:00,1000.0,20497.887631843532,1949.7887631843532,16734.01056614254,100.0,2091.9215299803263,64.63770065947084,1697 days 00:00:00,118,-20.497887631841877,90.73421989032666,-29.214524400977588,12.752450823692268,-6.77719038158287,69 days 21:22:30,29 days 14:40:00,165.41004677521494,0.5333902621760532,0.18849106228498697,1.1085238054330189,-1.667035924805191,56.01969256997196,1.0996467379220463,1.008072653884965,-0.02314779803959575,,,0.00044640519951884603,0.1124941102787492,19.49788763184356,0.08260957316089157,0.25382293655917776,0,119,13887.380952380952,,,,
Mean Win Rate [%],58,66,TJX,SMA,0,true,false,None,1,119,1.2623289973583562,54.23728813559322,1.714999183795032,3.8151573907697474,0.7618965282501128,-0.8834834748384044,51 days 10:58:58.983050847,0.008496922523016785,0.26063829787234044,0.5190863579474343,0.9943761284453065,0,9588,9589 days 00:00:00,1000.0,20497.887631843532,1949.7887631843532,16734.01056614254,100.0,2091.9215299803263,64.63770065947084,1697 days 00:00:00,118,-20.497887631841877,90.73421989032666,-29.214524400977588,12.752450823692268,-6.77719038158287,69 days 21:22:30,29 days 14:40:00,165.41004677521494,0.5333902621760532,0.18849106228498697,1.1085238054330189,-1.667035924805191,56.01969256997196,1.0996467379220463,1.008072653884965,-0.02314779803959575,,,0.00044640519951884603,0.1124941102787492,19.49788763184356,0.08260957316089157,0.25382293655917776,0,119,13887.380952380952,,,,
Median Best Trade [%],58,66,TJX,SMA,0,true,false,None,1,119,1.2623289973583562,54.23728813559322,1.714999183795032,3.8151573907697474,0.7618965282501128,-0.8834834748384044,51 days 10:58:58.983050847,0.008496922523016785,0.26063829787234044,0.5190863579474343,0.9943761284453065,0,9588,9589 days 00:00:00,1000.0,20497.887631843532,1949.7887631843532,16734.01056614254,100.0,2091.9215299803263,64.63770065947084,1697 days 00:00:00,118,-20.497887631841877,90.73421989032666,-29.214524400977588,12.752450823692268,-6.77719038158287,69 days 21:22:30,29 days 14:40:00,165.41004677521494,0.5333902621760532,0.18849106228498697,1.1085238054330189,-1.667035924805191,56.01969256997196,1.0996467379220463,1.008072653884965,-0.02314779803959575,,,0.00044640519951884603,0.1124941102787492,19.49788763184356,0.08260957316089157,0.25382293655917776,0,119,13887.380952380952,,,,
Most Profit Factor,58,66,TJX,SMA,0,true,false,None,1,119,1.2623289973583562,54.23728813559322,1.714999183795032,3.8151573907697474,0.7618965282501128,-0.8834834748384044,51 days 10:58:58.983050847,0.008496922523016785,0.26063829787234044,0.5190863579474343,0.9943761284453065,0,9588,9589 days 00:00:00,1000.0,20497.887631843532,1949.7887631843532,16734.01056614254,100.0,2091.9215299803263,64.63770065947084,1697 days 00:00:00,118,-20.497887631841877,90.73421989032666,-29.214524400977588,12.752450823692268,-6.77719038158287,69 days 21:22:30,29 days 14:40:00,165.41004677521494,0.5333902621760532,0.18849106228498697,1.1085238054330189,-1.667035924805191,56.01969256997196,1.0996467379220463,1.008072653884965,-0.02314779803959575,,,0.00044640519951884603,0.1124941102787492,19.49788763184356,0.08260957316089157,0.25382293655917776,0,119,13887.380952380952,,,,
