Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Win Rate [%],63,82,INTC,SMA,0,true,false,None,1,80,1.3292585139387236,56.9620253164557,1.3978335375574762,9.080527191881353,0.8638216323387827,0.34341677020695854,80 days 16:24:18.227848101,0.004772704388644089,0.14700735036751839,0.2921771088554428,1.3349042424186799,0,11428,11429 days 00:00:00,1000.0,95650.00646103594,9465.000646103594,7045.468581314102,100.0,9011.501279309541,58.16245564790835,2400 days 00:00:00,79,-95.65000646102999,133.3566421634613,-40.00637720488466,23.837622409060184,-10.450922360267104,108 days 10:40:00,43 days 22:35:17.647058823,1199.3121071835071,0.5899530937087165,0.2695781553757781,1.1250577248261302,0.09535335293414332,16.898817229893,1.0746557026926271,1.0469006231551328,-0.02677459500651382,,,0.0005693572212101313,0.14347801974495308,94.65000646103522,0.1057895122866308,0.29269415710123015,0,80,16552.460317460318,,,,
Median Best Trade [%],63,82,INTC,SMA,0,true,false,None,1,80,1.3292585139387236,56.9620253164557,1.3978335375574762,9.080527191881353,0.8638216323387827,0.34341677020695854,80 days 16:24:18.227848101,0.004772704388644089,0.14700735036751839,0.2921771088554428,1.3349042424186799,0,11428,11429 days 00:00:00,1000.0,95650.00646103594,9465.000646103594,7045.468581314102,100.0,9011.501279309541,58.16245564790835,2400 days 00:00:00,79,-95.65000646102999,133.3566421634613,-40.00637720488466,23.837622409060184,-10.450922360267104,108 days 10:40:00,43 days 22:35:17.647058823,1199.3121071835071,0.5899530937087165,0.2695781553757781,1.1250577248261302,0.09535335293414332,16.898817229893,1.0746557026926271,1.0469006231551328,-0.02677459500651382,,,0.0005693572212101313,0.14347801974495308,94.65000646103522,0.1057895122866308,0.29269415710123015,0,80,16552.460317460318,,,,
Median Total Fees Paid,63,80,INTC,SMA,0,true,false,None,1,89,1.3277389845622223,56.81818181818182,1.4303238277489039,7.867395700654173,0.8479852621092593,0.16818596372147862,72 days 06:49:05.454545454,0.005316430205071897,0.1635456772838642,0.32525376268813444,1.2866785583236482,0,11428,11429 days 00:00:00,1000.0,83304.17504531813,8230.417504531813,7045.468581314102,100.0,8408.483302390008,59.984782125088174,2372 days 00:00:00,88,-83.30417504531215,127.71477331117767,-41.901576872536126,20.73554655164869,-9.06438173486493,94 days 11:31:12,43 days 01:53:41.052631579,936.2213547768588,0.5785212086931176,0.2528958307963876,1.1225308038865924,0.11527534844071169,17.020441473096163,1.078039177183316,1.0412708811005569,-0.02672990106442297,,,0.000555506378305199,0.13998760733291016,82.30417504531721,0.10242515446092804,0.29121682830744267,0,89,16552.460317460318,,,,
Least Worst Trade [%],63,80,INTC,SMA,0,true,false,None,1,89,1.3277389845622223,56.81818181818182,1.4303238277489039,7.867395700654173,0.8479852621092593,0.16818596372147862,72 days 06:49:05.454545454,0.005316430205071897,0.1635456772838642,0.32525376268813444,1.2866785583236482,0,11428,11429 days 00:00:00,1000.0,83304.17504531813,8230.417504531813,7045.468581314102,100.0,8408.483302390008,59.984782125088174,2372 days 00:00:00,88,-83.30417504531215,127.71477331117767,-41.901576872536126,20.73554655164869,-9.06438173486493,94 days 11:31:12,43 days 01:53:41.052631579,936.2213547768588,0.5785212086931176,0.2528958307963876,1.1225308038865924,0.11527534844071169,17.020441473096163,1.078039177183316,1.0412708811005569,-0.02672990106442297,,,0.000555506378305199,0.13998760733291016,82.30417504531721,0.10242515446092804,0.29121682830744267,0,89,16552.460317460318,,,,
Most Profit Factor,61,84,INTC,SMA,0,true,false,None,1,77,1.3214829992891632,56.57894736842105,1.4947341759263322,9.133517890574804,0.8496410323003312,0.20654131108126836,83 days 21:09:28.421052630,0.004591462449834821,0.14149457472873644,0.2811515575778789,1.292343229704188,0,11428,11429 days 00:00:00,1000.0,86006.48899280601,8500.6488992806,7045.468581314102,100.0,6578.8897685811535,59.87881398190825,2416 days 00:00:00,76,-86.0064889928035,130.88265895953754,-35.8495251017639,23.859776282611463,-10.055243044503266,112 days 05:01:23.720930232,46 days 23:16:21.818181818,1119.6380984447214,0.5805942317227193,0.25530534339577865,1.1229721980341008,0.09255515206874386,16.946480777374287,1.0726320650187766,1.046931407942238,-0.026790589654545886,,,0.000559657239973292,0.1410336244732696,85.00648899280588,0.10320142418529099,0.29234529737548604,0,77,16552.460317460318,,,,
Least Max Drawdown [%],61,83,INTC,SMA,0,true,false,None,1,80,1.3164427608585774,55.69620253164557,1.460455778521461,9.173430197878986,0.8764018207201782,0.44267783811434097,80 days 17:00:45.569620253,0.004772704388644089,0.14700735036751839,0.2921771088554428,1.3485616671715697,0,11428,11429 days 00:00:00,1000.0,102643.41381392743,10164.341381392742,7045.468581314102,100.0,8759.648233747175,56.972122016785875,2227 days 00:00:00,79,-102.64341381391569,130.8826589595376,-35.849525101763895,24.27126022358963,-9.806698977300105,111 days 20:43:38.181818182,41 days 13:01:42.857142857,1287.9247750346995,0.5964084798665735,0.2797915002722944,1.1263923851180353,0.1348675019987149,16.793190090363748,1.0821576857338826,1.040876389797253,-0.026779583524661157,,,0.0005752425638219276,0.14496112608312575,101.6434138139271,0.1075113545222326,0.2925188828395493,0,80,16552.460317460318,,,,
Mean Avg Losing Trade [%],61,83,INTC,SMA,0,true,false,None,1,80,1.3164427608585774,55.69620253164557,1.460455778521461,9.173430197878986,0.8764018207201782,0.44267783811434097,80 days 17:00:45.569620253,0.004772704388644089,0.14700735036751839,0.2921771088554428,1.3485616671715697,0,11428,11429 days 00:00:00,1000.0,102643.41381392743,10164.341381392742,7045.468581314102,100.0,8759.648233747175,56.972122016785875,2227 days 00:00:00,79,-102.64341381391569,130.8826589595376,-35.849525101763895,24.27126022358963,-9.806698977300105,111 days 20:43:38.181818182,41 days 13:01:42.857142857,1287.9247750346995,0.5964084798665735,0.2797915002722944,1.1263923851180353,0.1348675019987149,16.793190090363748,1.0821576857338826,1.040876389797253,-0.026779583524661157,,,0.0005752425638219276,0.14496112608312575,101.6434138139271,0.1075113545222326,0.2925188828395493,0,80,16552.460317460318,,,,
Least Max Drawdown Duration,61,83,INTC,SMA,0,true,false,None,1,80,1.3164427608585774,55.69620253164557,1.460455778521461,9.173430197878986,0.8764018207201782,0.44267783811434097,80 days 17:00:45.569620253,0.004772704388644089,0.14700735036751839,0.2921771088554428,1.3485616671715697,0,11428,11429 days 00:00:00,1000.0,102643.41381392743,10164.341381392742,7045.468581314102,100.0,8759.648233747175,56.972122016785875,2227 days 00:00:00,79,-102.64341381391569,130.8826589595376,-35.849525101763895,24.27126022358963,-9.806698977300105,111 days 20:43:38.181818182,41 days 13:01:42.857142857,1287.9247750346995,0.5964084798665735,0.2797915002722944,1.1263923851180353,0.1348675019987149,16.793190090363748,1.0821576857338826,1.040876389797253,-0.026779583524661157,,,0.0005752425638219276,0.14496112608312575,101.6434138139271,0.1075113545222326,0.2925188828395493,0,80,16552.460317460318,,,,
Mean Total Return [%],59,84,INTC,SMA,0,true,false,None,1,81,1.310083804005568,56.25,1.4541164826654924,8.78945608952195,0.8288853596007467,0.022580423121079243,79 days 17:24:00,0.004833118368247179,0.14884494224711237,0.29585229261463075,1.3082660840284248,0,11428,11429 days 00:00:00,1000.0,73045.58242966444,7204.558242966445,7045.468581314102,100.0,6267.643040791523,62.72276035723395,2291 days 00:00:00,80,-73.0455824296514,141.1018556701031,-35.8495251017639,23.36452259832274,-9.949915136079063,108 days 06:56:00,43 days 00:00:00,901.4828501511752,0.5660094028413272,0.2341662974959033,1.11954223164493,0.10929701278019538,16.914986949692903,1.0807915565407926,1.0358539765319428,-0.026750082207737377,,,0.0005448760276580601,0.13730875896983114,72.04558242966397,0.09923539945877158,0.29195825399826864,0,81,16552.460317460318,,,,
Most Total Return [%],64,81,INTC,SMA,0,true,false,None,1,86,1.3021390595675681,54.11764705882353,1.443176583368481,8.78144744190241,0.9100829942033989,0.8523934768859428,74 days 21:44:28.235294117,0.005135188266262628,0.15803290164508227,0.31422821141057056,1.387757619887623,0,11428,11429 days 00:00:00,1000.0,131509.80041631102,13050.9800416311,7045.468581314102,100.0,12213.58567584742,58.16245564790836,2228 days 00:00:00,85,-131.509800416301,127.8087452471483,-40.00637720488466,23.832500806757416,-8.97107703972144,102 days 10:57:23.478260870,42 days 09:50:46.153846153,1536.956590785027,0.6194545514473755,0.28990457676644465,1.1317272125794087,0.12101882196957207,16.886121438239122,1.082722394463323,1.0452607412266317,-0.026729901064422936,,,0.0005962908090681581,0.15026528388517585,130.50980041631112,0.11357962077145789,0.29194118717339945,0,86,16552.460317460318,,,,
