Metric Type,Fast Period,Slow Period,Ticker,Strategy Type,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Win Rate [%],72,82,VNO,SMA,0,true,false,None,1,118,1.3364666652895933,55.55555555555556,1.7423419997561111,4.208776862300997,0.9021966524222385,-0.2207789294702542,57 days 02:03:04.615384615,0.0070684356135615,0.21683584179208962,0.43183409170458525,0.9126136738521063,0,11428,11429 days 00:00:00,1000.0,38789.71971297396,3778.9719712973956,4849.678883462813,100.0,3574.1324370485354,58.65074600954052,2427 days 00:00:00,117,-38.78971971297142,89.64719008657809,-23.03958688599805,12.115607006896937,-5.674760818443928,70 days 07:45:13.846153846,40 days 12:55:23.076923077,323.3205934417682,0.5956694140950969,0.21129491565218908,1.1355085922278298,0.8908627948543024,22.826842930891864,1.1160662324004205,1.0174204355108878,-0.018050464084817763,,,0.000403251615061504,0.101619406995499,37.789719712974005,0.08400151288174462,0.2053135050354744,0,118,16552.460317460318,,,,
Mean Avg Winning Trade [%],72,82,VNO,SMA,0,true,false,None,1,118,1.3364666652895933,55.55555555555556,1.7423419997561111,4.208776862300997,0.9021966524222385,-0.2207789294702542,57 days 02:03:04.615384615,0.0070684356135615,0.21683584179208962,0.43183409170458525,0.9126136738521063,0,11428,11429 days 00:00:00,1000.0,38789.71971297396,3778.9719712973956,4849.678883462813,100.0,3574.1324370485354,58.65074600954052,2427 days 00:00:00,117,-38.78971971297142,89.64719008657809,-23.03958688599805,12.115607006896937,-5.674760818443928,70 days 07:45:13.846153846,40 days 12:55:23.076923077,323.3205934417682,0.5956694140950969,0.21129491565218908,1.1355085922278298,0.8908627948543024,22.826842930891864,1.1160662324004205,1.0174204355108878,-0.018050464084817763,,,0.000403251615061504,0.101619406995499,37.789719712974005,0.08400151288174462,0.2053135050354744,0,118,16552.460317460318,,,,
Least Max Drawdown [%],72,86,VNO,SMA,0,true,false,None,1,102,1.2679841116941066,51.48514851485149,1.6514714230436622,5.011477675518415,0.9309715431057416,-0.12501714081413462,66 days 08:04:45.148514852,0.0061018119399120635,0.18743437171858596,0.37303115155757793,0.9393231694925136,0,11428,11429 days 00:00:00,1000.0,43433.85895585607,4243.385895585608,4849.678883462813,100.0,4520.8813520238355,54.80643204904997,2636 days 00:00:00,101,-43.43385895585379,90.21585183979653,-22.607478134226113,14.831905648809284,-5.410200990014754,87 days 05:04:36.923076924,44 days 04:24:29.387755102,420.56725559219706,0.6147021966695732,0.2335354105058045,1.1392290422735052,0.8611849223492632,22.573076304509915,1.1082372328639052,1.027964959568733,-0.017871892425427752,,,0.00041121817622481293,0.10362698040865286,42.43385895585551,0.0867077451453111,0.2028870091936115,0,102,16552.460317460318,,,,
Median Win Rate [%],72,86,VNO,SMA,0,true,false,None,1,102,1.2679841116941066,51.48514851485149,1.6514714230436622,5.011477675518415,0.9309715431057416,-0.12501714081413462,66 days 08:04:45.148514852,0.0061018119399120635,0.18743437171858596,0.37303115155757793,0.9393231694925136,0,11428,11429 days 00:00:00,1000.0,43433.85895585607,4243.385895585608,4849.678883462813,100.0,4520.8813520238355,54.80643204904997,2636 days 00:00:00,101,-43.43385895585379,90.21585183979653,-22.607478134226113,14.831905648809284,-5.410200990014754,87 days 05:04:36.923076924,44 days 04:24:29.387755102,420.56725559219706,0.6147021966695732,0.2335354105058045,1.1392290422735052,0.8611849223492632,22.573076304509915,1.1082372328639052,1.027964959568733,-0.017871892425427752,,,0.00041121817622481293,0.10362698040865286,42.43385895585551,0.0867077451453111,0.2028870091936115,0,102,16552.460317460318,,,,
Median Best Trade [%],72,86,VNO,SMA,0,true,false,None,1,102,1.2679841116941066,51.48514851485149,1.6514714230436622,5.011477675518415,0.9309715431057416,-0.12501714081413462,66 days 08:04:45.148514852,0.0061018119399120635,0.18743437171858596,0.37303115155757793,0.9393231694925136,0,11428,11429 days 00:00:00,1000.0,43433.85895585607,4243.385895585608,4849.678883462813,100.0,4520.8813520238355,54.80643204904997,2636 days 00:00:00,101,-43.43385895585379,90.21585183979653,-22.607478134226113,14.831905648809284,-5.410200990014754,87 days 05:04:36.923076924,44 days 04:24:29.387755102,420.56725559219706,0.6147021966695732,0.2335354105058045,1.1392290422735052,0.8611849223492632,22.573076304509915,1.1082372328639052,1.027964959568733,-0.017871892425427752,,,0.00041121817622481293,0.10362698040865286,42.43385895585551,0.0867077451453111,0.2028870091936115,0,102,16552.460317460318,,,,
Mean Profit Factor,72,86,VNO,SMA,0,true,false,None,1,102,1.2679841116941066,51.48514851485149,1.6514714230436622,5.011477675518415,0.9309715431057416,-0.12501714081413462,66 days 08:04:45.148514852,0.0061018119399120635,0.18743437171858596,0.37303115155757793,0.9393231694925136,0,11428,11429 days 00:00:00,1000.0,43433.85895585607,4243.385895585608,4849.678883462813,100.0,4520.8813520238355,54.80643204904997,2636 days 00:00:00,101,-43.43385895585379,90.21585183979653,-22.607478134226113,14.831905648809284,-5.410200990014754,87 days 05:04:36.923076924,44 days 04:24:29.387755102,420.56725559219706,0.6147021966695732,0.2335354105058045,1.1392290422735052,0.8611849223492632,22.573076304509915,1.1082372328639052,1.027964959568733,-0.017871892425427752,,,0.00041121817622481293,0.10362698040865286,42.43385895585551,0.0867077451453111,0.2028870091936115,0,102,16552.460317460318,,,,
Most Calmar Ratio,72,86,VNO,SMA,0,true,false,None,1,102,1.2679841116941066,51.48514851485149,1.6514714230436622,5.011477675518415,0.9309715431057416,-0.12501714081413462,66 days 08:04:45.148514852,0.0061018119399120635,0.18743437171858596,0.37303115155757793,0.9393231694925136,0,11428,11429 days 00:00:00,1000.0,43433.85895585607,4243.385895585608,4849.678883462813,100.0,4520.8813520238355,54.80643204904997,2636 days 00:00:00,101,-43.43385895585379,90.21585183979653,-22.607478134226113,14.831905648809284,-5.410200990014754,87 days 05:04:36.923076924,44 days 04:24:29.387755102,420.56725559219706,0.6147021966695732,0.2335354105058045,1.1392290422735052,0.8611849223492632,22.573076304509915,1.1082372328639052,1.027964959568733,-0.017871892425427752,,,0.00041121817622481293,0.10362698040865286,42.43385895585551,0.0867077451453111,0.2028870091936115,0,102,16552.460317460318,,,,
Least Total Fees Paid,72,83,VNO,SMA,0,true,false,None,1,113,1.2475966590740533,50.89285714285714,1.7358730766269044,4.360469718592986,0.8952243856555869,-0.25743555362567216,59 days 13:55:42.857142856,0.006766365715546051,0.20764788239411971,0.41345817290864545,0.9054423033095167,0,11428,11429 days 00:00:00,1000.0,37011.99115191832,3601.1991151918323,4849.678883462813,100.0,3414.255631400381,54.92180873291906,2430 days 00:00:00,112,-37.01199115191412,90.5896250682777,-23.039586885998055,13.78015043293387,-5.401744839905748,76 days 20:37:53.684210526,41 days 16:08:43.636363636,321.86609949169844,0.5909467818346474,0.22257715034461004,1.1345700288054885,0.9066582153446122,23.146660251489106,1.1125141369769826,1.019825268817204,-0.01794512965533763,,,0.00039848836591730976,0.10041906821116206,36.011991151918195,0.08288080177021051,0.2045097308500754,0,113,16552.460317460318,,,,
Median Avg Losing Trade [%],72,83,VNO,SMA,0,true,false,None,1,113,1.2475966590740533,50.89285714285714,1.7358730766269044,4.360469718592986,0.8952243856555869,-0.25743555362567216,59 days 13:55:42.857142856,0.006766365715546051,0.20764788239411971,0.41345817290864545,0.9054423033095167,0,11428,11429 days 00:00:00,1000.0,37011.99115191832,3601.1991151918323,4849.678883462813,100.0,3414.255631400381,54.92180873291906,2430 days 00:00:00,112,-37.01199115191412,90.5896250682777,-23.039586885998055,13.78015043293387,-5.401744839905748,76 days 20:37:53.684210526,41 days 16:08:43.636363636,321.86609949169844,0.5909467818346474,0.22257715034461004,1.1345700288054885,0.9066582153446122,23.146660251489106,1.1125141369769826,1.019825268817204,-0.01794512965533763,,,0.00039848836591730976,0.10041906821116206,36.011991151918195,0.08288080177021051,0.2045097308500754,0,113,16552.460317460318,,,,
Median Expectancy,72,83,VNO,SMA,0,true,false,None,1,113,1.2475966590740533,50.89285714285714,1.7358730766269044,4.360469718592986,0.8952243856555869,-0.25743555362567216,59 days 13:55:42.857142856,0.006766365715546051,0.20764788239411971,0.41345817290864545,0.9054423033095167,0,11428,11429 days 00:00:00,1000.0,37011.99115191832,3601.1991151918323,4849.678883462813,100.0,3414.255631400381,54.92180873291906,2430 days 00:00:00,112,-37.01199115191412,90.5896250682777,-23.039586885998055,13.78015043293387,-5.401744839905748,76 days 20:37:53.684210526,41 days 16:08:43.636363636,321.86609949169844,0.5909467818346474,0.22257715034461004,1.1345700288054885,0.9066582153446122,23.146660251489106,1.1125141369769826,1.019825268817204,-0.01794512965533763,,,0.00039848836591730976,0.10041906821116206,36.011991151918195,0.08288080177021051,0.2045097308500754,0,113,16552.460317460318,,,,
