Date,Drawdown,Drawdown_Pct,Peak_Value,Current_Value
2014-09-17,0.0,0.0,1000.0,1000.0
2014-09-18,-1.3963000297508188e-05,-0.0013963000297508188,1000.0,999.9860369997025
2014-09-19,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-22,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-23,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-24,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-25,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-26,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-29,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-09-30,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-10-01,-0.0002616922063826905,-0.026169220638269052,1000.0,999.7383077936173
2014-10-02,-0.00027506620597830535,-0.027506620597830534,1000.0,999.7249337940217
2014-10-03,0.0,0.0,1000.0299340991975,1000.0299340991975
2014-10-06,-2.49988702116127e-05,-0.00249988702116127,1000.0299340991975,1000.0049344806672
2014-10-07,-0.0001099963640351737,-0.01099963640351737,1000.0299340991975,999.9199344425202
2014-10-08,0.0,0.0,1000.0699340610505,1000.0699340610505
2014-10-09,-0.00015698860916171797,-0.015698860916171797,1000.0699340610505,999.9129344730378
2014-10-10,0.0,0.0,1001.1069337635041,1001.1069337635041
2014-10-13,-5.2940894396483366e-05,-0.005294089439648337,1001.1069337635041,1001.0539342670442
2014-10-14,-0.00021476147218890847,-0.021476147218890847,1001.1069337635041,1000.8919345645905
2014-10-15,-0.0003026644669424893,-0.03026644669424893,1001.1069337635041,1000.8039342670442
2014-10-16,-0.00026370803164091323,-0.026370803164091322,1001.1069337635041,1000.8429338245393
2014-10-17,-0.0002257499419204994,-0.02257499419204994,1001.1069337635041,1000.8809339313508
2014-10-20,0.0,0.0,1001.3389341144563,1001.3389341144563
2014-10-21,0.0,0.0,1001.4849340229035,1001.4849340229035
2014-10-22,-0.0002686011983477425,-0.02686011983477425,1001.4849340229035,1001.2159339694978
2014-10-23,0.0,0.0,1001.7769338397981,1001.7769338397981
2014-10-24,0.0,0.0,1002.1009341983796,1002.1009341983796
2014-10-27,-0.0003293080691218343,-0.032930806912183426,1002.1009341983796,1001.7709342746736
2014-10-28,0.0,0.0,1002.1619340686799,1002.1619340686799
2014-10-29,0.0,0.0,1002.3509341983796,1002.3509341983796
2014-10-30,0.0,0.0,1002.3509341983796,1002.3509341983796
2014-10-31,0.0,0.0,1002.4389335422517,1002.4389335422517
2014-11-03,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-04,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-05,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-06,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-07,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-10,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-11,-0.000164536919689713,-0.0164536919689713,1002.4389335422517,1002.2739953279496
2014-11-12,-0.0005870674005658804,-0.05870674005658804,1002.4389335422517,1001.850434323311
2014-11-13,-0.00340621098382961,-0.340621098382961,1002.4389335422517,999.0244150362016
2014-11-14,-0.02628408056706481,-2.628408056706481,1002.4389335422517,976.0907478494646
2014-11-17,-0.03692413246116855,-3.6924132461168555,1002.4389335422517,965.424745575905
2014-11-18,-0.04864254414505686,-4.864254414505686,1002.4389335422517,953.677753464699
2014-11-19,-0.043857774549061805,-4.38577745490618,1002.4389335422517,958.4741927957537
2014-11-20,-0.04385976858710273,-4.385976858710273,1002.4389335422517,958.4721938943865
2014-11-21,-0.04399801106993864,-4.3998011069938645,1002.4389335422517,958.3336142473222
2014-11-24,-0.04401535776244736,-4.401535776244736,1002.4389335422517,958.3162252473833
2014-11-25,-0.044296671245570185,-4.429667124557018,1002.4389335422517,958.0342256593706
2014-11-26,-0.044017353703196344,-4.401735370319634,1002.4389335422517,958.3142244386675
2014-11-28,-0.04422983481974616,-4.422983481974616,1002.4389335422517,958.1012250947954
2014-12-01,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
2014-12-02,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
2014-12-03,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
2014-12-04,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
2014-12-05,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
2014-12-08,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
2014-12-09,-0.044295798724543096,-4.42957987245431,1002.4389335422517,958.0351003084185
