Date,BTC-USD_Strategy,MSTR_Strategy
2014-09-17,457.3340148925781,13.928000450134277
2014-09-18,424.44000244140625,13.963000297546387
2014-09-19,394.7959899902344,13.729000091552734
2014-09-22,402.1520080566406,13.387999534606934
2014-09-23,435.7909851074219,13.175000190734863
2014-09-24,423.2049865722656,13.472999572753906
2014-09-25,411.5740051269531,13.029999732971191
2014-09-26,404.42498779296875,13.121999740600586
2014-09-29,375.4670104980469,13.359999656677246
2014-09-30,386.9440002441406,13.083999633789062
2014-10-01,383.614990234375,12.859000205993652
2014-10-02,375.0719909667969,13.37399959564209
2014-10-03,359.5119934082031,13.678999900817871
2014-10-06,330.0790100097656,13.654000282287598
2014-10-07,336.18701171875,13.569000244140625
2014-10-08,352.94000244140625,13.718999862670898
2014-10-09,365.0260009765625,13.562000274658203
2014-10-10,361.56201171875,14.755999565124512
2014-10-13,390.41400146484375,14.70300006866455
2014-10-14,400.8699951171875,14.541000366210938
2014-10-15,394.77301025390625,14.45300006866455
2014-10-16,382.5559997558594,14.491999626159668
2014-10-17,383.75799560546875,14.529999732971191
2014-10-20,382.8450012207031,14.98799991607666
2014-10-21,386.4750061035156,15.133999824523926
2014-10-22,383.1579895019531,14.864999771118164
2014-10-23,358.4169921875,15.425999641418457
2014-10-24,358.3450012207031,15.75
2014-10-27,352.989013671875,15.420000076293945
2014-10-28,357.6180114746094,15.810999870300293
2014-10-29,335.59100341796875,16.0
2014-10-30,345.30499267578125,16.0
2014-10-31,338.3210144042969,16.08799934387207
2014-11-03,327.5539855957031,15.939000129699707
2014-11-04,330.49200439453125,15.840999603271484
2014-11-05,339.4859924316406,15.875
2014-11-06,349.2900085449219,15.838000297546387
2014-11-07,342.4150085449219,15.744000434875488
2014-11-10,366.92401123046875,15.85200023651123
2014-11-11,367.69500732421875,16.020999908447266
2014-11-12,423.5610046386719,15.998000144958496
2014-11-13,420.7349853515625,15.998000144958496
2014-11-14,397.8179931640625,16.674999237060547
2014-11-17,387.4079895019531,16.41900062561035
2014-11-18,375.197998046875,16.881999969482422
2014-11-19,380.55499267578125,16.70199966430664
2014-11-20,357.8399963378906,16.700000762939453
2014-11-21,350.8479919433594,16.577999114990234
2014-11-24,376.9010009765625,17.388999938964844
2014-11-25,375.3479919433594,17.10700035095215
2014-11-26,368.3699951171875,17.386999130249023
2014-11-28,376.4469909667969,17.173999786376953
2014-12-01,379.2449951171875,17.125
2014-12-02,381.31500244140625,17.051000595092773
2014-12-03,375.010009765625,16.95800018310547
2014-12-04,369.60400390625,16.884000778198242
2014-12-05,376.85400390625,16.97599983215332
2014-12-08,361.90899658203125,16.75
2014-12-09,352.218994140625,17.027000427246094
2014-12-10,346.364990234375,16.575000762939453
2014-12-11,350.5060119628906,16.740999221801758
2014-12-12,352.5419921875,15.824000358581543
2014-12-15,345.3450012207031,15.708999633789062
2014-12-16,327.06201171875,15.402999877929688
2014-12-17,319.7760009765625,15.92199993133545
2014-12-18,311.39599609375,16.610000610351562
2014-12-19,317.8429870605469,16.4060001373291
2014-12-22,331.885986328125,16.509000778198242
2014-12-23,334.5719909667969,16.40999984741211
