Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
LRCX,true,76,85,,,96,58.94736842105262,2.4971198097080776,9.245742092457421,5972.985963752408,5334.724305743776,0.1962043795620438,1,1171.9260051508375,1.0746172183807114,0,0,10275,10276 days 00:00:00,1000.0,567865.8007557231,56686.58007557232,37385.03879752213,100.0,17010.11455863774,73.76009828522206,1286 days 00:00:00,95,1,-567.8658007556805,177.69902430280285,-33.74992856794807,24.607077257279865,-10.492241642080241,80 days 09:25:42.857142857,44 days 09:50:46.153846153,0.7016957042106401,0.3425298454802161,1.147973976509804,0.5162905242010739,65 days 14:54:18.947368420,1
AMAT,true,51,62,,,114,50.442477876106196,2.816577620526503,9.98145040190796,4953.196842303969,3785.629123241167,0.21146541824927126,1,1047.4298419287784,1.0533051188560862,0,0,11321,11322 days 00:00:00,1000.0,560151.0920882603,55915.10920882604,192881.17412460977,100.0,22564.045174594707,73.00904088526951,3872 days 00:00:00,113,1,-560.1510920881992,139.14892086330937,-52.9926009610303,28.04850909094358,-9.792367129708495,79 days 06:44:12.631578947,36 days 10:17:08.571428571,0.6934562901596959,0.30997501481973233,1.1435999301894044,-0.7101059268091017,58 days 01:03:43.008849556,1
MU,true,29,45,,,121,50.0,1.7217631631108934,11.700468018720748,4314.43309305728,3268.5099189827874,0.24775741029641185,1,1068.9327700330098,1.0499554636170212,0,0,10256,10257 days 00:00:00,1000.0,518213.75740946404,51721.3757409464,6672.38952548296,100.0,27895.008363503286,78.2166391832297,2384 days 00:00:00,120,1,-518.2137574094231,266.51121495327106,-32.859612918252665,28.722859502479935,-10.28889235827908,65 days 00:00:00,27 days 23:36:00,0.6957048960611327,0.3184737887566897,1.1448734355697836,6.751552205310242,46 days 11:48:00,1
AMGN,true,39,48,,,147,54.794520547945204,1.6079154642731779,13.90741093541627,1585.1628180405896,1316.033887953997,0.2940560106686988,1,466.12665453336825,1.1480629832503573,0,0,10498,10499 days 00:00:00,1000.0,232201.5698640621,23120.15698640621,86291.27308238701,100.0,32173.242256326517,65.71762084064386,3148 days 00:00:00,146,1,-232.20156986403163,139.47706929053552,-20.814733196355835,14.55141215397637,-5.911339998147339,55 days 10:48:00,25 days 00:21:49.090909091,0.7377587738075784,0.3172798772647206,1.1592822813973662,-0.7320684217472128,41 days 16:36:09.863013698,1
FAST,true,76,79,,,156,56.774193548387096,1.5055642714601678,16.414275124430795,329.70448133896684,283.6167581410468,0.34692364714603413,1,114.38228114650593,0.9248994001417962,0,0,9443,9444 days 00:00:00,1000.0,52052.14246507481,5105.214246507481,118330.42648499581,100.0,8666.485396211305,58.224833673181706,3000 days 00:00:00,155,1,-52.05214246507239,90.18630190660974,-27.029043876210867,10.108884052941306,-5.512721216168621,49 days 07:05:27.272727273,25 days 10:23:17.014925373,0.6280874890195939,0.2834418279028965,1.1286583533892127,-0.9568562845739864,38 days 23:32:07.741935484,1
UNP,true,68,84,,,96,60.0,2.2091391045070172,8.35311703156599,191.2524749220316,173.86588629275602,0.1772619361646004,1,33.901784000951004,0.7409140628651678,0,0,11373,11374 days 00:00:00,1000.0,19149.835282310698,1814.9835282310696,8223.23464900149,100.0,1238.1084906078268,55.67800518140612,3707 days 00:00:00,95,1,-19.149835282307322,44.96756419183356,-36.430807015567126,10.340008386612922,-5.789920495737213,97 days 23:09:28.421052631,39 days 08:12:37.894736842,0.5114058465675881,0.17848051676361873,1.0992886391442525,-0.7792859372617496,74 days 12:22:44.210526315,1
ITW,false,,,64,75,50,55.10204081632652,3.519119666279932,3.7424578018788663,273.3023615010768,169.40229018661785,0.08019552432597571,1,21.91762618010621,0.6141918089947269,0,0,13093,13094 days 00:00:00,1000.0,14377.438275277489,1337.7438275277489,23262.4748497624,100.0,428.927038108834,56.76109467295386,2841 days 00:00:00,49,1,-14.37743827527629,78.48220442661284,-20.54160698706356,20.159155148573216,-7.922085564286406,269 days 09:46:40,62 days 17:27:16.363636364,0.4264722529696883,0.1358969959330951,1.082616703972972,-0.942493486347975,176 days 14:41:37.959183672,1
CMG,true,76,78,,,89,57.95454545454546,1.9226261315971984,18.36010849155018,167.1616497913482,146.78450653165905,0.38994366784894635,1,65.18362684331937,1.2425706888441557,0,0,4793,4794 days 00:00:00,1000.0,15694.530650987654,1469.4530650987654,6505.681975352096,100.0,1274.9119392206178,57.61450842472207,1344 days 00:00:00,88,1,-15.694530650986053,71.69788314525341,-37.29982133369712,11.48562302056444,-5.781651436978686,45 days 01:24:42.352941177,19 days 08:25:56.756756756,0.7928346771120603,0.4047935642091434,1.1707142991052524,-0.7741277439219988,34 days 05:59:59.999999999,1
ALL,true,74,83,,,74,57.534246575342465,1.923086742132223,9.147869674185463,88.68270256170379,77.30746175989123,0.19473684210526315,1,17.26978944622653,0.7448880462021158,0,0,7980,7981 days 00:00:00,1000.0,7466.370916088294,646.6370916088293,1212.4766248337849,100.0,449.25808127600806,48.039842830218724,2982 days 00:00:00,73,1,-7.466370916087726,68.92121017408917,-22.11369383397399,12.138375178215306,-7.410159889631167,93 days 02:17:08.571428572,35 days 05:25:09.677419355,0.5143119291499119,0.20046409579028415,1.10386238926735,-0.466680776878915,68 days 12:29:35.342465753,1
ITW,true,21,42,,,167,50.602409638554214,1.4763911219619972,12.678530512487589,31.65787476858941,24.272193141306225,0.26785305124875886,1,8.479658352817768,0.48605439150966945,0,0,13093,13094 days 00:00:00,1000.0,6248.958253332516,524.8958253332515,23262.4748497624,100.0,966.6337928489492,51.75666291151531,2476 days 00:00:00,166,1,-6.248958253331693,49.224210526315794,-24.013372093023243,8.363973876991308,-5.33551156724363,61 days 05:25:42.857142857,27 days 12:17:33.658536585,0.3359337398515738,0.10125511470296114,1.0699150424456847,-0.9774359422751353,44 days 13:44:05.783132529,1
COPX,true,29,42,,,51,50.0,1.4809388016018084,13.408420488066506,38.510135126572976,22.101776358225994,0.28720836685438456,1,11.060433017044693,0.7597229637440778,0,0,3729,3730 days 00:00:00,1000.0,2922.584172156493,192.2584172156493,-4.246146021134489,100.0,197.82570333660001,45.24978500709882,1450 days 00:00:00,50,1,-2.9225841721563484,67.42596378186917,-19.36500545794694,14.563179583781457,-7.611186486417376,50 days 13:26:24,23 days 23:02:24,0.5187688692988045,0.24453447453532334,1.1091593954110344,46.278333872343254,37 days 06:14:24,1
EQR,true,65,73,,,112,54.054054054054056,1.7201821027458148,13.995713024839239,20.61444230760012,16.883245133169634,0.29655781112091795,1,6.113373888220337,0.5223080753531737,0,0,7931,7932 days 00:00:00,1000.0,3284.9181779656496,228.49181779656496,399.77291723526173,100.0,281.8691391889457,70.03276905077833,4350 days 00:00:00,111,1,-3.28491817796521,46.84020498475769,-36.87693941605675,7.240797228597752,-5.144641722165125,59 days 02:00:00,21 days 04:42:21.176470588,0.36069279892812406,0.0803255956358144,1.0758725052509417,-0.42844598034113407,41 days 16:12:58.378378377,1
PPG,true,27,31,,,306,50.81967213114754,1.1447214104280172,26.941082943202897,11.043473282196501,8.50341956651991,0.567617701616465,2,6.268470922303217,0.4720254068466891,0,0,11321,11322 days 00:00:00,1000.0,4363.895455614325,336.3895455614325,6891.407606336942,100.0,2130.841068207624,70.6838638501331,8558 days 00:00:00,305,1,-4.363895455613601,46.29194652850812,-18.990319210985568,5.532895003904486,-4.234464176046181,26 days 06:20:54.193548387,15 days 23:21:36,0.32189924473079295,0.06882002276190037,1.0634439223352872,-0.9511871064988076,21 days 04:52:43.278688524,1
