Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Total Fees Paid,22,55,TROW,EMA,0,true,false,1,92,0.8328826765573281,38.46153846153847,1.2687338334266633,2.73421335686975,0.4673851067779291,-0.9750021461700339,69 days 00:00:00,0.0063545460969226236,0.1954081116617781,0.3886922221098412,0.5342874689463293,0,9887,9888 days 00:00:00,1000.0,3972.8012484671913,297.2801248467191,11892.225903423561,100.0,529.5989107037024,69.67099888121803,3347 days 00:00:00,91,-3.972801248466567,84.39995348133894,-15.810426232243472,17.86365961147456,-6.721690552258259,129 days 18:30:51.428571428,31 days 00:25:42.857142857,32.71180274412809,0.3189362213128249,0.07498067848436434,1.061950466614321,0.2730922421806645,9.058498732531383,1.0608916924701386,1.0009980039920159,-0.025488388337812258,,,0.000272761199640008,0.068735822309282,2.9728012484671615,0.03578172614043407,0.2593734089338071,0,92,14320.456349206348,,,,
Most Win Rate [%],32,45,TROW,EMA,0,true,false,1,85,0.8262043867972264,39.285714285714285,1.20173578640049,2.687172322101036,0.4220725650017127,-0.9823696894661113,75 days 03:25:42.857142857,0.0058657348586978065,0.18054010316577324,0.3589562051178315,0.48514236825633145,0,9887,9888 days 00:00:00,1000.0,3096.6363561651233,209.66363561651232,11892.225903423561,100.0,470.85489364472534,75.54937426633083,5903 days 00:00:00,84,-3.0966363561647086,84.83049534835709,-16.164524602874994,17.819748954579527,-7.104494910679164,136 days 06:32:43.636363638,35 days 14:07:03.529411764,24.99682133953914,0.28967965770996545,0.05639561223618216,1.055952144032436,0.20214310322920415,8.794860018627864,1.0521123180541363,1.0036496350364963,-0.025688549704650548,,,0.000248719535298583,0.06267732289524292,2.096636356165113,0.029225532497349382,0.26039857398767957,0,85,14320.456349206348,,,,
Median Expectancy,18,55,TROW,EMA,0,true,false,1,105,0.8242186160640389,37.5,1.1758881168422135,1.8200342340956723,0.3879642903797319,-0.9868948062279502,59 days 13:23:04.615384616,0.0072623383964829985,0.22302012744007282,0.44391625366643067,0.40590426683331216,0,9887,9888 days 00:00:00,1000.0,2558.499248453559,155.8499248453559,11892.225903423561,100.0,406.19080694290267,70.12072706233239,5842 days 00:00:00,104,-2.558499248453245,51.98656716417912,-23.26566934526746,16.2401865817756,-6.832057174512284,114 days 08:36:55.384615386,26 days 16:14:46.153846154,15.010170650980882,0.2666161498811568,0.0503210879414229,1.0519214931595995,0.21476221223533673,9.272120610432273,1.0551080611294537,0.9969798657718121,-0.025210084033613484,,,0.0002260032853673441,0.05695282791257072,1.558499248453523,0.024230450823185867,0.25708397272024175,0,105,14320.456349206348,,,,
Mean Max Drawdown [%],26,49,TROW,EMA,0,true,false,1,91,0.8218193697565085,37.77777777777778,1.2633657649964822,2.723543315359615,0.4627612820210196,-0.9759200034861086,69 days 14:56:00,0.0062847159200333635,0.19328411044806312,0.38444421968241127,0.5264176469760519,0,9887,9888 days 00:00:00,1000.0,3863.647582968477,286.3647582968477,11892.225903423561,100.0,506.5764563351232,72.68053660092106,5588 days 00:00:00,90,-3.863647582968042,84.39995348133891,-16.164524602874998,18.353054348247472,-6.765802668893726,132 days 00:00:00,31 days 18:00:00,31.86123589501601,0.31560745303249577,0.0703877878174903,1.061419201799165,0.2912237829611236,9.16646185581944,1.059299190077862,1.0020013342228153,-0.02555314933658966,,,0.00027028805571257077,0.06811259003956784,2.863647582968489,0.03504656377683735,0.25973250635887163,0,91,14320.456349206348,,,,
Most Profit Factor,25,49,TROW,EMA,0,true,false,1,92,0.8172733173560464,37.362637362637365,1.2986840657265968,2.572493084086175,0.46967901307594256,-0.9746194830302485,68 days 16:21:05.934065933,0.0063545460969226236,0.1954081116617781,0.3886922221098412,0.5026860158242632,0,9887,9888 days 00:00:00,1000.0,4018.3084134995916,301.83084134995914,11892.225903423561,100.0,491.8778397036518,69.93779728326196,3328 days 00:00:00,91,-4.018308413499199,56.00176144504063,-16.164524602874994,17.743061643110195,-6.476617986208854,128 days 07:45:52.941176470,33 days 02:31:34.736842105,33.21238155948451,0.32024898734362295,0.07532732506957686,1.062492356109888,0.28890608563398584,9.208484341667694,1.0607191712699156,1.001671681711802,-0.02548838833781216,,,0.00027420709298912947,0.06910018743326063,3.0183084134995948,0.03608242428000552,0.259679473583272,0,92,14320.456349206348,,,,
Median Max Drawdown [%],19,57,TROW,EMA,0,true,false,1,102,0.8161199352116844,35.64356435643564,1.1905962412284385,2.038476128800413,0.412621998240158,-0.983864894048179,61 days 20:40:23.762376237,0.007052847865815219,0.2166481237989279,0.4311722463841408,0.4416320287135112,0,9887,9888 days 00:00:00,1000.0,2918.8232495472985,191.88232495472985,11892.225903423561,100.0,457.0349320196493,72.35829195749292,5842 days 00:00:00,101,-2.918823249547131,55.04777346524327,-15.810426232243474,17.84455222137273,-6.715658322470408,120 days 18:40:00,29 days 05:32:18.461538461,19.02714923561234,0.2823833905613711,0.05574080974230574,1.0548317646379333,0.259327837806212,9.19535303944966,1.0597658256820117,0.9953441968739608,-0.025245697300925313,,,0.0002404612283144199,0.06059622953523381,1.9188232495473017,0.027675549624295304,0.25825730539415825,0,102,14320.456349206348,,,,
Most Total Return [%],24,51,TROW,EMA,0,true,false,1,91,0.8157981456056383,36.666666666666664,1.2898658087761594,2.801339453148839,0.48045675465183774,-0.9724674593093109,69 days 12:31:59.999999998,0.0062847159200333635,0.19328411044806312,0.38444421968241127,0.541454404264937,0,9887,9888 days 00:00:00,1000.0,4274.23193588876,327.42319358887596,11892.225903423561,100.0,542.9351301598152,69.93779728326194,3328 days 00:00:00,90,-4.274231935888565,84.39995348133891,-16.164524602874984,18.793450688595907,-6.457251262109989,132 days 08:00:00,33 days 03:47:22.105263157,36.42784630916266,0.3275362952278961,0.07876176021168808,1.0639237884629915,0.2876096293548303,9.19030707565886,1.0607330806668671,1.0030080213903745,-0.02548838833781221,,,0.0002805789092203917,0.07070588512353872,3.2742319358887517,0.03771404297970449,0.25980188198423704,0,91,14320.456349206348,,,,
Most Expectancy,24,51,TROW,EMA,0,true,false,1,91,0.8157981456056383,36.666666666666664,1.2898658087761594,2.801339453148839,0.48045675465183774,-0.9724674593093109,69 days 12:31:59.999999998,0.0062847159200333635,0.19328411044806312,0.38444421968241127,0.541454404264937,0,9887,9888 days 00:00:00,1000.0,4274.23193588876,327.42319358887596,11892.225903423561,100.0,542.9351301598152,69.93779728326194,3328 days 00:00:00,90,-4.274231935888565,84.39995348133891,-16.164524602874984,18.793450688595907,-6.457251262109989,132 days 08:00:00,33 days 03:47:22.105263157,36.42784630916266,0.3275362952278961,0.07876176021168808,1.0639237884629915,0.2876096293548303,9.19030707565886,1.0607330806668671,1.0030080213903745,-0.02548838833781221,,,0.0002805789092203917,0.07070588512353872,3.2742319358887517,0.03771404297970449,0.25980188198423704,0,91,14320.456349206348,,,,
Most Sharpe Ratio,24,51,TROW,EMA,0,true,false,1,91,0.8157981456056383,36.666666666666664,1.2898658087761594,2.801339453148839,0.48045675465183774,-0.9724674593093109,69 days 12:31:59.999999998,0.0062847159200333635,0.19328411044806312,0.38444421968241127,0.541454404264937,0,9887,9888 days 00:00:00,1000.0,4274.23193588876,327.42319358887596,11892.225903423561,100.0,542.9351301598152,69.93779728326194,3328 days 00:00:00,90,-4.274231935888565,84.39995348133891,-16.164524602874984,18.793450688595907,-6.457251262109989,132 days 08:00:00,33 days 03:47:22.105263157,36.42784630916266,0.3275362952278961,0.07876176021168808,1.0639237884629915,0.2876096293548303,9.19030707565886,1.0607330806668671,1.0030080213903745,-0.02548838833781221,,,0.0002805789092203917,0.07070588512353872,3.2742319358887517,0.03771404297970449,0.25980188198423704,0,91,14320.456349206348,,,,
Most Calmar Ratio,24,51,TROW,EMA,0,true,false,1,91,0.8157981456056383,36.666666666666664,1.2898658087761594,2.801339453148839,0.48045675465183774,-0.9724674593093109,69 days 12:31:59.999999998,0.0062847159200333635,0.19328411044806312,0.38444421968241127,0.541454404264937,0,9887,9888 days 00:00:00,1000.0,4274.23193588876,327.42319358887596,11892.225903423561,100.0,542.9351301598152,69.93779728326194,3328 days 00:00:00,90,-4.274231935888565,84.39995348133891,-16.164524602874984,18.793450688595907,-6.457251262109989,132 days 08:00:00,33 days 03:47:22.105263157,36.42784630916266,0.3275362952278961,0.07876176021168808,1.0639237884629915,0.2876096293548303,9.19030707565886,1.0607330806668671,1.0030080213903745,-0.02548838833781221,,,0.0002805789092203917,0.07070588512353872,3.2742319358887517,0.03771404297970449,0.25980188198423704,0,91,14320.456349206348,,,,
