Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date,Metric Type
HUBB,MACD,2,4,2,true,false,1,1473,0.59317037500027,43.61413043478261,0.630676838510384,-0.20529229533614368,-0.9530372676190433,-1.0090298625724492,0 days 23:59:59.999999999,0.07668338727132343,2.334037576397797,4.666490605900551,-0.4791599314595136,0,13253,13254 days 00:00:00,1000.0,37.60881253424941,-96.23911874657506,10657.871919358788,100.0,733.5108810920699,96.61871569812055,13238 days 00:00:00,1472,-0.03760881253424486,19.89444460296175,-12.917300705404175,1.198331447805615,-1.2909868050915765,1 days 00:00:00,1 days 00:00:00,-0.6537728115850645,-0.6966348786674353,-0.08940404056268497,0.734512886244582,1.0581299585449075,157.03603492291344,2.418753075840349,0.30367419212040725,-0.0024332833739461554,,,-0.00022796371351112881,-0.057446855804804464,-0.9623911874657521,-0.060467518657345676,0.0992446743341526,1473,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,3,true,false,1,1309,0.5887529331591403,43.34862385321101,0.6701617982594497,-0.14693587393671848,-0.6766336934666872,-1.0082964597624022,0 days 23:59:59.999999999,0.06813985771120315,2.0741718856108053,4.146759224326567,-0.30477025870719493,0,13253,13254 days 00:00:00,1000.0,115.77394468202431,-88.42260553179757,10657.871919358788,100.0,746.2584354042906,92.81930986655212,13238 days 00:00:00,1308,-0.11577394468200453,19.894444602961737,-11.875447202741919,1.294011654213905,-1.2495232537766694,1 days 00:00:00,1 days 00:00:00,-0.6759252915697949,-0.4637503931758209,-0.062108334974446934,0.8047444125793393,2.9883055404427674,177.94237385309316,2.705282466954204,0.2974714923153198,-0.0009999999999999478,,,-0.0001449836682348413,-0.036535884395180004,-0.8842260553179782,-0.04016559560937838,0.0948159706667745,1309,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,4,true,false,1,1203,0.5973711743690235,43.92678868552412,0.7378132311774724,-0.12707292158953054,-0.5621814370817516,-1.0077396557832958,0 days 23:59:59.999999999,0.06261782031258883,1.906209914736286,3.81083528257753,-0.2422276630284698,0,13253,13254 days 00:00:00,1000.0,175.1173996170818,-82.48826003829181,10657.871919358788,100.0,890.7563196149028,86.65921575098288,13238 days 00:00:00,1202,-0.17511739961705075,19.89444460296175,-11.875447202741924,1.3027945913908374,-1.247206522262578,1 days 00:00:00,1 days 00:00:00,-0.6861127146283728,-0.3849226593803168,-0.054060055302183135,0.8293360047294934,2.9624084230110395,196.4721255850384,2.7451319009594664,0.30211153221440173,-0.0009990009990009856,,,-0.0001152267028296634,-0.029037129113075176,-0.8248826003829213,-0.03258387265444218,0.09078756328173214,1203,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,5,true,false,1,1138,0.6019467604030149,44.23922603342129,0.7115236827866065,-0.12953403403045183,-0.5620449009396369,-1.0076261891099747,0 days 23:59:59.999999999,0.059231665304004574,1.8032143665585152,3.6048441862219875,-0.23357763112199034,0,13253,13254 days 00:00:00,1000.0,187.21053233080977,-81.27894676691902,10657.871919358788,100.0,782.8659414113716,83.77558749471252,13238 days 00:00:00,1137,-0.18721053233079488,19.894444602961762,-11.247919770414812,1.2958077998590174,-1.26036517353582,1 days 00:00:00,1 days 00:00:00,-0.7146897600148294,-0.38172683323280715,-0.05382664851506747,0.8269060996077312,3.6735469713221747,203.8017397864852,2.6959616468484575,0.3067202757036186,-0.0009990009990009693,,,-0.00011111099319370606,-0.027999970284813925,-0.8127894676691922,-0.03135481864584344,0.08827770677960466,1138,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,6,true,false,1,1084,0.6127748546687443,44.96768236380424,0.7611671513387542,-0.10591112594855356,-0.431833150927294,-1.0069731838554137,0 days 23:59:59.999999999,0.056418551912257656,1.717648834226213,3.4337131215573833,-0.18191812201711866,0,13253,13254 days 00:00:00,1000.0,256.80699598861145,-74.31930040113886,10657.871919358788,100.0,873.3069377077809,81.33563698279835,13238 days 00:00:00,1083,-0.25680699598859746,19.89444460296175,-11.875447202741912,1.3343254191690264,-1.2827487055999989,1 days 00:00:00,1 days 00:00:00,-0.685998335194276,-0.2904999008686219,-0.045177064656105,0.859174149677673,3.5667645434897417,212.56528210035955,2.770124841260996,0.31015719467956465,-0.0009990009990009574,,,-0.00008653497637995552,-0.021806814047748792,-0.7431930040113899,-0.025515850648073157,0.09034256015405584,1084,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,7,true,false,1,1060,0.5923092854319028,43.626062322946176,0.7269109044398335,-0.1375601805348533,-0.5592865490936997,-1.0075998979516112,0 days 23:59:59.999999999,0.05516827929370347,1.6796197087451898,3.357654870595337,-0.23104879036488604,0,13253,13254 days 00:00:00,1000.0,190.01261031531783,-80.99873896846822,10657.871919358788,100.0,824.4527342330665,84.0487990857247,13238 days 00:00:00,1059,-0.19001261031530703,19.89444460296173,-11.875447202741917,1.329626040698913,-1.2729706230976672,1 days 00:00:00,1 days 00:00:00,-0.764681187039066,-0.37644505064978717,-0.0531867518852461,0.8195159938778301,3.935671335406652,227.95835918495484,2.768406301632793,0.29602446483180433,-0.0009990009990009548,,,-0.0001099066976614725,-0.02769648781069107,-0.809987389684684,-0.031081166089929946,0.08854606583976608,1060,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,8,true,false,1,1033,0.6022654095707414,44.28294573643411,0.7477239796830407,-0.12542061200146704,-0.5157051971987278,-1.0072632827573482,0 days 23:59:59.999999999,0.05376172259783001,1.6368369425790388,3.2720893382630347,-0.2052930910848732,0,13253,13254 days 00:00:00,1000.0,225.88862658097128,-77.41113734190287,10657.871919358788,100.0,863.819167557545,79.21310879937073,13238 days 00:00:00,1032,-0.22588862658093944,19.89444460296175,-11.875447202741917,1.3093686448422164,-1.2657661604841859,1 days 00:00:00,1 days 00:00:00,-0.7498890356515977,-0.343049441308776,-0.05067595319514419,0.8328770466961056,4.690363830824436,238.52571927681822,2.7577098038831847,0.3020176544766709,-0.0009990009990009472,,,-0.00009765419856821872,-0.024608858039191116,-0.7741113734190296,-0.027889775967361974,0.08633380984877548,1033,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,9,true,false,1,1027,0.6046928130810553,44.44444444444444,0.7429501807985581,-0.12725585475627854,-0.5136237269837249,-1.0072910557059036,1 days 00:00:00,0.05344915444319146,1.6273296612087829,3.2530747755225233,-0.20708722700736884,0,13253,13254 days 00:00:00,1000.0,222.92862129568107,-77.7071378704319,10657.871919358788,100.0,828.922662639651,80.15680813247089,13238 days 00:00:00,1026,-0.22292862129566515,19.894444602961737,-11.875447202741922,1.3147226476648937,-1.2808386566932162,1 days 00:00:00,1 days 00:00:00,-0.757162232049728,-0.34457115758783236,-0.050514240267802255,0.8318917771308171,4.354792522464335,233.05098537230523,2.741066002052423,0.3034920634920635,-0.000999000999000951,,,-0.0000985075521181121,-0.02482390313376425,-0.77707137870432,-0.0281335423812602,0.08670363548477229,1027,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,10,true,false,1,1010,0.6054598335425545,44.49950445986125,0.7350588643003994,-0.13354170319461955,-0.5358688336262096,-1.0073706937337532,0 days 23:59:59.999999999,0.05256354467171558,1.6003923639930582,3.199200181091074,-0.2137191220672965,0,13253,13254 days 00:00:00,1000.0,214.440902288369,-78.5559097711631,10657.871919358788,100.0,811.9292489193456,81.3582925791054,13207 days 00:00:00,1009,-0.21444090228834511,19.89444460296175,-11.875447202741912,1.3128455533788506,-1.293234342840134,1 days 00:00:00,1 days 00:00:00,-0.7783396004056935,-0.358231890263676,-0.05102830638249197,0.8250165257338458,4.593140256856306,237.79274092723108,2.7266004581822605,0.30258064516129035,-0.00099900099900095,,,-0.00010166189785911666,-0.0256187982604974,-0.7855590977116321,-0.028850555189424587,0.08606779384291104,1010,0,19195.81349206349,,,,,Standard MACD
HUBB,MACD,2,4,11,true,false,1,984,0.6062362168420271,44.557477110885046,0.7308073360264303,-0.1358758858253455,-0.5326955196728306,-1.0073329990335016,0 days 23:59:59.999999999,0.05120908266828188,1.5591941447219497,3.116803742548857,-0.21185688558778684,0,13253,13254 days 00:00:00,1000.0,218.45835516159127,-78.15416448384087,10657.871919358788,100.0,790.8688458282646,80.32798609525054,13207 days 00:00:00,983,-0.21845835516157308,19.89444460296176,-11.87544720274193,1.2998004652957451,-1.2896855037905524,1 days 00:00:00,1 days 00:00:00,-0.794835388080624,-0.3619387702635455,-0.05107273552984271,0.8213592532257241,4.110947403680298,246.0329376960871,2.6984961957830307,0.3043766578249337,-0.0009990009990009448,,,-0.00010077538408632427,-0.025395396789753714,-0.7815416448384109,-0.028507769494444335,0.08444346745516032,984,0,19195.81349206349,,,,,Standard MACD
