Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date,Metric Type
REG,MACD,7,26,18,true,false,1,329,0.6088799236461613,44.51219512195122,0.755545634288809,-0.13921584731149145,-0.4226108868424532,-1.1460364483242422,0 days 23:59:59.999999999,0.02843123597244795,0.8674199623352166,1.7322033898305085,-0.12075860503139917,0,7965,7966 days 00:00:00,1000.0,602.4015173259684,-39.759848267403164,272.25975928368973,100.0,504.98147155476346,40.27962382100905,7965 days 00:00:00,328,-0.6024015173259158,8.56592345576384,-13.906596954594455,1.0995730985042065,-1.1329696170317765,1 days 00:00:00,1 days 00:00:00,-1.210353905965568,-0.313256603905743,-0.05698983194897297,0.7931822932351739,-4.87120591246222,435.82652980989087,2.63524380318265,0.300990099009901,-0.0009990009990008537,,,-0.00005740639064185565,-0.014466410441747624,-0.3975984826740321,-0.015905471258481074,0.055578485639544206,329,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,27,18,true,false,1,327,0.598711350718193,43.86503067484663,0.7156628458740953,-0.16415351166219383,-0.4940479783787076,-1.1625464827309804,0 days 23:59:59.999999999,0.028257874777494002,0.8621468926553673,1.7216572504708099,-0.141524439998027,0,7965,7966 days 00:00:00,1000.0,557.4513373925289,-44.254866260747114,272.25975928368973,100.0,480.2123705198207,44.254866260747114,7965 days 00:00:00,326,-0.5574513373924219,8.565923455763855,-13.906596954594471,1.064344700721446,-1.1241275246177158,1 days 00:00:00,1 days 00:00:00,-1.355801261564658,-0.3708437512764408,-0.05970153979550314,0.7568438056862978,-5.252356175610344,453.6560908993451,2.560062268898615,0.29563492063492064,-0.000999000999000851,,,-0.0000672625878348079,-0.01695017213437159,-0.4425486626074723,-0.018316711935917218,0.055008437519139634,327,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,28,17,true,false,1,330,0.6159561199249702,44.984802431610944,0.751142479334861,-0.13799708883336192,-0.42055362782371863,-1.1453746206244528,0 days 23:59:59.999999999,0.028517916569924927,0.8700564971751412,1.7374764595103578,-0.12006526373072167,0,7965,7966 days 00:00:00,1000.0,604.2034078282874,-39.57965921717126,272.25975928368973,100.0,497.57011062887244,41.63162922288621,7965 days 00:00:00,329,-0.6042034078282086,8.565923455763837,-13.90659695459446,1.081208702405452,-1.1349167413380272,1 days 00:00:00,1 days 00:00:00,-1.2011926710148435,-0.31266982742591126,-0.05481786854815421,0.7938251441536005,-5.003060914957745,441.899290935088,2.603127907776413,0.30495049504950494,-0.0009990009990008535,,,-0.000057077674106463876,-0.014383573874828897,-0.39579659217171315,-0.015812486622799993,0.05536394087161859,330,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,28,18,true,false,1,320,0.5956994378804461,43.573667711598745,0.7640484852131378,-0.13813395186803468,-0.4115532558486217,-1.1430290866309534,0 days 23:59:59.999999999,0.027651110595155175,0.8436911487758946,1.6847457627118645,-0.1165423925364963,0,7965,7966 days 00:00:00,1000.0,610.5893530329063,-38.94106469670937,272.25975928368973,100.0,503.6640809340855,40.49346952380567,4020 days 00:00:00,319,-0.6105893530328785,8.865002822875978,-13.906596954594466,1.138592079008933,-1.124050164600804,1 days 00:00:00,1 days 00:00:00,-1.2188089580378128,-0.2942761508376791,-0.05519585287655687,0.7962007029752067,-2.4889932599032814,441.71060790178024,2.736939916477274,0.29090909090909095,-0.0009990009990008474,,,-0.000055401409256759944,-0.013961155132703506,-0.3894106469670938,-0.015485095196147713,0.0570968892833357,320,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,29,17,true,false,1,326,0.6066331550713068,44.30769230769231,0.7834716596026383,-0.11684486910452424,-0.354116620345337,-1.1289356652158218,0 days 23:59:59.999999999,0.028171194180017026,0.8595103578154426,1.7163841807909606,-0.10042937525292818,0,7965,7966 days 00:00:00,1000.0,648.9600682525794,-35.10399317474206,272.25975928368973,100.0,509.0403213819453,37.44191499260737,7965 days 00:00:00,325,-0.6489600682525634,8.86500282287599,-13.906596954594475,1.1270750738463298,-1.1064828347670823,1 days 00:00:00,1 days 00:00:00,-1.0781260667051296,-0.253810421938098,-0.052392516447585476,0.8230640591563836,-2.7003745471967027,439.87588751595325,2.725377679325773,0.302,-0.0009990009990008515,,,-0.000047755479571181126,-0.012034380851937644,-0.3510399317474223,-0.013585109448146837,0.05706377022133013,326,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,29,18,true,false,1,318,0.5950126528330573,43.53312302839117,0.7303208383841646,-0.15506072616042782,-0.4529407417752703,-1.1539837857775364,0 days 23:59:59.999999999,0.027477749400201222,0.8384180790960453,1.6741996233521657,-0.13000571617066378,0,7965,7966 days 00:00:00,1000.0,580.7641155061668,-41.92358844938332,272.25975928368973,100.0,471.7662362160496,42.31108275012572,7965 days 00:00:00,317,-0.5807641155060992,8.865002822875972,-13.906596954594466,1.1036047805573503,-1.1254285469819552,1 days 00:00:00,1 days 00:00:00,-1.3206786131808426,-0.33119298577150263,-0.05812072394167243,0.771686849717925,-3.396447437374798,460.29032751268545,2.63123780007987,0.29327902240325865,-0.0009990009990008463,,,-0.00006179071298153091,-0.01557125967134579,-0.41923588449383375,-0.01704358006855211,0.05658336595402188,318,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,30,17,true,false,1,324,0.5865052195185874,43.034055727554176,0.7494926222285094,-0.15268141416996395,-0.44430302419962464,-1.1549777367714142,0 days 23:59:59.999999999,0.027997832985063077,0.8542372881355932,1.7058380414312617,-0.13042615718925732,0,7965,7966 days 00:00:00,1000.0,578.0579869228368,-42.19420130771632,272.25975928368973,100.0,501.9748735981008,42.62651246059642,4061 days 00:00:00,323,-0.5780579869227722,8.865002822875988,-13.906596954594463,1.15186695722702,-1.1381826295187722,1 days 00:00:00,1 days 00:00:00,-1.304532368700431,-0.3226002121964033,-0.05818027759428941,0.7792877414731844,-2.9058288690896776,416.44415349009955,2.6506385764393996,0.294,-0.0009990009990008583,,,-0.00006199313224269493,-0.015622269325159123,-0.4219420130771645,-0.01718879954380259,0.05828081734719787,324,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,30,18,true,false,1,313,0.6120216985785201,44.55128205128205,0.7748397333664538,-0.12488020718507215,-0.36522229967067055,-1.1308840543137733,0 days 23:59:59.999999999,0.027044346412816344,0.8252354048964219,1.6478342749529191,-0.10305556833992206,0,7965,7966 days 00:00:00,1000.0,643.655388784587,-35.6344611215413,272.25975928368973,100.0,499.12269983173815,37.81836819775472,4061 days 00:00:00,312,-0.6436553887845093,8.865002822875994,-13.906596954594466,1.0970968903332823,-1.1066999560582007,1 days 00:00:00,1 days 00:00:00,-1.140067166110991,-0.264959975513232,-0.052845722893057404,0.8102509290228743,-3.391386603194796,476.31162766026097,2.682209971937786,0.3020833333333333,-0.0009990009990008492,,,-0.000048997433982517795,-0.012347353363594485,-0.35634461121541494,-0.013841195375778215,0.05608410117247593,313,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,31,16,true,false,1,325,0.6548953529368888,45.98765432098765,0.8713548774495714,-0.0591756757125762,-0.18353993521633652,-1.0795047237224125,0 days 23:59:59.999999999,0.02808451358254005,0.856873822975518,1.7111111111111112,-0.05070608747499468,0,7965,7966 days 00:00:00,1000.0,783.5406305741974,-21.64593694258026,272.25975928368973,100.0,555.1285767422072,32.56065799563102,4020 days 00:00:00,324,-0.7835406305740662,8.865002822875976,-13.906596954594471,1.145128747219336,-1.0845548700946046,1 days 00:00:00,1 days 00:00:00,-0.665666138256876,-0.1288620072134844,-0.034135324261390126,0.9061570766696624,-2.4549283805589384,445.6261276609177,2.863688710244503,0.31643002028397565,-0.0009990009990008542,,,-0.000024153215413516903,-0.006086610284206259,-0.21645936942580368,-0.007686968166157215,0.0568455883107013,325,0,11536.607142857143,,,,,Standard MACD
REG,MACD,7,31,17,true,false,1,321,0.6035899794629366,44.0625,0.786841746532455,-0.11547033910428728,-0.34614427198816106,-1.126267484731946,1 days 00:00:00,0.027737791192632148,0.8463276836158192,1.6900188323917138,-0.0977257446204646,0,7965,7966 days 00:00:00,1000.0,656.2244500152335,-34.37755499847665,272.25975928368973,100.0,509.07770942835236,36.40292888807127,4061 days 00:00:00,320,-0.6562244500152019,8.865002822875985,-13.906596954594466,1.1228424955698126,-1.0909011194900309,1 days 00:00:00,1 days 00:00:00,-1.072247892296096,-0.2492690849893306,-0.05251387414235018,0.8235292551867146,-3.136647156734665,461.6386989666834,2.7432427216692576,0.3002028397565923,-0.0009990009990008474,,,-0.00004647055056653793,-0.011710578742767559,-0.34377554998476967,-0.013237687257902753,0.05654003864598562,321,0,11536.607142857143,,,,,Standard MACD
