Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date,Metric Type
SWKS,MACD,2,7,16,true,false,1,1072,0.5408938278013883,40.42950513538749,0.7671682431410224,-0.22689399802341637,-0.5444313598154404,-1.0859815636138423,0 days 23:59:59.999999999,0.07194999873370647,2.190522526028997,4.379001654179235,-0.49701641369107225,0,10277,10278 days 00:00:00,1000.0,41.10996456241435,-95.88900354375856,1115.2274919587655,100.0,549.8178068555651,96.47486781789429,10000 days 00:00:00,1071,-0.04110996456240912,31.192724458204335,-20.291619120584386,2.866599787164872,-2.326396833425499,1 days 00:00:00,1 days 00:00:00,-0.8952837772857349,-0.3687031637645193,-0.11106742606156583,0.8410344748125668,2.5615600131415706,108.28126231392406,3.1376341334066304,0.2680473372781065,-0.0010000000000000488,,,-0.00023642379740804458,-0.05957879694682723,-0.9588900354375858,-0.07526729800660381,0.19447376716994919,1072,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,7,17,true,false,1,1060,0.5314870332471753,39.94334277620396,0.767378471195682,-0.24245626905447137,-0.5813409987056589,-1.086359122592066,0 days 23:59:59.999999999,0.07114383628290864,2.166001751483896,4.329960105089033,-0.5251607034302358,0,10277,10278 days 00:00:00,1000.0,36.89932303890771,-96.31006769610923,1115.2274919587655,100.0,538.8920588777011,96.77891535189873,10000 days 00:00:00,1059,-0.03689932303890231,31.192724458204324,-20.291619120584386,2.8741826549497156,-2.315315176057256,1 days 00:00:00,1 days 00:00:00,-0.9094086663248788,-0.39808001274778765,-0.11425196506154646,0.8306430445730771,2.097686245692226,101.94850209753557,3.115842631324497,0.2665869695158398,-0.0010000000000000362,,,-0.00024981056122085234,-0.0629522614276548,-0.9631006769610934,-0.07771403456019266,0.19032118149547889,1060,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,7,18,true,false,1,1038,0.5433500395184424,40.59787849566056,0.7809083774750696,-0.21067337366966865,-0.4996075516792921,-1.0847982100386582,0 days 23:59:59.999999999,0.06966587178977929,2.1210469981512112,4.2400505984236645,-0.44684812681243913,0,10277,10278 days 00:00:00,1000.0,54.307048959947565,-94.56929510400525,1115.2274919587655,100.0,559.0301067811592,95.20264269352597,10000 days 00:00:00,1037,-0.05430704895994154,31.192724458204346,-20.291619120584382,2.9085522512148443,-2.3424817958715844,1 days 00:00:00,1 days 00:00:00,-0.9118984030772346,-0.33940071100396485,-0.10323337110088465,0.853009482258369,2.1805004248084634,102.64436569738463,3.151503358660372,0.2706674831598285,-0.0010000000000000228,,,-0.00021255554795850554,-0.05356399808554339,-0.9456929510400536,-0.06893347508340164,0.18993561175515003,1038,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,8,14,true,false,1,1038,0.5248401291991747,39.63355834136934,0.7528734002959264,-0.24946879728973959,-0.5829309995621409,-1.0864723850155789,0 days 23:59:59.999999999,0.06966587178977929,2.1210469981512112,4.2400505984236645,-0.5291350436237952,0,10277,10278 days 00:00:00,1000.0,35.63618935383249,-96.43638106461675,1115.2274919587655,100.0,514.7038633803293,96.88917917753045,10000 days 00:00:00,1037,-0.035636189353830616,31.192724458204346,-20.291619120584397,2.9164820271189136,-2.3280722938264113,1 days 00:00:00,1 days 00:00:00,-0.9299210939795737,-0.39625369436994684,-0.11525675342605551,0.8274866889691063,2.581836023895625,111.97261352043246,3.1471310879078933,0.26293365794278756,-0.0010000000000000263,,,-0.00025169823553781296,-0.06342795535552886,-0.9643638106461667,-0.07850134249558482,0.19264314042061323,1038,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,8,15,true,false,1,1018,0.5390142702284295,40.31465093411996,0.7771061086849715,-0.21510889829678237,-0.4986726152913286,-1.084801585242805,0 days 23:59:59.999999999,0.06832226770511624,2.0801790405760436,4.158314683273328,-0.4474650216783705,0,10277,10278 days 00:00:00,1000.0,54.269407755392194,-94.57305922446078,1115.2274919587655,100.0,554.9239625191037,95.31172322229821,10000 days 00:00:00,1017,-0.05426940775538469,31.192724458204342,-20.291619120584382,2.91466019902565,-2.329120973918195,1 days 00:00:00,1 days 00:00:00,-0.9298685573616998,-0.34054324359779103,-0.10313851950314479,0.8497387233154227,2.096429947930118,104.48404233049112,3.1623687057956054,0.26870324189526185,-0.00100000000000001,,,-0.00021284690724472766,-0.05363742062567137,-0.9457305922446083,-0.06894930311139025,0.18955785184111623,1018,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,8,16,true,false,1,1009,0.5537180214485269,40.773809523809526,0.8257895834118382,-0.17540459381371476,-0.40646042140815164,-1.082310029828924,0 days 23:59:59.999999999,0.06771764586701785,2.061788459667218,4.121533521455677,-0.361647167297733,0,10277,10278 days 00:00:00,1000.0,82.05591870837702,-91.79440812916229,1115.2274919587655,100.0,681.4390759323705,93.21018838459703,9943 days 00:00:00,1008,-0.08205591870836315,31.192724458204328,-20.291619120584382,2.968071521143992,-2.3395062407946483,1 days 00:00:00,1 days 00:00:00,-0.9105774061239167,-0.2738337391484891,-0.09115565545628485,0.8771239126736089,2.283165342202266,103.81685658877434,3.2276531914160347,0.2717528373266079,-0.0009999999999999976,,,-0.00017202474349428594,-0.043350235360560055,-0.9179440812916226,-0.059463347347950224,0.1905244273207764,1009,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,8,17,true,false,1,989,0.5752468100089273,41.497975708502025,0.8601062486596746,-0.10402462724169692,-0.24795077667015153,-1.0737834306619087,0 days 23:59:59.999999999,0.0663740417823548,2.02092050209205,4.039797606305342,-0.21022550191522849,0,10277,10278 days 00:00:00,1000.0,177.14689674806027,-82.28531032519398,1115.2274919587655,100.0,802.2822602832169,86.34960629675547,9943 days 00:00:00,988,-0.17714689674804163,31.192724458204363,-20.29161912058439,2.9933576602559238,-2.301129710068729,1 days 00:00:00,1 days 00:00:00,-0.8326679720194186,-0.16200881871040917,-0.06903768761681874,0.9251025794764304,2.9565085560280613,105.63302319667379,3.328217884767455,0.2779573367808662,-0.0009999999999999775,,,-0.00009999759731075869,-0.025199394522311187,-0.8228531032519406,-0.041548040288545196,0.18719645167181104,989,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,8,18,true,false,1,982,0.5773443753005641,41.48827726809378,0.8676778007412983,-0.10377677502909122,-0.24461881340616864,-1.0736913298859219,0 days 23:59:59.999999999,0.06590378035272274,2.006616716940741,4.011190036002724,-0.2082402116035729,0,10277,10278 days 00:00:00,1000.0,178.17402992217262,-82.18259700778275,1115.2274919587655,100.0,841.7853395690637,85.73715109936948,9943 days 00:00:00,981,-0.17817402992216103,31.192724458204356,-20.291619120584382,3.013931059008991,-2.3144163019515642,1 days 00:00:00,1 days 00:00:00,-0.8375614638612765,-0.16005410016880617,-0.06930563371751339,0.9257107357561113,2.9135781120367046,104.84190660232079,3.320013970527101,0.2788273615635179,-0.000999999999999958,,,-0.00009905323448670854,-0.02496141509065055,-0.8218259700778288,-0.041412168205361755,0.18769320923426866,982,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,9,12,true,false,1,1034,0.5363220481273696,40.174249757986445,0.7627901342822169,-0.24699353953897485,-0.5749517951385581,-1.0863574614958365,0 days 23:59:59.999999999,0.06939715097284667,2.1128734066361776,4.223703415393597,-0.5218660813028412,0,10277,10278 days 00:00:00,1000.0,36.91784804072529,-96.30821519592747,1115.2274919587655,100.0,527.0296590675714,96.67640014323344,10000 days 00:00:00,1033,-0.036917848040722845,31.192724458204346,-20.29161912058438,2.8936635033064677,-2.3560108094109142,1 days 00:00:00,1 days 00:00:00,-0.9322799942993552,-0.3907533987648198,-0.11435671861870653,0.8297366758793943,2.578898676380628,111.84923326345763,3.1220276306705523,0.2657685241886099,-0.0010000000000000297,,,-0.0002482399587862087,-0.0625564696141246,-0.9630821519592723,-0.07770268468551433,0.1926706794427472,1034,0,14885.3373015873,,,,,Standard MACD
SWKS,MACD,2,9,13,true,false,1,1006,0.5432484397995107,40.59701492537313,0.7977414738219109,-0.20032377694970527,-0.4622790265092745,-1.0838407601226012,0 days 23:59:59.999999999,0.0675161052543184,2.055658266030943,4.109273134183127,-0.4117972279692005,0,10277,10278 days 00:00:00,1000.0,64.9847936455493,-93.50152063544506,1115.2274919587655,100.0,613.6293094440125,94.43906001751007,10000 days 00:00:00,1005,-0.06498479364553589,31.192724458204328,-20.291619120584382,2.9123681638028267,-2.327590630931335,1 days 00:00:00,1 days 00:00:00,-0.9302987279211972,-0.31458954086510643,-0.09796213452819241,0.8593428051808546,2.154048573523983,106.20464395466327,3.1878196801087615,0.26957070707070707,-0.0009999999999999887,,,-0.00019587944768822345,-0.04936162081743231,-0.9350152063544523,-0.06482679060106178,0.18883882689251394,1006,0,14885.3373015873,,,,,Standard MACD
