Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],9,34,13,CCI,MACD,true,false,1,236,1.1373519077085934,57.446808510638306,1.3992126202722344,0.4552455826543611,1.1181926827548418,-0.761404864813308,0 days 23:59:59.999999999,0.02403296924047782,0.7341134646719004,1.4651162790697674,0.33420191195897103,0,6751,6752 days 00:00:00,1000.0,2600.05568910687,160.005568910687,670.6153869628921,100.0,1168.8018706090247,17.80481717731038,1401 days 00:00:00,235,-2.600055689106739,20.698463307301818,-6.6451612903225845,2.046317954393536,-1.6927021191935252,1 days 00:00:00,1 days 00:00:00,6.819811679982884,0.5068671297586296,0.29773740532897425,1.5843649473456256,16.13034591716804,516.8844492248569,3.823141503377482,0.41441441441441434,0.0,,,0.0001583327730262904,0.03989985880262518,1.6000556891068691,0.036306200189790694,0.09473782118200408,236,0,9778.234126984127,,
Most Avg Winning Trade [%],9,34,13,CCI,MACD,true,false,1,236,1.1373519077085934,57.446808510638306,1.3992126202722344,0.4552455826543611,1.1181926827548418,-0.761404864813308,0 days 23:59:59.999999999,0.02403296924047782,0.7341134646719004,1.4651162790697674,0.33420191195897103,0,6751,6752 days 00:00:00,1000.0,2600.05568910687,160.005568910687,670.6153869628921,100.0,1168.8018706090247,17.80481717731038,1401 days 00:00:00,235,-2.600055689106739,20.698463307301818,-6.6451612903225845,2.046317954393536,-1.6927021191935252,1 days 00:00:00,1 days 00:00:00,6.819811679982884,0.5068671297586296,0.29773740532897425,1.5843649473456256,16.13034591716804,516.8844492248569,3.823141503377482,0.41441441441441434,0.0,,,0.0001583327730262904,0.03989985880262518,1.6000556891068691,0.036306200189790694,0.09473782118200408,236,0,9778.234126984127,,
Most Expectancy,9,34,13,CCI,MACD,true,false,1,236,1.1373519077085934,57.446808510638306,1.3992126202722344,0.4552455826543611,1.1181926827548418,-0.761404864813308,0 days 23:59:59.999999999,0.02403296924047782,0.7341134646719004,1.4651162790697674,0.33420191195897103,0,6751,6752 days 00:00:00,1000.0,2600.05568910687,160.005568910687,670.6153869628921,100.0,1168.8018706090247,17.80481717731038,1401 days 00:00:00,235,-2.600055689106739,20.698463307301818,-6.6451612903225845,2.046317954393536,-1.6927021191935252,1 days 00:00:00,1 days 00:00:00,6.819811679982884,0.5068671297586296,0.29773740532897425,1.5843649473456256,16.13034591716804,516.8844492248569,3.823141503377482,0.41441441441441434,0.0,,,0.0001583327730262904,0.03989985880262518,1.6000556891068691,0.036306200189790694,0.09473782118200408,236,0,9778.234126984127,,
Most Sharpe Ratio,9,34,13,CCI,MACD,true,false,1,236,1.1373519077085934,57.446808510638306,1.3992126202722344,0.4552455826543611,1.1181926827548418,-0.761404864813308,0 days 23:59:59.999999999,0.02403296924047782,0.7341134646719004,1.4651162790697674,0.33420191195897103,0,6751,6752 days 00:00:00,1000.0,2600.05568910687,160.005568910687,670.6153869628921,100.0,1168.8018706090247,17.80481717731038,1401 days 00:00:00,235,-2.600055689106739,20.698463307301818,-6.6451612903225845,2.046317954393536,-1.6927021191935252,1 days 00:00:00,1 days 00:00:00,6.819811679982884,0.5068671297586296,0.29773740532897425,1.5843649473456256,16.13034591716804,516.8844492248569,3.823141503377482,0.41441441441441434,0.0,,,0.0001583327730262904,0.03989985880262518,1.6000556891068691,0.036306200189790694,0.09473782118200408,236,0,9778.234126984127,,
Most Omega Ratio,9,34,13,CCI,MACD,true,false,1,236,1.1373519077085934,57.446808510638306,1.3992126202722344,0.4552455826543611,1.1181926827548418,-0.761404864813308,0 days 23:59:59.999999999,0.02403296924047782,0.7341134646719004,1.4651162790697674,0.33420191195897103,0,6751,6752 days 00:00:00,1000.0,2600.05568910687,160.005568910687,670.6153869628921,100.0,1168.8018706090247,17.80481717731038,1401 days 00:00:00,235,-2.600055689106739,20.698463307301818,-6.6451612903225845,2.046317954393536,-1.6927021191935252,1 days 00:00:00,1 days 00:00:00,6.819811679982884,0.5068671297586296,0.29773740532897425,1.5843649473456256,16.13034591716804,516.8844492248569,3.823141503377482,0.41441441441441434,0.0,,,0.0001583327730262904,0.03989985880262518,1.6000556891068691,0.036306200189790694,0.09473782118200408,236,0,9778.234126984127,,
Most Sortino Ratio,9,34,13,CCI,MACD,true,false,1,236,1.1373519077085934,57.446808510638306,1.3992126202722344,0.4552455826543611,1.1181926827548418,-0.761404864813308,0 days 23:59:59.999999999,0.02403296924047782,0.7341134646719004,1.4651162790697674,0.33420191195897103,0,6751,6752 days 00:00:00,1000.0,2600.05568910687,160.005568910687,670.6153869628921,100.0,1168.8018706090247,17.80481717731038,1401 days 00:00:00,235,-2.600055689106739,20.698463307301818,-6.6451612903225845,2.046317954393536,-1.6927021191935252,1 days 00:00:00,1 days 00:00:00,6.819811679982884,0.5068671297586296,0.29773740532897425,1.5843649473456256,16.13034591716804,516.8844492248569,3.823141503377482,0.41441441441441434,0.0,,,0.0001583327730262904,0.03989985880262518,1.6000556891068691,0.036306200189790694,0.09473782118200408,236,0,9778.234126984127,,
Most Profit Factor,6,36,16,CCI,MACD,true,false,1,263,1.1146342721660134,57.25190839694656,1.4032650300886846,0.40668487937537157,0.9969422482005035,-0.7643174615614262,0 days 23:59:59.999999999,0.026794204004277396,0.8181010220708043,1.633091393867575,0.33270931547773325,0,6751,6752 days 00:00:00,1000.0,2580.523367153809,158.0523367153809,670.6153869628921,100.0,1117.7924457043957,13.721591773655067,750 days 00:00:00,262,-2.580523367153546,20.69846330730182,-7.841474753931947,2.0048946513235135,-1.7337746366266036,1 days 00:00:00,1 days 00:00:00,6.042381261530405,0.5010341995815238,0.38320952859002383,1.508409371791602,12.44815587276133,393.5054511924297,3.6338953047706686,0.41509433962264153,-0.0009990009990008097,,,0.00015769803335696246,0.03973990440595454,1.5805233671538024,0.03601458998702389,0.09545652252054385,263,0,9778.234126984127,,
Most Calmar Ratio,6,36,16,CCI,MACD,true,false,1,263,1.1146342721660134,57.25190839694656,1.4032650300886846,0.40668487937537157,0.9969422482005035,-0.7643174615614262,0 days 23:59:59.999999999,0.026794204004277396,0.8181010220708043,1.633091393867575,0.33270931547773325,0,6751,6752 days 00:00:00,1000.0,2580.523367153809,158.0523367153809,670.6153869628921,100.0,1117.7924457043957,13.721591773655067,750 days 00:00:00,262,-2.580523367153546,20.69846330730182,-7.841474753931947,2.0048946513235135,-1.7337746366266036,1 days 00:00:00,1 days 00:00:00,6.042381261530405,0.5010341995815238,0.38320952859002383,1.508409371791602,12.44815587276133,393.5054511924297,3.6338953047706686,0.41509433962264153,-0.0009990009990008097,,,0.00015769803335696246,0.03973990440595454,1.5805233671538024,0.03601458998702389,0.09545652252054385,263,0,9778.234126984127,,
Most Win Rate [%],7,35,13,CCI,MACD,true,false,1,266,1.141821672617523,60.75471698113207,1.32967293501085,0.32993300718748986,0.8082198256491345,-0.8247007093642437,0 days 23:59:59.999999999,0.027101007866921795,0.8274329728929047,1.651755295511776,0.27299744899264083,0,6751,6752 days 00:00:00,1000.0,2175.584016240182,117.55840162401816,670.6153869628921,100.0,1052.5178318129765,19.53652614265764,1820 days 00:00:00,265,-2.175584016240009,15.637804878048794,-7.841474753931942,1.7273040816192957,-1.833304906115594,1 days 00:00:00,1 days 00:00:00,4.44437585002423,0.4567770385907127,0.21966276983954722,1.4220829313650674,8.305294078773526,277.92778906142377,3.210592139523579,0.4429347826086956,-0.0009990009990008125,,,0.0001293821391161999,0.03260429905728238,1.1755840162401778,0.02943540100667552,0.08590466830496976,266,0,9778.234126984127,,
Most Total Fees Paid,8,35,10,CCI,MACD,true,false,1,284,1.0821596611212523,57.95053003533569,1.279006296672977,0.29946799235476274,0.8071216262497143,-0.8309880073881362,0 days 23:59:59.999999999,0.02894183104278818,0.8834246778255073,1.763738705376981,0.2645574146650577,0,6751,6752 days 00:00:00,1000.0,2133.4204282677456,113.34204282677456,670.6153869628921,100.0,1198.589591168698,25.239473941641645,2213 days 00:00:00,283,-2.1334204282675273,15.573684210526315,-6.299157092445773,1.7323008158170492,-1.6751923693915816,1 days 00:00:00,1 days 00:00:00,4.012557769243866,0.46171047818901634,0.16565997858556783,1.3920708855048816,6.754315144976421,212.60249234660154,3.334301522167381,0.4175,-0.0009990009990008303,,,0.0001254114535911866,0.03160368630497903,1.1334204282677351,0.028683755470315875,0.08237855572359609,284,0,9778.234126984127,,
