Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995 days 00:00:00,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1 days 00:00:00,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Most Total Fees Paid,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995 days 00:00:00,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1 days 00:00:00,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Most Total Trades,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995 days 00:00:00,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1 days 00:00:00,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Most Best Trade [%],6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995 days 00:00:00,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1 days 00:00:00,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Least Worst Trade [%],6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995 days 00:00:00,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1 days 00:00:00,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Most Avg Winning Trade Duration,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Least Avg Winning Trade Duration,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Mean Avg Winning Trade Duration,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Median Avg Winning Trade Duration,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1,1 days 00:00:00,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
Most Avg Losing Trade Duration,6,21,9,SMCI,MACD,true,false,1,243,0.9705029655235472,52.066115702479344,1.3305767000909987,0.4121535009034907,0.7237055179626102,-0.9787399290040875,0 days 23:59:59.999999999,0.036432501538332863,1.112734409071086,2.220889664195377,0.458617382274425,0,4586,4587 days 00:00:00,1000.0,2078.633108464575,107.86331084645748,5073.516022933094,100.0,521.1988846430927,31.96620983732106,3995,242,-2.078633108464146,31.012949196522797,-14.922103943600193,3.0247237906427284,-2.425638365537406,1,1,4.465750998235697,0.3731068591984712,0.18754990175798472,1.3387886305029184,11.156420810927893,308.6678296444821,3.694641491930532,0.36235955056179775,-0.0009990009990008821,,,0.00021727800946788815,0.054754058385907814,1.0786331084645737,0.041017516172935364,0.1766156741514308,243,0,6642.420634920635,,
