Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Max Drawdown [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Median Max Drawdown [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Most Win Rate [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Mean Best Trade [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Median Best Trade [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Least Worst Trade [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Least Avg Losing Trade [%],74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Most Profit Factor,74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Most Expectancy,74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
Least Avg Losing Trade Duration,74,76,XLC,SMA,0,true,false,1,25,0.7280804599084946,75.0,4.560221102394265,3.7449529296827064,1.2712377331051747,0.05415586466395645,46 days 17:00:00,0.009329877823028509,0.2956081081081081,0.5793918918918919,1.1070384504974218,0,1776,1777 days 00:00:00,1000.0,2182.232844128838,118.22328441288383,112.14971938762682,100.0,72.40963233005284,31.454989924192255,356 days 00:00:00,24,-2.182232844128521,30.011992420250294,-21.60315392164455,6.471992958859135,-4.4361671578465804,58 days 10:40:00,11 days 12:00:00,49.35062820720694,0.908979770248929,0.5526814425802943,1.1916356121857863,-0.79560770972577,19.592756535042632,0.9555746747480302,1.24703557312253,-0.015222391192680176,,,0.0004932852982707209,0.12430789516422168,1.1822328441288366,0.11701821614560726,0.16458515347062208,0,25,2572.3809523809523,,,,
