Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
BTC-USD,,SMA,77,78,0,,true,false,1,95,1.7300675288549257,56.38297872340425,2.0478037139036958,16.280726360406685,1.8039644836773094,-0.00845734885853244,24 days 10:12:45.957446807,0.024102564102564103,0.7307692307692307,1.4538461538461538,11.89745387875873,0,3900,3901 days 00:00:00,1000.0,240560.38523201743,23956.038523201743,24160.371211085538,100.0,18308.28793798965,64.3271929581157,1062 days 00:00:00,94,-240.5603852319764,928.1893482221531,-33.991706667568636,32.82506093453556,-5.105852479320882,33 days 00:27:10.188679245,13 days 07:36:35.121951219,2551.073889545205,1.2003927706261277,1.042055682845444,1.284043306388186,-0.04160284754689537,16.307778633152857,1.186861284809693,0.4670928920646859,-0.03936756153242693,None,None,0.0018374713186768428,0.4630427723065644,239.5603852320179,0.42503086083515673,0.4642414352786777,2297,2296,3900.0
AAPL,,SMA,11,44,0,,true,false,1,144,1.6035098168554527,47.55244755244755,2.4949306189848217,8.099082620890798,1.2941835015181733,0.6864946785190418,45 days 14:26:00.839160839,0.008815068493150684,0.26999999999999996,0.538125,2.186752307640515,0,11200,11201 days 00:00:00,1000.0,2654779.2879395834,265377.92879395833,157354.73830667176,100.0,152651.48200183426,69.58383112704692,1376 days 00:00:00,143,-2654.7792879394256,141.550628462931,-56.63775665208826,24.200895106734652,-6.499894032940966,72 days 20:07:03.529411765,20 days 21:45:36,18576.46200858407,0.8751275517733599,0.42098136061417174,1.1935027658947965,-1.0079267754093237,57.5508374143722,1.1352304789523753,0.42090574654319424,-0.027504842020772746,None,None,0.000905255486676539,0.22812438264248783,2653.779287939592,0.19408092705346625,0.3137231097939653,6522,6521,16222.222222222223
AMD,,SMA,30,40,0,,true,false,1,154,1.5458769049432097,45.751633986928105,1.2957891402740267,8.896403901391938,1.001156207355701,13.852781482216525,39 days 01:34:07.058823528,0.00927580582300042,0.2839831401475237,0.566122233930453,2.5264287159379633,0,11388,11389 days 00:00:00,1000.0,515228.9111777151,51422.891117771505,3462.172467785981,100.0,51488.2582252345,85.39182689701688,2785 days 00:00:00,153,-515.2289111776627,291.199703264095,-32.91764634845075,31.82486014057121,-10.440848348518289,56 days 20:13:42.857142857,24 days 01:44:05.783132530,3364.340784894719,0.6461072219940841,0.2594649072117568,1.1415117095567702,1.216811279923921,23.28947801256835,1.179998548565119,0.3379934210526315,-0.03733998352726135,None,None,0.0008883236856809147,0.22385756879159052,514.2289111777187,0.14817313367513196,0.416978198932376,5978,5977,16494.52380952381
EQT,,SMA,71,82,0,,true,false,1,105,1.4806788626960903,55.769230769230774,1.9851068613127878,5.280411511110508,0.9119997513456458,-0.3507174575639493,63 days 06:41:32.307692307,0.006305122912366298,0.19362486828240252,0.3854056902002107,1.022418983315654,0,11388,11389 days 00:00:00,1000.0,56124.93027340439,5512.493027340439,8490.12974637829,100.0,2949.3440474997396,48.784282519039316,1716 days 00:00:00,104,-56.124930273399514,101.53778007659264,-25.103842261539516,15.015004882845654,-6.993641001077287,84 days 17:22:45.517241379,36 days 05:44:20.869565217,530.5870692661325,0.6078392252584232,0.2824241747219271,1.129424446495377,0.565597168342039,13.31502877437758,1.1186680231954218,0.3823279524214104,-0.021109270571017216,None,None,0.00045592825665223904,0.11489392067636424,55.12493027340423,0.09320823490573527,0.2274859028378902,6582,6581,16494.52380952381
GOOGL,,SMA,31,41,0,,true,false,1,72,1.461567386642887,66.19718309859155,2.3605498280364285,3.5301136855553508,1.0531020065232404,-0.8813787431244531,45 days 10:08:27.042253520,0.009387050571082302,0.289544235924933,0.5750670241286864,1.0221240698122733,0,5222,5223 days 00:00:00,1000.0,8844.227047320226,784.4227047320226,6612.834203527372,100.0,582.395502212594,38.13511957379788,954 days 00:00:00,71,-8.844227047318782,27.955711169208193,-13.720463495068714,8.185640238640898,-5.586959147570514,56 days 17:21:42.127659574,23 days 07:00:00,110.60663766714853,0.704375934562119,0.4314743812551603,1.147501332958562,0.8342176253288348,16.515910777076645,1.0766262506287672,0.4825432869713313,-0.02031361293495011,None,None,0.0005139300309360544,0.1295103677958857,7.844227047320198,0.11089899069587439,0.22128205141819335,3226,3225,7563.611111111111
MSTR,,SMA,68,70,0,,true,false,1,137,1.44971217304791,52.20588235294118,1.9668231547666755,5.677688031549024,0.9352055681989639,-0.2654112541071297,27 days 16:03:31.764705882,0.01385303782988476,0.4244614930658011,0.8458247270581293,2.409959939033128,0,6778,6779 days 00:00:00,1000.0,28271.237893352358,2727.123789335236,3712.4497272558942,100.0,1265.0890950501862,94.42133408123392,5208 days 00:00:00,136,-28.27123789335019,240.53986458544384,-36.67138484810035,18.851606084830237,-8.712283995881227,34 days 20:57:27.887323944,19 days 19:12:00,200.7316847885714,0.6069238309590588,0.2087859664564841,1.1532701169956816,0.48236523682515065,37.34034585079123,1.219957885034164,0.3851655087862689,-0.04176786484274295,None,None,0.0010542973006264845,0.2656829197578741,27.27123789335216,0.13227455418178802,0.5268361977462526,3764,3763,9817.34126984127
TSLA,,SMA,38,41,0,,true,false,1,87,1.4312897664333444,52.32558139534884,1.742473040123847,7.579639695706895,1.4913768649727825,-0.7978839233990537,24 days 15:20:55.813953487,0.01584610153876526,0.48759007205764615,0.9695756605284228,3.69575706540072,0,3747,3748 days 00:00:00,1000.0,43262.55561029034,4226.255561029034,20910.041556829055,100.0,2650.166107067107,68.07776114776868,1347 days 00:00:00,86,-43.262555610286654,216.61151661338627,-28.135833534160028,20.6759661462251,-6.7943771402277235,33 days 14:56:00,14 days 18:43:54.146341463,491.9281182081469,0.9633137411757834,0.6510529820927674,1.215321412507587,0.6497881151204682,12.078530442588036,1.2208556630199217,0.4143396226415094,-0.03800926523851417,None,None,0.001373792197100986,0.34619563366944844,42.262555610290256,0.2882655918208865,0.4325138236969873,2120,2119,5427.202380952381
GOOGL,,EMA,7,69,0,,true,false,1,55,1.409830855848927,46.2962962962963,3.578409693872814,8.50705881265686,1.634445031237012,-0.46882081672678183,65 days 04:53:19.999999999,0.007139446913217525,0.22117962466487937,0.4383378016085791,1.8815880751854985,0,5222,5223 days 00:00:00,1000.0,36125.998713508714,3512.5998713508716,6612.834203527372,100.0,1440.9385288513135,24.18751389581438,496 days 00:00:00,54,-36.125998713505396,103.9170330509241,-9.195956526701732,22.26656534065679,-3.354584745963771,118 days 23:02:24,18 days 20:41:22.758620689,651.1504576337451,1.0590922086127157,1.1778330216490935,1.2202048537409933,1.0109549372595472,16.244798021268792,1.114384090193862,0.5567809239940388,-0.020172824016610347,None,None,0.0007868658442807088,0.19829019275873863,35.12599871350874,0.18894537084062035,0.22532720190459934,3522,3521,7563.611111111111
PENDLE-USD,,SMA,6,9,0,,true,false,1,91,1.4024900540596301,48.888888888888886,1.5441152146198442,5.33421552316225,1.8621634998419965,1.1883492053111464,8 days 04:31:59.999999998,0.06064690026954178,1.8396226415094339,3.6590296495956873,9.812943651100365,0,1484,1485 days 00:00:00,1000.0,8149.530188738444,714.9530188738444,326.7088347411126,100.0,542.1507930913143,87.42686461454116,807 days 00:00:00,90,-8.149530188737117,153.40993887103053,-42.470552533371986,21.64895857908668,-10.271190878156773,11 days 17:27:16.363636363,4 days 19:18:15.652173913,79.52977465474646,0.9652053747158971,0.7717809901891067,1.2510586756252573,3.779125547873575,36.939583065283294,1.7170690705573022,0.30721830985915494,-0.07534313087122371,None,None,0.003158877094974007,0.7960370279334498,7.1495301887384315,0.42763253456544925,0.9925666977329195,738,737,1484.0
GD,,SMA,76,86,0,,true,false,1,143,1.2913040451153701,54.929577464788736,2.052875110631362,4.5496952992066415,0.6810373818452432,-0.8894521723550493,66 days 17:54:55.774647888,0.006145449518233785,0.18824045634050024,0.3751645458534445,0.856436719332887,0,15953,15954 days 00:00:00,1000.0,41992.89461781745,4099.289461781745,37081.592186031325,100.0,3008.4895056246623,67.40623004851983,3144 days 00:00:00,142,-41.992894617811544,230.3051948051948,-29.89536082474227,13.747570562253433,-6.660215177631637,87 days 16:18:27.692307693,41 days 05:37:30,288.9780810734879,0.4551103067224048,0.13243553175458553,1.0937494024236374,0.5284629856631129,13.422796404299653,1.086610046010954,0.40464870575805595,-0.020836103289303052,None,None,0.0003297289995895023,0.08309170789655458,40.9928946178178,0.060812748718148235,0.21972889749139693,9479,9478,23106.527777777777
