Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
CRWD,,SMA,10,11,0,,true,false,1,120,1.124167643681443,55.46218487394958,1.2323968771498568,1.0511044429781782,0.943964986101617,-0.8296029112026561,7 days 04:02:01.008403361,0.05499257303185344,1.6867469879518073,3.359437751004016,1.7729472532162043,0,1494,1495 days 00:00:00,1000.0,2106.817199473751,110.68171994737509,649.5517073006492,100.0,343.25421711248197,58.301973211884,1107 days 00:00:00,119,-2.1068171994734257,49.85834437270336,-21.326164186527915,6.77373552058431,-6.075190861210591,9 days 00:21:49.090909091,4 days 20:49:48.679245283,9.318689215741387,0.6225384809525087,0.3422423441361103,1.1219719510657542,0.5590755933430028,5.505069717602308,1.3509458186301944,0.4184060721062618,-0.03855861900502622,None,None,0.000790186425976122,0.19912697934598275,1.1068171994737428,0.13383836752598022,0.3849550896398038,854,853,2163.9285714285716
