cumulative_return,max_drawdown,sharpe_ratio,final_portfolio_value,initial_portfolio_value,sequence_id,mean_cumulative_return,median_cumulative_return,std_cumulative_return,mean_max_drawdown,median_max_drawdown,mean_sharpe_ratio,median_sharpe_ratio,mean_final_portfolio_value,std_final_portfolio_value,worst_case_portfolio_value,var_5_percent
440.70212392587155,-0.31507805372479697,5.303820175222583,3931999.6097074887,8901.925973911266,0,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
443.0010827484692,-0.2979413387371886,5.305525679487654,4484368.417291269,10099.904237917604,1,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
435.27403850444034,-0.47649400913598045,5.295483098513508,4446704.455557776,10192.457178522938,2,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
439.3509502843334,-0.30873175370624384,5.302313261035357,4697829.260510506,10668.375434360096,3,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
439.768560486408,-0.4623153668165832,5.301942910376883,4203820.14050308,9537.477300703968,4,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
446.65696064434457,-0.5179144708148196,5.3108274060262906,4779817.836407306,10677.412073582802,5,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
439.2171534888524,-0.3636440605141635,5.302023419118822,3929390.0299454345,8926.026618462833,6,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
446.12319419685116,-0.63605381600502,5.310192179547606,4436620.456567653,9922.59071806143,7,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
446.6613809541136,-0.3189941696362063,5.310093749289637,4374359.363541038,9771.580819006187,8,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
442.0092523928156,-0.5232157629658893,5.304222138463116,4885033.866341725,11026.934177912322,9,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
439.8784532209818,-0.4135548056712712,5.301891518113269,4520172.750521353,10252.65062852982,10,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
447.5263687910413,-0.3622804165506912,5.312712073338292,4679349.593236034,10432.719052502443,11,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
444.1949642601991,-0.3142405506960801,5.306750948019456,4473164.579781775,10047.653138249303,12,443.5855667179872,443.677768196906,3.357263864287223,-0.4373895970762887,-0.42671853195664255,5.307099447853543,5.307262442493103,4447961.947469873,220356.39788711307,3846867.6524426113,4080928.890435537
