Trade No.,Entry Date,Exit Date,Entry Price,Exit Price,Return (%),PnL ($),Size,Drawdown (%)
0,1994-10-27 00:00:00,1994-11-04 00:00:00,46.671875,46.328125,-0.007365249414127959,-0.7365249414127959,2.142618011382658,0.027868852459016394
1,1994-12-23 00:00:00,1996-01-11 00:00:00,46.0625,60.328125,0.3097014925373136,30.742046380084858,2.154973678341106,0.04241516966067864
2,1996-01-23 00:00:00,1996-04-10 00:00:00,61.42187499999999,63.0,0.025693207835156502,3.340258882041695,2.116599687630377,0.05017667844522968
3,1996-04-23 00:00:00,1996-05-07 00:00:00,65.234375,63.984375,-0.019161676646706552,-2.5551287247082826,2.0441029797666297,0.023605150214592276
4,1996-05-10 00:00:00,1996-07-08 00:00:00,65.375,65.3125,-0.0009560229445507218,-0.1250388638585207,2.000621821736221,0.04216315307057745
5,1996-08-06 00:00:00,1996-09-05 00:00:00,66.375,65.015625,-0.020480225988700536,-2.6760612777063955,1.9685968019909144,0.03277545327754533
6,1996-09-09 00:00:00,1997-03-20 00:00:00,66.71875,78.375,0.1747072599531616,22.360703837239498,1.918344565125104,0.04926108374384237
7,1997-04-29 00:00:00,1997-08-26 00:00:00,79.71875,90.859375,0.1397491179929439,21.01131556702623,1.886008690448358,0.06508298080052066
8,1997-09-05 00:00:00,1997-09-11 00:00:00,93.140625,91.1875,-0.020969635967119662,-3.5933897596608517,1.8398155569463515,0.025709515859766278
9,1997-09-16 00:00:00,1997-10-27 00:00:00,94.8125,87.1875,-0.08042188529993403,-13.492233417325991,1.7694732350591476,0.11203055378739657
10,1997-11-20 00:00:00,1997-12-23 00:00:00,96.09375,93.6875,-0.025040650406504043,-3.8631700720300444,1.605473276687812,0.053063802905874924
11,1997-12-31 00:00:00,1998-01-09 00:00:00,97.0625,92.3125,-0.04893754024468768,-7.360831357589433,1.5496487068609337,0.05592841163310962
12,1998-01-20 00:00:00,1998-05-28 00:00:00,97.875,110.125,0.12515964240102165,17.904330437683,1.4615779949128986,0.04006631666206134
13,1998-06-09 00:00:00,1998-06-15 00:00:00,112.21875,107.53125,-0.04177109440267332,-6.72331982831173,1.4343082300398369,0.04177109440267335
14,1998-06-23 00:00:00,1998-07-31 00:00:00,111.90624999999999,111.78125,-0.001117006422786801,-0.17227920341966296,1.3782336273574642,0.05719557195571956
15,1998-10-19 00:00:00,1999-05-25 00:00:00,106.375,129.0,0.21269095182138664,32.76731216933882,1.448278990910003,0.06075085324232082
16,1999-06-18 00:00:00,1999-07-30 00:00:00,134.3125,132.75,-0.01163331782224287,-2.17342938375279,1.3909948056017898,0.0639048038783605
17,1999-08-24 00:00:00,1999-08-31 00:00:00,136.96875,132.0625,-0.035820214464978406,-6.614365957027417,1.3481510230883875,0.045618789521228546
18,1999-09-07 00:00:00,1999-09-15 00:00:00,135.46875,131.9375,-0.02606689734717414,-4.640955473353387,1.31425287740981,0.028978840846366146
19,1999-10-29 00:00:00,2000-01-26 00:00:00,137.0,140.8125,0.027828467153284714,4.825435027284982,1.2656878760091737,0.062127659574468086
20,2000-03-16 00:00:00,2000-04-17 00:00:00,146.34375,140.75,-0.038223361093316234,-6.812346071590213,1.2178495770440607,0.11436711436711437
21,2000-06-05 00:00:00,2000-07-28 00:00:00,147.125,142.09375,-0.034197111299915026,-5.861806457731774,1.1650795443938933,0.060537190082644625
22,2000-08-09 00:00:00,2000-09-15 00:00:00,147.4375,146.0,-0.009749894022890957,-1.6141000401687222,1.122852201856514,0.04262295081967213
23,2000-11-06 00:00:00,2000-11-10 00:00:00,143.78125,136.625,-0.04977178874157802,-8.159408936507447,1.1401794147084618,0.049771788741577914
24,2001-01-22 00:00:00,2001-02-12 00:00:00,134.90625,133.35000610351562,-0.011535743499536682,-1.7970036597226056,1.1547056754934897,0.044152806940299
25,2001-04-19 00:00:00,2001-06-14 00:00:00,125.65000152587889,122.0,-0.029048957274601793,-4.47295869894748,1.2254676243924059,0.07330037481104716
26,2001-10-25 00:00:00,2001-10-30 00:00:00,110.56999969482422,106.16000366210938,-0.03988420046022003,-5.962969159430713,1.3521484180927599,0.03988420046022009
27,2001-11-05 00:00:00,2002-01-17 00:00:00,110.68000030517578,113.66999816894531,0.027014798116419093,3.8778143694661082,1.2969288093662046,0.04548555279284251
28,2002-03-04 00:00:00,2002-04-04 00:00:00,115.74999999999999,112.66999816894531,-0.02660908709334506,-3.922762053789654,1.2736232862713512,0.0406981600978953
29,2002-08-19 00:00:00,2002-09-03 00:00:00,95.4000015258789,88.27999877929688,-0.07463315128617262,-10.709792527410713,1.5041837634896957,0.08688458315436322
30,2002-10-21 00:00:00,2002-12-18 00:00:00,90.16999816894531,89.80000305175781,-0.0041033062515345615,-0.544875332261114,1.4726554674639152,0.052397141550356435
31,2003-01-06 00:00:00,2003-01-22 00:00:00,92.95999908447266,88.16999816894531,-0.05152754908242497,-6.814233185510588,1.4225953826901074,0.05528772699961988
32,2003-03-19 00:00:00,2003-08-05 00:00:00,87.95999908447266,96.41999816894531,0.09618007244802358,12.063888828530011,1.4259917416151804,0.05497937332269455
33,2003-08-15 00:00:00,2003-09-30 00:00:00,99.62000274658203,99.94999694824219,0.003312529537864113,0.4554533374776497,1.38018587958917,0.0444550821578583
34,2003-10-02 00:00:00,2004-03-11 00:00:00,102.44999694824217,111.12000274658203,0.08462670626256766,11.67421811627554,1.346506379328022,0.045196723070737625
35,2004-04-05 00:00:00,2004-04-21 00:00:00,115.2699966430664,112.66999816894531,-0.02255572611988515,-3.3748732862098336,1.2980289487864753,0.029062189396034818
36,2004-04-22 00:00:00,2004-04-29 00:00:00,114.25,111.83000183105469,-0.02118160322928055,-3.097786580963799,1.2800780681226276,0.02212310917973068
37,2004-06-01 00:00:00,2004-07-08 00:00:00,112.70999908447266,111.44000244140625,-0.011267825866226705,-1.61300203583977,1.2700837003357532,0.02977536262207795
38,2004-08-26 00:00:00,2004-10-15 00:00:00,111.0999984741211,111.26000213623047,0.0014401769964617513,0.20383995990766834,1.2739705905502383,0.03522846969634172
39,2004-10-29 00:00:00,2005-01-11 00:00:00,113.19999694824219,118.18000030517578,0.04399296370308714,6.23564936895869,1.2521375834570225,0.027603810623542065
40,2005-02-04 00:00:00,2005-03-18 00:00:00,120.2300033569336,118.54000091552734,-0.014056411829159201,-2.080034368149569,1.2307877889328795,0.03461193882491916
41,2005-05-18 00:00:00,2005-08-24 00:00:00,118.79000091552734,121.1500015258789,0.019866997156012884,2.8985469187192336,1.2281975292741392,0.028624115297327387
42,2005-09-07 00:00:00,2005-09-21 00:00:00,123.91000366210936,120.91000366210938,-0.024211120259351397,-3.6025210591889447,1.2008403530629808,0.029614725980740005
43,2005-11-03 00:00:00,2006-02-07 00:00:00,122.26999664306642,125.4800033569336,0.02625342931216322,3.8118302157373023,1.187483564838122,0.029618701368582776
44,2006-02-15 00:00:00,2006-04-17 00:00:00,128.1999969482422,128.66000366210938,0.0035881959814156985,0.5346607271248729,1.1622889645024606,0.018240093199375536
45,2006-04-18 00:00:00,2006-05-17 00:00:00,130.6999969482422,126.8499984741211,-0.0294567602449578,-4.404966944266789,1.1441477117136771,0.04350774284049583
46,2006-07-06 00:00:00,2006-07-13 00:00:00,127.44000244140626,124.0,-0.02699311342988938,-3.9176491748102933,1.1388506960503129,0.026993113429889314
47,2006-07-27 00:00:00,2007-02-28 00:00:00,126.70999908447264,140.92999267578125,0.11222471544513773,15.848092217044183,1.114493625843171,0.044782207523929106
48,2007-03-26 00:00:00,2007-06-26 00:00:00,143.1999969482422,148.2899932861328,0.035544667921538674,5.582843830656628,1.0968266890679637,0.037702872078278674
49,2007-07-03 00:00:00,2007-07-26 00:00:00,152.33999633789062,148.02000427246094,-0.028357569707747166,-4.612313974870375,1.0676672329516463,0.04546335666972492
50,2007-09-13 00:00:00,2007-11-05 00:00:00,148.91000366210938,150.0500030517578,0.007655626630936183,1.2098654399869417,1.061286041881161,0.04351992423652177
51,2007-12-07 00:00:00,2007-12-17 00:00:00,150.91000366210938,145.07000732421875,-0.038698536850919944,-6.162586186352172,1.0552380223885702,0.04609412429270828
52,2007-12-26 00:00:00,2007-12-28 00:00:00,149.5500030517578,147.3000030517578,-0.015045135099203574,-2.303160248437962,1.0236267770835372,0.015045135099203553
53,2008-04-02 00:00:00,2008-06-06 00:00:00,136.6999969482422,136.2899932861328,-0.002999295327450589,-0.4522344314775637,1.1030009565059096,0.047256271383504404
54,2008-08-11 00:00:00,2008-08-26 00:00:00,130.7100067138672,127.38999938964844,-0.025399794611643337,-3.8183001454829935,1.150087868068635,0.028460015752588864
55,2008-08-27 00:00:00,2008-09-04 00:00:00,128.6300048828125,124.02999877929688,-0.035761532526617124,-5.239411144936184,1.1390009115274633,0.047315489258722206
56,2009-01-02 00:00:00,2009-01-13 00:00:00,92.95999908447266,87.11000061035156,-0.06293027680438346,-8.890177929497838,1.5196889313434387,0.06975504640323885
57,2009-03-24 00:00:00,2009-07-06 00:00:00,80.5999984741211,89.80000305175781,0.11414397955095046,15.110391853894157,1.6424330799382811,0.06100129301704995
58,2009-07-16 00:00:00,2009-11-02 00:00:00,93.11000061035156,104.31999969482422,0.12039522082471543,17.757150786196945,1.5840456945971524,0.056744724519375594
59,2009-11-06 00:00:00,2010-01-26 00:00:00,107.12999725341797,109.30999755859375,0.020349111930050245,3.362642852302173,1.542496505307157,0.05084302623196224
60,2010-02-25 00:00:00,2010-05-06 00:00:00,110.66999816894531,112.94000244140625,0.020511469323380927,3.458444775132449,1.52354108628311,0.07281828499274703
61,2010-07-23 00:00:00,2010-08-19 00:00:00,110.41000366210938,107.87999725341797,-0.02291464835409341,-3.9428945324447966,1.558452389250739,0.04522524742864956
62,2010-09-08 00:00:00,2011-03-15 00:00:00,110.41000366210938,128.55999755859375,0.16438722302762784,27.637739869982994,1.5227410007744615,0.044376728423949574
63,2011-03-29 00:00:00,2011-05-24 00:00:00,131.86000061035156,131.9499969482422,0.0006825143142276762,0.1336114451053163,1.4846320221127554,0.03283732293518141
64,2011-05-31 00:00:00,2011-06-01 00:00:00,134.89999389648438,131.8699951171875,-0.022461074250469924,-4.400061347726194,1.4521660463332755,0.022461074250469924
65,2011-07-05 00:00:00,2011-07-29 00:00:00,133.80999755859375,129.3300018310547,-0.03348027658080876,-6.411376858059185,1.4311122706317985,0.044547863121357986
66,2011-10-13 00:00:00,2011-11-22 00:00:00,120.51000213623045,119.19000244140625,-0.010953445120115615,-2.027326633414077,1.535853865242034,0.07338880574564621
67,2011-12-02 00:00:00,2011-12-19 00:00:00,124.86000061035156,120.29000091552734,-0.036600990489225806,-6.700119707089584,1.4661094430001527,0.050816714833251106
68,2011-12-21 00:00:00,2012-04-16 00:00:00,124.16999816894531,137.0500030517578,0.10372879981272136,18.293435443357538,1.4202972444341917,0.04187819088246451
69,2012-04-26 00:00:00,2012-05-08 00:00:00,140.16000366210938,136.5500030517578,-0.02575628222052831,-5.013505193533291,1.3887823672819368,0.02977122550709126
70,2012-06-20 00:00:00,2012-06-25 00:00:00,135.47999572753906,131.32000732421875,-0.030705554580075282,-5.822947221030603,1.3997508301664943,0.03070555458007525
71,2012-06-29 00:00:00,2012-10-23 00:00:00,136.10000610351562,141.4199981689453,0.03908884516421979,7.185127381073528,1.3505898679368034,0.03952735063222309
72,2012-12-04 00:00:00,2013-06-21 00:00:00,141.25,159.07000732421875,0.12615934388827435,24.096487247029103,1.3522153391194254,0.04845361568132908
73,2013-07-09 00:00:00,2013-08-20 00:00:00,165.1300048828125,165.5800018310547,0.002725107097050694,0.5861620993651115,1.3025912767960939,0.03615087912316454
74,2013-09-11 00:00:00,2013-10-08 00:00:00,169.39999389648438,165.47999572753906,-0.023140485892465333,-4.991010945947551,1.2732176727751892,0.043744624043459995
75,2013-10-11 00:00:00,2014-01-27 00:00:00,170.25999450683594,178.00999450683594,0.04551862005192798,9.590411601829345,1.237472464752172,0.03616875762774206
76,2014-02-14 00:00:00,2014-04-11 00:00:00,184.02000427246094,181.50999450683594,-0.013639874510103032,-3.004625201921442,1.1970571760597482,0.03901953719531702
77,2014-04-21 00:00:00,2014-08-01 00:00:00,187.0399932861328,192.5,0.02919165370966679,6.342699506420701,1.1616651478306188,0.030958943294451393
78,2014-08-19 00:00:00,2014-09-29 00:00:00,198.38999938964844,197.5399932861328,-0.004284520924092379,-0.9581068867888121,1.127176478881839,0.02715296198322214
79,2014-10-29 00:00:00,2014-12-16 00:00:00,198.11000061035156,197.91000366210938,-0.0010095247469892206,-0.22478323741913186,1.1239333369573008,0.04850959777832031
80,2014-12-19 00:00:00,2015-01-06 00:00:00,206.52000427246094,199.82000732421875,-0.03244236301391373,-7.216403016292418,1.0770755676516701,0.042640829074514094
81,2015-02-05 00:00:00,2015-03-13 00:00:00,206.1199951171875,205.8300018310547,-0.0014069148699909074,-0.302797973891586,1.0441551179667545,0.03533188027303291
82,2015-03-17 00:00:00,2015-03-26 00:00:00,207.9600067138672,205.27000427246094,-0.012935191164459976,-2.7800112334886364,1.0334604871344766,0.024660278798063352
83,2015-04-10 00:00:00,2015-06-08 00:00:00,210.0399932861328,208.47999572753906,-0.007427145345927543,-1.5755830170109846,1.00999069410806,0.023512900573587528
84,2015-06-18 00:00:00,2015-06-26 00:00:00,212.77999877929688,209.82000732421875,-0.013911041789920838,-2.92914868355237,0.9895801146747163,0.013911041789920938
85,2015-07-17 00:00:00,2015-07-27 00:00:00,212.47999572753906,206.7899932861328,-0.026779002992368645,-5.560223658631372,0.9771917878575112,0.027282577504443274
86,2015-07-29 00:00:00,2015-08-06 00:00:00,210.77000427246094,208.35000610351562,-0.011481701000570308,-2.320147314823913,0.9587392852594899,0.011716161345656942
87,2015-10-09 00:00:00,2015-12-11 00:00:00,201.3300018310547,201.8800048828125,0.002731848441641372,0.5456958394880473,0.9921687484169259,0.043222725673874404
88,2016-02-25 00:00:00,2016-05-18 00:00:00,195.5399932861328,204.91000366210938,0.0479186391413315,9.5980570239835,1.024337929079737,0.025416522806042566
89,2016-05-24 00:00:00,2016-06-24 00:00:00,207.8699951171875,203.24000549316406,-0.022273486952329363,-4.675140068695697,1.0097517377658867,0.0429909583930886
90,2016-07-06 00:00:00,2016-09-13 00:00:00,209.66000366210938,213.22999572753906,0.01702753030178864,3.4944229505967996,0.9788321336720425,0.026747002183130267
91,2016-11-11 00:00:00,2017-04-12 00:00:00,216.4199981689453,234.02999877929688,0.08136956269912053,16.983159891819298,0.9644042761609117,0.025690231434938364
92,2017-04-24 00:00:00,2017-08-18 00:00:00,237.1699981689453,242.7100067138672,0.023358808397744804,5.272072113467146,0.9516360977998254,0.02081731756552778
93,2017-08-31 00:00:00,2018-02-07 00:00:00,247.49000549316406,267.6700134277344,0.08153867827655657,18.83311928398564,0.9332562873636272,0.0790355047726713
94,2018-02-26 00:00:00,2018-03-01 00:00:00,277.8999938964844,267.70001220703125,-0.03670378522301282,-9.168778899590222,0.8989015057812128,0.03670378522301278
95,2018-03-08 00:00:00,2018-03-21 00:00:00,274.1000061035156,270.42999267578125,-0.01338932267790018,-3.2219523030617268,0.8779129467792558,0.030265007312312568
96,2018-05-09 00:00:00,2018-06-27 00:00:00,269.5,269.3500061035156,-0.0005565636233186606,-0.1321359914846596,0.8809424555379877,0.03431093813100741
97,2018-07-09 00:00:00,2018-10-10 00:00:00,277.8999938964844,278.29998779296875,0.001439344747281225,0.3415303927363311,0.8538390103901503,0.05204714039843331
98,2019-01-17 00:00:00,2019-05-14 00:00:00,262.9599914550781,283.3999938964844,0.07773046511107022,18.47057632816356,0.9036484404104985,0.044791393675513956
99,2019-06-11 00:00:00,2019-08-05 00:00:00,288.8999938964844,283.82000732421875,-0.017583892971925193,-4.503128827301765,0.8864450256397853,0.06022979985174203
100,2019-09-05 00:00:00,2019-10-02 00:00:00,297.82000732421875,288.05999755859375,-0.03277150468604966,-8.245010184570475,0.8447747884033504,0.04391121713667963
101,2019-10-16 00:00:00,2020-02-26 00:00:00,298.3999938964844,311.5,0.043900825641638774,10.683082567437339,0.8155021061074414,0.07932847617308086
102,2020-04-16 00:00:00,2020-09-21 00:00:00,279.1000061035156,326.9700012207031,0.17151556456588885,43.56991123764419,0.9101716248556836,0.08591000821252998
103,2020-10-07 00:00:00,2020-10-28 00:00:00,340.760009765625,326.6600036621094,-0.04137811274630968,-12.314077414998678,0.8733384457137471,0.07312087378834137
104,2020-11-05 00:00:00,2021-09-20 00:00:00,350.239990234375,434.0400085449219,0.23926456329121407,68.25852869986664,0.8145407372933214,0.042255993718573505
105,2021-10-18 00:00:00,2021-12-03 00:00:00,447.19000244140625,453.4200134277344,0.013931463029843537,4.925374975602381,0.790588489556637,0.04093843385895101
106,2021-12-07 00:00:00,2022-01-18 00:00:00,468.2799987792969,456.489990234375,-0.02517726269679643,-9.025259207237298,0.7655006502200213,0.044420258316281346
107,2022-03-22 00:00:00,2022-04-18 00:00:00,449.5899963378906,437.9700012207031,-0.025845759940918388,-9.03162982468018,0.7772490206403972,0.05147866943223616
108,2022-07-22 00:00:00,2022-08-31 00:00:00,395.0899963378906,395.17999267578125,0.00022778693139485437,0.07754134897254517,0.8616056029612469,0.08033516069489453
109,2022-10-28 00:00:00,2022-12-19 00:00:00,389.0199890136719,380.0199890136719,-0.023135057976888987,-7.877239600407904,0.8752488444897656,0.06784734144191068
110,2023-01-12 00:00:00,2023-02-27 00:00:00,396.9599914550781,397.7300109863281,0.0019397912833167207,0.6451979674732229,0.8378981847717761,0.048946672000176904
111,2023-03-30 00:00:00,2023-08-16 00:00:00,403.70001220703125,439.6400146484375,0.08902650818592238,29.668729672143797,0.8255071690802852,0.03964698564342598
112,2023-08-31 00:00:00,2023-09-19 00:00:00,450.3500061035156,442.7099914550781,-0.016964615398897917,-6.15689973524627,0.8058753835642806,0.018794767039257216
113,2023-11-08 00:00:00,2024-04-16 00:00:00,437.25,503.5299987792969,0.151583759358026,54.08039900145121,0.8159384429310473,0.03754034973797826
114,2024-05-07 00:00:00,2024-07-30 00:00:00,517.1400146484375,542.0,0.048072059108523794,19.750380639801392,0.7944646933816477,0.04682578496079707
115,2024-07-31 00:00:00,2024-08-01 00:00:00,550.8099975585938,543.010009765625,-0.014160940846283398,-6.097699199871499,0.7817575311295016,0.0141609408462834
116,2024-08-16 00:00:00,2024-10-17 00:00:00,554.3099975585938,582.3499755859375,0.05058537307795848,21.473600369348617,0.7658208700594639,0.041371004164116224
