Trade No.,Entry Date,Exit Date,Entry Price,Exit Price,Return (%),PnL ($),Size,Drawdown (%)
0,2014-10-14 00:00:00,2014-10-24 00:00:00,400.8699951171875,358.3450012207031,-0.10608175821204313,-10.608175821204313,0.2494574331280811,0.10608175821204308
1,2014-11-11 00:00:00,2014-11-22 00:00:00,367.69500732421875,352.9200134277344,-0.04018274276826495,-3.5920086765625143,0.24311405485028398,0.17167069654427217
2,2014-11-24 00:00:00,2014-12-08 00:00:00,376.9010009765625,361.90899658203125,-0.03977703523123173,-3.412862284065511,0.22764549650948954,0.050892321925773094
3,2015-02-15 00:00:00,2015-03-21 00:00:00,234.82499694824222,260.0249938964844,0.10731394560092986,8.841269015880798,0.3508440510544394,0.13523220899391222
4,2015-05-04 00:00:00,2015-05-19 00:00:00,239.01800537109375,231.94700622558594,-0.029583541769288665,-2.6988539229989215,0.38167928852225863,0.04886350140903976
5,2015-05-22 00:00:00,2015-05-30 00:00:00,240.3480072021484,233.34500122070312,-0.029136942148870495,-2.579475082955099,0.36833826642294787,0.031574629145437405
6,2015-06-15 00:00:00,2015-08-08 00:00:00,236.822998046875,260.99700927734375,0.10207628241275761,8.77344557449733,0.36292882843701757,0.16042228481056772
7,2015-09-10 00:00:00,2015-09-13 00:00:00,238.4770050048828,230.51199340820312,-0.03339949525329113,-3.1637117047130516,0.397201142309936,0.03996135654245531
8,2015-09-28 00:00:00,2015-11-20 00:00:00,239.1419982910156,322.0220031738281,0.34657235230573985,31.73203533954819,0.3828671992046265,0.24413996459761222
9,2015-11-27 00:00:00,2016-01-15 00:00:00,358.0419921875,364.33099365234375,0.01756498288488554,2.165615940562489,0.3443497274835331,0.2170330108156417
10,2016-02-14 00:00:00,2016-03-07 00:00:00,407.2300109863281,414.3210144042969,0.017412772208988365,2.1845590103555708,0.30807473661905865,0.08711980561577456
11,2016-03-17 00:00:00,2016-03-18 00:00:00,420.6210021972656,409.5480041503906,-0.02632535700554939,-3.3602169380924636,0.3034604471045472,0.02632535700554941
12,2016-03-26 00:00:00,2016-05-20 00:00:00,417.94500732421875,442.6759948730469,0.059172826844281975,7.354094806829565,0.2973635724133478,0.05873125851677269
13,2016-05-27 00:00:00,2016-07-11 00:00:00,473.4639892578125,647.6589965820312,0.36791606389597103,48.430894225516454,0.2780268790102287,0.22209341316220624
14,2016-07-17 00:00:00,2016-07-23 00:00:00,679.458984375,655.5560302734375,-0.035179392209449684,-6.334633878814145,0.26501468613036694,0.04244548454509131
