cumulative_return,max_drawdown,sharpe_ratio,final_portfolio_value,initial_portfolio_value,loss_streak_probability,sequence_id,mean_cumulative_return,median_cumulative_return,std_cumulative_return,mean_max_drawdown,median_max_drawdown,mean_sharpe_ratio,median_sharpe_ratio,mean_final_portfolio_value,std_final_portfolio_value,worst_case_portfolio_value,var_5_percent,mean_loss_streak_probability,median_loss_streak_probability,max_loss_streak_probability
482.1133218274155,-0.5758441351955389,6.379899942452375,4909781.001753629,10162.79365508279,0.2222222222222222,0,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
480.97033677980073,-0.7226662290970188,6.3791041533028405,4911414.655942264,10190.284092496251,0.2777777777777778,1,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
483.6461905036075,-0.6084305457429215,6.380359942321451,4531031.36103858,9349.152948732097,0.2222222222222222,2,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
483.11387132616727,-0.4547485970793007,6.380916942276257,4982030.655125479,10291.03058228398,0.1111111111111111,3,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
480.1454527750691,-0.5942067169520179,6.379082819620794,4798715.453920144,9973.523445442386,0.16666666666666666,4,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
480.45866235909114,-0.42753794758218483,6.378783203559278,4501627.709359603,9349.977602027458,0.0,5,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
480.33852958308745,-0.5864230684027288,6.378665322226982,4868152.768282569,10113.781609170435,0.2222222222222222,6,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
479.34518125574044,-0.6780130819776724,6.378090405354288,5116089.844463146,10650.861180887521,0.2777777777777778,7,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
479.08261555640496,-0.5568147216049957,6.378632444590444,5293579.230449796,11026.392247748143,0.2222222222222222,8,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
478.1879328711951,-0.7508930358998002,6.377698451015966,4868089.51608059,10159.040289082413,0.16666666666666666,9,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
481.01401839517496,-0.500630686774939,6.379315358755124,4574396.38794366,9490.172927280677,0.1111111111111111,10,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
482.2046613019605,-0.4010205649890429,6.379698267894179,5086300.429449244,10526.182458059428,0.2222222222222222,11,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
483.1315041263358,-0.6394597906839534,6.38140150428887,4596171.283419309,9493.642211352399,0.3333333333333333,12,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
479.32936637381636,-0.5399079477378187,6.37859195668987,4694921.265862694,9774.37898770668,0.2222222222222222,13,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
478.79726567999916,-0.5071424663413844,6.37826356982396,4533188.030635542,9448.132273556874,0.2222222222222222,14,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
478.5144375537961,-0.7324234593115391,6.377632450793632,4678060.719333098,9755.828715393523,0.2222222222222222,15,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
481.1036294334782,-0.6445394476435824,6.379272110729955,5091643.701416468,10561.30547575358,0.2777777777777778,16,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
479.0599395977958,-0.6976533484853668,6.377450218308275,4602917.536283424,9588.214213708072,0.2222222222222222,17,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
482.3702060251043,-0.6572252537199954,6.381089861523676,4638829.775545119,9596.846718567087,0.2222222222222222,18,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
477.69493528540227,-0.6632348704728663,6.377310965879526,5219303.907999723,10903.194337930328,0.1111111111111111,19,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
478.8939290815316,-0.6606232769556629,6.377705371978267,5009206.917834416,10438.15438011798,0.1111111111111111,20,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
480.6048570517415,-0.5436089715633899,6.379143784015572,4522080.435217142,9389.607203922593,0.2222222222222222,21,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
480.406666176193,-0.6454393138894486,6.378697936547715,4804750.979966929,9980.64903864129,0.16666666666666666,22,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
479.5303866881025,-0.499834759153965,6.378453438248134,4840451.520127852,10073.143456107055,0.1111111111111111,23,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
478.1798028998757,-0.542524579224444,6.377727457890814,4948802.019858701,10327.651520180516,0.05555555555555555,24,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
481.0968742322408,-0.6568045380553799,6.379602976577052,4657590.099302544,9661.108271485786,0.2777777777777778,25,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
479.9356135954554,-0.6320470891873208,6.378549164963224,4884869.110894355,10157.012649521355,0.16666666666666666,26,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
483.43845158499425,-0.6680428563144749,6.381120250072551,4931808.588827647,10180.464768417265,0.3333333333333333,27,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
477.96688834195777,-0.7708519666938636,6.377297259931783,4575251.269100806,9552.333116259826,0.2222222222222222,28,479.9127505000336,479.9346903979398,2.060523554679298,-0.5734805480038367,-0.5665788500118356,6.378724447093724,6.378742070198086,4815636.18863236,247387.38835993747,4087253.447689739,4421919.355047511,0.1917222222222222,0.16666666666666666,0.4444444444444444
