Fast Period,Slow Period,Signal Period,Signal
4,13,18,1
4,14,16,1
4,14,17,1
4,15,15,1
4,15,16,1
4,16,14,1
4,16,15,1
4,17,14,1
4,18,13,1
4,20,12,1
4,21,12,1
4,22,11,1
4,23,11,1
4,24,11,1
4,28,10,1
4,29,10,1
4,30,10,1
4,31,10,1
4,32,10,1
4,33,10,1
4,34,10,1
4,35,10,1
4,36,10,1
5,11,17,1
5,11,18,1
5,12,15,1
5,12,16,1
5,13,14,1
5,13,15,1
5,14,13,1
5,14,14,1
5,15,12,1
5,15,13,1
5,16,12,1
5,17,11,1
5,18,11,1
5,19,10,1
5,20,10,1
5,21,10,1
5,22,9,1
5,23,9,1
5,24,9,1
5,25,9,1
5,26,9,1
5,29,8,1
5,30,8,1
5,31,8,1
5,32,8,1
5,33,8,1
5,34,8,1
5,35,8,1
5,36,8,1
6,9,17,1
6,9,18,1
6,10,15,1
6,10,16,1
6,10,17,1
6,11,14,1
6,11,15,1
6,12,13,1
6,12,14,1
6,13,12,1
6,13,13,1
6,14,11,1
6,14,12,1
6,15,10,1
6,15,11,1
6,16,10,1
6,17,9,1
6,17,10,1
6,18,9,1
6,19,9,1
6,20,8,1
6,20,9,1
6,21,8,1
6,22,8,1
6,23,8,1
6,24,8,1
6,26,7,1
6,27,7,1
6,28,7,1
6,29,7,1
6,30,7,1
6,31,7,1
6,32,7,1
6,33,7,1
6,34,7,1
6,35,7,1
6,36,7,1
7,8,17,1
7,8,18,1
7,9,15,1
7,9,16,1
7,10,13,1
7,10,14,1
7,11,12,1
7,11,13,1
7,12,11,1
7,12,12,1
7,13,10,1
7,13,11,1
7,14,10,1
7,15,9,1
7,16,9,1
7,17,8,1
7,18,8,1
7,19,8,1
7,20,7,1
7,21,7,1
7,22,7,1
7,23,7,1
7,26,6,1
7,27,6,1
7,28,6,1
7,29,6,1
7,30,6,1
7,31,6,1
7,32,6,1
7,33,6,1
7,34,6,1
7,35,6,1
7,36,6,1
8,9,13,1
8,9,14,1
8,10,11,1
8,10,12,1
8,11,10,1
8,11,11,1
8,12,10,1
8,13,9,1
8,14,8,1
8,14,9,1
8,15,8,1
8,16,8,1
8,17,7,1
8,18,7,1
8,19,7,1
8,20,6,1
8,21,6,1
8,22,6,1
8,23,6,1
8,24,6,1
8,29,5,1
8,30,5,1
8,31,5,1
8,32,5,1
8,33,5,1
8,34,5,1
8,35,5,1
8,36,5,1
9,10,10,1
9,10,11,1
9,11,9,1
9,11,10,1
9,12,9,1
9,13,8,1
9,14,8,1
9,15,7,1
9,16,7,1
9,17,6,1
9,18,6,1
9,19,6,1
9,20,6,1
9,22,5,1
9,23,5,1
9,24,5,1
9,25,5,1
9,26,5,1
10,11,8,1
10,11,9,1
10,12,8,1
10,13,7,1
10,14,7,1
10,15,6,1
10,16,6,1
10,17,6,1
10,19,5,1
10,20,5,1
10,21,5,1
10,28,4,1
10,29,4,1
10,30,4,1
10,31,4,1
10,32,4,1
10,33,4,1
10,34,4,1
10,35,4,1
10,36,4,1
11,12,7,1
11,13,7,1
11,14,6,1
11,15,6,1
11,17,5,1
11,18,5,1
11,22,4,1
11,23,4,1
11,24,4,1
12,13,6,1
12,14,6,1
12,15,5,1
12,16,5,1
12,20,4,1
12,21,4,1
13,14,5,1
13,15,5,1
13,18,4,1
14,16,4,1
14,17,4,1
15,16,4,1
